datetime,temp005s,wat005s,rdial005s,idial005s,scond005s,diode005s,temp005i,wat005i,rdial005i,idial005i,scond005i,diode005i,temp015s,wat015s,rdial015s,idial015s,scond015s,diode015s,temp015i,wat015i,rdial015i,idial015i,scond015i,diode015i,temp030s,wat030s,rdial030s,idial030s,scond030s,diode030s,temp030i,wat030i,rdial030i,idial030i,scond030i,diode030i,temp064s,wat064s,rdial064s,idial064s,scond064s,diode064s,temp063i,wat063i,rdial063i,idial063i,scond063i,diode063i,temp090s,wat090s,rdial090s,idial090s,scond090s,diode090s,temp097i,wat097i,rdial097i,idial097i,scond097i,diode097i,temp150i,wat150i,rdial150i,idial150i,scond150i,diode150i,temp150s,wat150s,rdial150s,idial150s,scond150s,diode150s
2024-01-01 00:00,-0.4,0.129,7.994,3.14,0.009,-0.1,-1.2,0.136,8.36,4.046,0.011,-0.7,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.69,13.31,0.037,0,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.181,10.93,7.173,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 00:15,-0.4,0.125,7.778,3.268,0.009,-0.2,-1.3,0.138,8.45,3.947,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.2,0.292,18.69,13.31,0.037,0,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 00:30,-0.4,0.127,7.862,3.174,0.009,-0.2,-1.3,0.136,8.35,4.04,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.2,0.292,18.69,13.31,0.037,0,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.181,10.93,7.173,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 00:45,-0.5,0.13,8.06,3.042,0.008,-0.2,-1.3,0.136,8.35,4.04,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.69,13.31,0.037,0,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 01:00,-0.5,0.126,7.849,3.17,0.009,-0.2,-1.3,0.138,8.43,3.942,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.2,0.295,18.9,13.21,0.037,0,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.181,10.93,7.173,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 01:15,-0.5,0.128,7.932,3.076,0.009,-0.2,-1.4,0.138,8.43,3.942,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.295,18.9,13.21,0.037,0,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 01:30,-0.5,0.128,7.932,3.076,0.009,-0.2,-1.4,0.133,8.21,4.075,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.53,13.5,0.038,0,1,0.239,14.7,10.1,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 01:45,-0.5,0.125,7.801,3.111,0.009,-0.2,-1.4,0.135,8.3,3.977,0.011,-0.8,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.288,18.32,13.6,0.038,0,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.3,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 02:00,-0.5,0.125,7.801,3.111,0.009,-0.2,-1.4,0.135,8.3,3.977,0.011,-0.9,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.64,13.28,0.037,0,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.3,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 02:15,-0.5,0.123,7.67,3.145,0.009,-0.2,-1.4,0.135,8.3,3.977,0.011,-0.9,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.64,13.28,0.037,0,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 02:30,-0.5,0.127,7.871,3.013,0.008,-0.2,-1.4,0.132,8.16,4.012,0.011,-0.9,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.64,13.28,0.037,0,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 02:45,-0.5,0.127,7.87,3.013,0.008,-0.3,-1.4,0.132,8.16,4.012,0.011,-0.9,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.64,13.28,0.037,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 03:00,-0.5,0.124,7.741,3.047,0.008,-0.3,-1.5,0.132,8.16,4.012,0.011,-0.9,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.292,18.64,13.28,0.037,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 03:15,-0.5,0.126,7.823,2.955,0.008,-0.3,-1.5,0.136,8.37,3.874,0.011,-1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.293,18.74,13.07,0.036,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 03:30,-0.5,0.122,7.61,3.081,0.009,-0.3,-1.5,0.134,8.25,3.914,0.011,-1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.288,18.38,13.36,0.037,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 03:45,-0.6,0.126,7.81,2.951,0.008,-0.3,-1.5,0.138,8.45,3.777,0.01,-1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.293,18.74,13.07,0.036,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.3,0.177,10.64,7.359,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 04:00,-0.6,0.126,7.81,2.951,0.008,-0.4,-1.6,0.134,8.23,3.909,0.011,-1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.288,18.38,13.36,0.037,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 04:15,-0.6,0.123,7.681,2.985,0.008,-0.4,-1.6,0.134,8.23,3.909,0.011,-1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.49,13.15,0.037,-0.1,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,5,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 04:30,-0.6,0.125,7.762,2.893,0.008,-0.4,-1.6,0.135,8.31,3.812,0.011,-1.1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.49,13.15,0.037,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 04:45,-0.6,0.122,7.634,2.926,0.008,-0.4,-1.7,0.131,8.09,3.943,0.011,-1.1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.49,13.15,0.037,-0.1,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 05:00,-0.7,0.124,7.716,2.835,0.008,-0.4,-1.7,0.131,8.09,3.943,0.011,-1.1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.49,13.15,0.037,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.3,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 05:15,-0.7,0.12,7.504,2.96,0.008,-0.4,-1.7,0.133,8.18,3.846,0.011,-1.1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.286,18.23,13.22,0.037,-0.1,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 05:30,-0.7,0.124,7.703,2.831,0.008,-0.4,-1.7,0.128,7.956,3.978,0.011,-1.1,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.289,18.43,13.12,0.036,-0.1,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 05:45,-0.7,0.124,7.703,2.831,0.008,-0.5,-1.7,0.13,8.04,3.881,0.011,-1.2,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.54,12.91,0.036,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.3,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 06:00,-0.8,0.121,7.575,2.865,0.008,-0.5,-1.7,0.132,8.17,3.841,0.011,-1.2,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.54,12.91,0.036,-0.1,0.9,0.241,14.88,10.02,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.528,0.015,8.3
2024-01-01 06:15,-0.8,0.123,7.656,2.774,0.008,-0.5,-1.8,0.134,8.25,3.745,0.01,-1.2,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.29,18.54,12.91,0.036,-0.1,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.5,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 06:30,-0.8,0.121,7.563,2.861,0.008,-0.5,-1.8,0.134,8.25,3.745,0.01,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.287,18.28,12.98,0.036,-0.1,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 06:45,-0.8,0.122,7.644,2.77,0.008,-0.6,-1.8,0.132,8.12,3.779,0.011,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.3,0.287,18.28,12.98,0.036,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.4,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 07:00,-0.8,0.118,7.434,2.894,0.008,-0.6,-1.8,0.132,8.12,3.779,0.011,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.288,18.39,12.78,0.036,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 07:15,-0.8,0.12,7.516,2.803,0.008,-0.6,-1.9,0.132,8.12,3.779,0.011,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.284,18.03,13.06,0.036,-0.1,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.145,8.83,6.121,0.017,8.8,8.2,0.135,8.31,5.527,0.015,8.3
2024-01-01 07:30,-0.9,0.12,7.516,2.803,0.008,-0.6,-1.9,0.133,8.2,3.683,0.01,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.285,18.14,12.85,0.036,-0.1,0.9,0.241,14.88,10.02,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 07:45,-0.9,0.117,7.388,2.836,0.008,-0.6,-1.9,0.133,8.2,3.683,0.01,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.285,18.13,12.85,0.036,-0.2,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.145,8.83,6.121,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 08:00,-0.9,0.121,7.585,2.71,0.008,-0.7,-1.9,0.129,7.98,3.814,0.011,-1.3,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.282,17.88,12.93,0.036,-0.1,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 08:15,-0.9,0.121,7.585,2.71,0.008,-0.7,-2,0.129,7.98,3.814,0.011,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.284,18.08,12.82,0.036,-0.2,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 08:30,-0.9,0.121,7.585,2.71,0.008,-0.7,-2,0.131,8.06,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.279,17.63,13,0.036,-0.2,1,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 08:45,-0.9,0.119,7.458,2.742,0.008,-0.7,-2,0.131,8.06,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.283,17.94,12.69,0.035,-0.2,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3.1,0.21,12.75,5.952,0.017,3.3,3.3,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.2,0.137,8.41,5.418,0.015,8.3
2024-01-01 09:00,-1,0.119,7.458,2.742,0.008,-0.7,-2,0.131,8.06,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.283,17.94,12.69,0.035,-0.2,0.9,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 09:15,-1,0.119,7.458,2.742,0.008,-0.7,-2,0.131,8.06,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.279,17.69,12.77,0.035,-0.2,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 09:30,-1,0.12,7.54,2.653,0.007,-0.7,-2,0.126,7.843,3.848,0.011,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.281,17.79,12.56,0.035,-0.2,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.181,10.93,7.172,0.02,3.4,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.1,5.965,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 09:45,-1,0.119,7.458,2.742,0.008,-0.8,-2,0.126,7.843,3.848,0.011,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.282,17.9,12.36,0.034,-0.2,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.147,8.94,6.005,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 10:00,-1,0.12,7.539,2.653,0.007,-0.8,-2,0.131,8.06,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.281,17.85,12.34,0.034,-0.2,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.179,10.77,7.234,0.02,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.152,9.2,5.849,0.016,8.8,8.3,0.132,8.16,5.574,0.015,8.3
2024-01-01 10:15,-1,0.12,7.54,2.653,0.007,-0.7,-2,0.133,8.19,3.678,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.281,17.85,12.34,0.034,-0.2,1,0.237,14.6,10.28,0.029,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.174,10.47,7.42,0.021,3.5,4.9,0.154,9.33,4.055,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.145,8.83,6.121,0.017,8.8,8.2,0.135,8.31,5.527,0.015,8.3
2024-01-01 10:30,-1,0.119,7.458,2.742,0.008,-0.7,-1.9,0.131,8.07,3.718,0.01,-1.4,-0.2,0.266,16.68,11.18,0.031,0,-0.4,0.278,17.6,12.41,0.034,-0.2,0.9,0.24,14.77,10.2,0.028,1.1,,0.263,16.41,10.52,0.029,24.9,3,0.21,12.75,5.952,0.017,3.3,3.2,0.181,10.93,7.172,0.02,3.5,4.9,0.155,9.41,3.951,0.011,5.1,5.3,0.127,7.876,3.477,0.01,5.4,8.6,0.15,9.09,5.956,0.017,8.8,8.3,0.135,8.31,5.527,0.015,8.3
2024-01-01 10:45,-0.9,0.12,7.54,2.653,0.007,-0.7,-1.9,0.128,7.932,3.753,0.01,-1.3,-0.2,0.266,16.64,11.16,0.031,0,-0.4,0.273,17.22,12.36,0.034,0,1,0.234,14.38,10.34,0.029,1.3,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.2,0.18,10.86,7.084,0.02,3.5,4.9,0.155,9.41,3.951,0.011,5.1,5.3,0.129,7.961,3.382,0.009,5.4,8.6,0.151,9.19,5.841,0.016,8.8,8.3,0.132,8.15,5.565,0.015,8.3
2024-01-01 11:00,-0.9,0.12,7.54,2.653,0.007,-0.7,-1.9,0.131,8.07,3.718,0.01,-1.3,-0.2,0.263,16.46,11.25,0.031,0,-0.3,0.275,17.33,12.16,0.034,0,1.1,0.234,14.38,10.34,0.029,1.3,,0.263,16.41,10.52,0.029,24.9,3,0.212,12.88,5.894,0.016,3.3,3.3,0.18,10.86,7.084,0.02,3.5,4.9,0.155,9.41,3.951,0.011,5.1,5.3,0.129,7.961,3.382,0.009,5.4,8.6,0.151,9.19,5.841,0.016,8.8,8.3,0.132,8.15,5.566,0.015,8.3
