'Order','Type1','Type2','User','Status','SampleID','AnalyID','Order'2,'Date_Time','AcidTemp','d13CPDBraw','d18OPDBgasraw','d45vref','d46vref','d47vref','d48vref','d9vref','D47vref'3,'D48vref'4,'D49vref','D47@d47=0','D48@d487=0','D49@d49=0','d13CPDB','d18OPDBmin','D47_90 CDES','D47_90 iCDES+','D47_90_iCDES','D48_90 CDES','D48_90 iCDES+','D48_90_iCDES','D49_90 CDES','D49_90 iCDES+','D47_90_iCDES'5,'T(D47)CDES','TD47iCDES+','T(D47)iCDES'
4480,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-246,'IPL-CI-4857 PK95-SC-246',4480,'4/17/2026 10:57:55 AM',90,-6.564953232,-1.235045198,3.724357108,-2.361817467,1.183301311,-4.869531939,-18.88541259,-0.331986353,-0.155744269,-18.22195055,-0.333560611,-0.155609285,-11.8511698,-6.843735917,-9.218569662,0.587645727,0.592266869,0.595704043,0.191556152,0.198007238,0.205322837,0.168566449,0.329545454,5.632994698,29.57295253,27.91308577,26.69604373
4482,'Sample',Matthew''s BHB Carbs','wmn','include',PK95-SC-246,'IPL-CI-4859 PK95-SC-246',4482,'4/17/2026 3:55:14 PM',90,-6.516003382,-1.371246967,3.765787674,-2.497628373,1.067362008,-5.057576083,-21.06104928,-0.357006002,-0.074547012,-20.18105824,-0.358425841,-0.074326218,-13.0760691,-6.794786067,-9.353673231,0.560535923,0.565207166,0.568847935,0.286360263,0.293580756,0.307201429,1.197459242,0.785588598,3.768640269,39.89622285,38.04202012,36.6194824
4484,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-08,'IPL-CI-4860 PB-00-03-08',4484,'4/19/2026 2:59:20 PM',90,-8.854390322,0.153973763,1.61262532,-0.980542819,0.434733096,-1.978519884,-24.55996537,-0.263817171,-0.011642643,-24.35640893,-0.264395396,-0.011524739,-16.07072434,-9.133173007,-7.840750416,0.663407638,0.667664069,0.670432404,0.359618723,0.367465848,0.386232041,3.675317484,1.893640768,-1.221229693,5.378387904,4.185421825,3.417707499
4487,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-08,'IPL-CI-4863 PB-00-03-08',4487,'4/20/2026 11:49:47 AM',90,-8.862392693,0.462557969,1.615884251,-0.672629679,0.685841376,-1.444235371,-19.53844157,-0.319405976,-0.100188806,-19.93088904,-0.320318024,-0.100068218,-13.33890096,-9.141175377,-7.534654338,0.602387922,0.60679078,0.610028669,0.256260409,0.263403066,0.275495383,1.428641781,0.884593554,3.561311368,24.37105649,22.86874537,21.7783447
4489,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-16,'IPL-CI-4865 PB-00-03-16',4489,'4/20/2026 5:20:58 PM',90,-14.2696713,0.275806814,-3.492812187,-0.870327317,-4.795332645,-1.882373002,-24.86016779,-0.344592772,-0.130751717,-19.54779575,-0.338216606,-0.130564549,-11.16000131,-14.54845399,-7.71989971,0.582907931,0.587330302,0.590699342,0.220639475,0.22755765,0.237301781,-0.339527828,0.085269531,7.682938944,31.30354735,29.68725334,28.47306157
4486,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-08,'IPL-CI-4862 PB-00-03-08',4486,'4/20/2026 9:20:46 AM',90,-8.877227939,0.445546808,1.601389151,-0.68963565,0.660790004,-1.466507424,-26.27204966,-0.315563691,-0.093459264,-26.62023825,-0.316442479,-0.093348501,-17.75660385,-9.156010624,-7.551528337,0.606586371,0.610998007,0.614212598,0.264115375,0.271289381,0.283831311,5.051476316,2.513144482,-4.239654406,22.9379893,21.45424428,20.38703633
4490,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-16,'IPL-CI-4866 PB-00-03-16',4490,'4/21/2026 4:42:44 PM',90,-14.2770236,0.287366716,-3.49950999,-0.858791326,-4.803378817,-1.84658625,-27.29899088,-0.348833968,-0.131159982,-22.01896199,-0.342447494,-0.130961658,-12.8081285,-14.55580628,-7.708433016,0.578325574,0.58273943,0.586131829,0.220160993,0.227103152,0.23687623,1.005525656,0.690999926,4.712085353,33.00591754,31.36564401,30.12272851
4492,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-03-16,'IPL-CI-4868 PB-00-03-16',4492,'4/22/2026 5:10:16 PM',90,-14.27272411,0.274963865,-3.495847653,-0.871159569,-4.794587942,-1.82452903,-27.5799766,-0.336782967,-0.077624724,-22.28000291,-0.330408964,-0.077399693,-12.97399407,-14.5515068,-7.720735862,0.591552619,0.595874243,0.599141625,0.282657522,0.290165274,0.304645645,1.146803776,0.752889673,4.537618301,28.16785375,26.63616173,25.49350094
4495,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-04-16,'IPL-CI-4872 PB-00-04-16',4495,'4/23/2026 2:01:22 PM',90,-8.986896842,-0.329509385,1.470934548,-1.463271349,-0.209990965,-3.011801517,-23.32241669,-0.295604235,-0.099132112,-22.05890414,-0.295325121,-0.098688654,-14.18900873,-9.265679527,-8.320335221,0.629969285,0.634095253,0.637046886,0.257766486,0.265161103,0.278094807,2.129352789,1.196606078,2.263661721,15.3187381,14.03438236,13.12603539
4496,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-04-16,'IPL-CI-4873 PB-00-04-16',4496,'4/23/2026 4:29:28 PM',90,-8.989537612,-0.345127544,1.468142559,-1.478866325,-0.233875213,-3.019155312,-19.32960449,-0.308193841,-0.08194342,-18.0414873,-0.307883,-0.081474822,-11.5187935,-9.268320296,-8.33582745,0.616294932,0.620442135,0.623484607,0.277852604,0.285445796,0.300007083,-0.001905742,0.226527635,7.894745315,19.70188312,18.35149502,17.37261777
4493,'Sample','Matthew''s BHB Carbs 2','wmn','include',PB-00-04-16,'IPL-CI-4870 PB-00-04-16',4493,'4/23/2026 9:02:18 AM',90,-9.00025008,-0.328177919,1.458316326,-1.461977748,-0.243214342,-3.004365556,-21.77662526,-0.315292851,-0.095242308,-20.49677469,-0.314969537,-0.094847822,-13.14878126,-9.279032764,-8.31901449,0.608450436,0.612692624,0.61582205,0.262276383,0.269648086,0.282730405,1.290800457,0.81722954,4.263601588,22.30832722,20.8902028,19.85705515
4500,'Sample','Matthew''s BHB Carbs','euf','include',PK95-SC-43,'IPL-CI-4876 PK95-SC-43',4500,'4/25/2026 5:49:23 PM',90,-7.764609951,-0.554825951,2.615982382,-1.685567127,0.721950537,-3.439740363,-17.60429759,-0.310737127,-0.067568203,-17.0800933,-0.31163132,-0.067108392,-11.05155272,-8.041543856,-8.544332667,0.609179218,0.614552105,0.617895985,0.290592142,0.302114328,0.322264168,-1.288854715,0.01573843,6.455324816,22.06324184,20.27499968,19.17833659
4499,'Sample','Matthew''s BHB Carbs','mla','include',PK95-SC-43,'IPL-CI-4875 PK95-SC-43',4499,'4/25/2026 8:11:15 AM',90,-7.730007209,-0.477292446,2.65136365,-1.608126091,0.82215432,-3.304187426,-10.28384901,-0.322922555,-0.069650981,-9.943337706,-0.323941085,-0.069235284,-6.421838339,-8.006941115,-8.467424318,0.59559005,0.601052129,0.604579968,0.288005202,0.299471027,0.319280913,-6.392958956,-1.610891123,12.84150191,26.73617023,24.83138771,23.62025082
4502,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-43,'IPL-CI-4877 PK95-SC-43',4502,'4/26/2026 3:28:16 PM',90,-7.768785809,-0.552606842,2.612342835,-1.683348467,0.712245189,-3.415955454,-14.17735474,-0.327172223,-0.05753358,-13.66258413,-0.328054002,-0.057023201,-8.807108046,-8.045719715,-8.542131451,0.591150713,0.596573402,0.60012885,0.302927356,0.314604784,0.335999979,-3.716923679,-0.771519405,9.83952192,28.31149573,26.39055085,25.15081328
4506,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-4,'IPL-CI-4880 PK95-SC-4',4506,'4/27/2026 4:27:05 PM',90,-8.63706164,0.157267209,1.817901904,-0.976800058,0.574912554,-2.104465509,-19.2933891,-0.341646796,-0.158374094,-19.31545674,-0.342357919,-0.157993441,-12.70652334,-8.913995545,-7.837981142,0.575525899,0.580942576,0.584652598,0.17880741,0.189905902,0.201963342,0.558254026,0.597325283,4.392568853,34.06017236,32.03020182,30.66281836
4503,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-4,'IPL-CI-4878 PK95-SC-4',4503,'4/27/2026 9:01:52 AM',90,-8.643912338,0.156444901,1.811412739,-0.977635164,0.562530745,-2.038396754,-20.86606795,-0.346625232,-0.089505218,-20.87987418,-0.347321506,-0.089184624,-13.73328541,-8.920846243,-7.83879682,0.569964236,0.575471705,0.579284814,0.263418848,0.274905344,0.293386201,1.65981075,0.957275938,2.750672345,36.18720881,34.08068731,32.64719172
4509,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-4-SPAR,'IPL-CI-4886 PK95-SC-4-SPAR',4509,'4/30/2026 11:32:26 AM',90,-4.702301232,-8.377257888,5.231457132,-9.485011609,-4.405423805,-18.99198618,-40.45169387,-0.437072807,-0.12270215,-27.77845435,-0.431627275,-0.11881867,-13.91969885,-4.979235138,-16.30369202,0.477376445,0.483203403,0.488079998,0.226830221,0.238334302,0.254538134,1.871876722,1.021973219,2.631332554,79.67576173,76.38134925,73.69405513
4511,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-22-SPAR,'IPL-CI-4887 PK95-SC-22-SPAR',4511,'4/30/2026 4:29:26 PM',90,-8.753641244,-3.078406994,1.594698,-4.205858139,-2.842377015,-8.518681341,-31.59849283,-0.357418132,-0.134559552,-25.22437574,-0.353906244,-0.132683618,-14.39765348,-9.030575149,-11.04756597,0.56297849,0.568349878,0.572156749,0.209714533,0.22119004,0.236135401,2.383612788,1.188670716,1.913903648,38.92254938,36.81293436,35.343427
4508,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-4-SPAR,'IPL-CI-4885 PK95-SC-4-SPAR',4508,'4/30/2026 9:04:10 AM',90,-4.622659383,-8.372778729,5.306659794,-9.480375737,-4.322268785,-18.98624372,-39.65465029,-0.442354199,-0.149451602,-27.0519297,-0.437010262,-0.145718662,-13.46691571,-4.899593289,-16.29924898,0.471410354,0.477289769,0.482257307,0.193806849,0.205070732,0.218466952,1.384470442,0.863650455,3.308922917,83.14724482,79.72547167,76.90997616
4461,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-165,'IPL-CI-4834 PK95-SC-165',4461,'4/9/2026 11:55:27 AM',90,-7.036906528,-0.283538165,3.312369775,-1.413315198,1.690919122,-2.912865912,-15.8740615,-0.335604725,-0.093299508,-16.61506874,-0.337856936,-0.093659749,-11.26215191,-7.315689212,-8.274734668,0.582197689,0.587296037,0.591009561,0.264068669,0.270478834,0.280686809,-0.475556942,0.092147437,5.262445189,31.56554713,29.69967766,28.36199228
4463,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-165,'IPL-CI-4836 PK95-SC-165',4463,'4/9/2026 4:52:05 PM',90,-7.001835282,-0.30254599,3.344664282,-1.43222492,1.714480814,-2.979849237,-16.31026858,-0.31970122,-0.10018923,-17.04104995,-0.321984534,-0.100510268,-11.54082073,-7.280617966,-8.293589233,0.599670259,0.604647748,0.60816434,0.256058544,0.262478791,0.272455506,-0.214321844,0.198834671,5.017043156,25.30985361,23.59712543,22.40470638
4514,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-27,'IPL-CI-4890 PK95-SC-27',4514,'5/1/2026 1:49:33 PM',90,-10.01908675,-2.364515894,0.425520472,-3.49613137,-3.3525423,-7.053944135,-26.49811413,-0.360160714,-0.085488443,-20.23223257,-0.356021266,-0.083768584,-11.15172246,-10.29602065,-10.33943101,0.560751267,0.566069072,0.56986696,0.269779064,0.281749356,0.302188363,-1.042992448,0.056966041,7.449685416,39.81001403,37.70348209,36.22480583
4512,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-22-SPAR,'IPL-CI-4888 PK95-SC-22-SPAR',4512,'5/1/2026 8:52:24 AM',90,-8.754482811,-3.009879604,1.596499222,-4.137476284,-2.786753313,-8.37370677,-31.3175812,-0.376345038,-0.133330824,-25.08383276,-0.372902644,-0.131420939,-14.3528279,-9.031416716,-10.97959112,0.542111121,0.547560215,0.551606025,0.211230294,0.222753504,0.237910035,2.336149207,1.172802292,2.006363435,47.54685189,45.22601173,43.53507623
4517,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-27,'IPL-CI-4892 PK95-SC-27',4517,'5/4/2026 1:53:39 PM',90,-10.06748081,-1.910563827,0.395673682,-3.043244605,-2.931924251,-6.173812371,-28.22245417,-0.351174451,-0.091442929,-22.80354875,-0.347556774,-0.08979195,-13.13069328,-10.34441471,-9.889139174,0.570159725,0.575369863,0.579021985,0.262285922,0.274329442,0.294500512,1.057413547,0.746921357,4.267391301,36.11169431,34.11925062,32.7453562
4518,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-133,'IPL-CI-4893 PK95-SC-133',4518,'5/4/2026 4:22:15 PM',90,-9.35107228,-0.354568565,1.126135047,-1.489048503,-0.613865807,-3.023170811,-23.89092238,-0.310936194,-0.04742236,-22.20376365,-0.31017892,-0.046590131,-14.01507451,-9.628006185,-8.345689964,0.611293077,0.616293053,0.619456372,0.315443263,0.327871297,0.353005939,1.984816113,1.054176981,2.741820664,21.35579884,19.70249901,18.67078058
4515,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-27,'IPL-CI-4891 PK95-SC-27',4515,'5/4/2026 8:56:43 AM',90,-10.04310566,-2.077633904,0.412837712,-3.209909445,-3.086528686,-6.473862085,-33.50825488,-0.360244117,-0.061170722,-27.8185068,-0.356433972,-0.059541366,-16.33515583,-10.32003956,-10.05486216,0.56033065,0.565629019,0.569419906,0.299562514,0.311762908,0.334966119,4.424145594,1.862310355,-1.323422324,39.97846573,37.87618738,36.39776773
4520,'Sample','Matthew''s BHB Carbs','wmn','include',PK95-SC-133,'IPL-CI-4895 PK95-SC-133',4520,'5/6/2026 10:37:02 AM',90,-9.193434126,-0.362247962,1.274614257,-1.496381028,-0.470740308,-3.050045744,-24.74127703,-0.313572059,-0.059691019,-23.19599329,-0.312991606,-0.058803401,-14.71500103,-9.470368032,-8.353307442,0.608257826,0.613231362,0.616412436,0.300365778,0.312779295,0.336871347,2.714372684,1.296526186,1.519906368,22.37320284,20.71156517,19.66336329
4521,'Sample','Matthew''s BHB Carbs','wmn','include',PB-00-04-14,'IPL-CI-4896 PB-00-04-14',4521,'5/7/2026 8:46:14 AM',90,-8.364820484,-0.137566643,2.064453765,-1.270438146,0.566046715,-2.598516241,-25.83320831,-0.315331813,-0.06405135,-25.54772986,-0.316029629,-0.063274693,-16.69199831,-8.64175439,-8.130437737,0.604946938,0.609915244,0.613125335,0.294837331,0.307255977,0.33099536,4.762250076,1.980722013,-2.164078754,23.4951129,21.81633865,20.74669637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
