MLA_sample_id,MLA_horizon_id,reactor_id,IPL_num,Name_full,comments,d17O,d.17O,d17O.err,d18O,d.18O,d18O.err,CAP.17O,CAP17O.err,d33,d33.err,d34,d34.err,d35,d35.err,d36,d36.err,33_mismatch,34_mismatch,dp17O_O2_SMOWSLAP,dp18O_O2_SMOWSLAP,Dp17O_O2_SMOWSLAP2,dp17Ocarb_SMOWSLAP,dp18Ocarb_SMOWSLAP,Dp17Ocarb_permeg_final_correction,Dp17Ocarb_permeg_MANUAL_correction,manual_automated_offset,Dp17Ocarb_permeg_ACCEPTED
PB-00-01-07,PB-00-01-07,32,5696,Data_3462 IPL-17O-5696 PB-00-01-07-R32-02 1,,12.73794517,12.65749962,0.004254542,24.6973838,24.39733366,0.001238783,-0.224292552,0.004339189,2.413090339,0.004211167,4.309892977,0.001214136,4.122671707,0.143983283,587.3815861,0.143790497,0.08289083,0.07850542,13.91621252,26.71624972,-189.96733,11.77817325,22.50495599,-104.4435138,-107.411862,-2.96834816,-107.411862
PB-00-02-09L,PB-00-02-09L,32,5694,Data_3460 IPL-17O-5694 PB-00-02-09-R32-01 1,,11.94035747,11.86963344,0.004498177,23.18964159,22.92484765,0.001409967,-0.234686122,0.00457886,1.62363404,0.004452319,2.832148965,0.001381914,1.947024801,0.180258605,869.9388897,0.421944336,0.008038116,0.009031138,13.08336604,25.16163488,-201.9771812,10.77847295,20.63433014,-116.453365,-120.1919232,-3.738558207,-120.1919232
PB-00-03-16,PB-00-03-16,32,5697,Data_3463 IPL-17O-5697 PB-00-03-16-R32-01 1,,13.09428925,13.00929972,0.004924807,25.33146041,25.0159363,0.001331492,-0.199114644,0.004740214,2.765801498,0.004874599,4.931353929,0.001305001,5.631796495,0.145452416,539.0469853,0.066945426,0.025467282,0.019442215,14.28808537,27.36931725,-162.914136,12.22013857,23.29077442,-77.39031984,-79.88717759,-2.496857754,-79.88717759
PB-00-04-11,PB-00-04-11,32,5692,Data_3458 IPL-17O-5692 PB-00-04-11-R32-01 1,,12.54823722,12.47016018,0.004511085,24.33744276,24.04600624,0.001455689,-0.226131118,0.00442169,2.225316463,0.004465095,3.957113363,0.001426726,2.893042579,0.148146091,471.0054652,0.133654766,0.017464361,0.014529183,13.71818106,26.34533841,-192.1576181,11.54033259,22.05864847,-106.633802,-110.9052264,-4.27142443,-110.9052264
PB-00-04-11,PB-00-04-11,32,5693,Data_3459 IPL-17O-5693 PB-00-04-11-R32-02 1,,12.58650361,12.50795164,0.004438722,24.40776292,24.11465329,0.001548628,-0.224585294,0.004456673,2.26319272,0.004393469,4.026034425,0.001517816,4.658736833,0.125172867,487.1518539,0.119892689,1.24E-04,7.29E-04,13.75812955,26.4178126,-190.4754971,11.5880596,22.14585469,-104.9516809,-108.9445181,-3.992837225,-108.9445181
PK95-SC-22,PK95-SC-22,32,5698,Data_3464 IPL-17O-5698 SC-22-PK95-R32-01 1,,12.86633371,12.78426538,0.003644783,24.96065431,24.65422578,0.00135263,-0.233165835,0.003591786,2.540169957,0.003607624,4.567925425,0.001325717,4.268302888,0.168744272,629.0634496,0.145688287,0.021416947,0.01952318,14.05021192,26.9874571,-199.1654315,11.9412808,22.83129246,-113.6416153,-116.3326585,-2.691043161,-116.3326585
PK95-SC-23,PK95-SC-23,32,5699,Data_3465 IPL-17O-5699 SC-23-PK95-R32-01 1,,13.37612707,13.28745612,0.004572377,25.89757168,25.56790904,0.001671693,-0.212399853,0.004513089,3.04476598,0.004525762,5.486201786,0.001638433,5.671972536,0.163299829,671.9012305,0.125370834,0.269451305,0.258672773,14.58210721,27.95202369,-176.561295,12.57670117,23.99192926,-91.03747887,-93.23913991,-2.20166104,-93.23913991
PK95-SC-23,PK95-SC-23,32,5702,Data_3468 IPL-17O-5702 SC-23-PK95-R32-02 1,,12.37509028,12.29914443,0.004204934,23.97858092,23.69560928,0.001637548,-0.212137272,0.004249081,2.053934754,0.004162065,3.605391476,0.001604967,3.928492899,0.125695739,490.3902251,0.107893119,0.002961522,0.004010106,13.53740299,25.97540217,-177.6093607,11.31984997,21.61351424,-92.08554451,-94.10682535,-2.021280844,-94.10682535
PK95-SC-27,PK95-SC-27,32,5700,Data_3466 IPL-17O-5700 SC-27-PK95-R32-01 1,,12.43797595,12.36125946,0.004188355,24.11563977,23.82944966,0.001664078,-0.220689955,0.004125522,2.116179299,0.004145655,3.739723389,0.00163097,4.14713903,0.138446166,480.5366672,0.1093987,0.04650835,0.042860126,13.603064,26.11670678,-186.5571803,11.40067694,21.78354224,-101.0333642,-103.4422605,-2.408896335,-103.4422605
PK95-SC-27,PK95-SC-27,32,5701,Data_3467 IPL-17O-5701 SC-27-PK95-R32-02 1,,12.95703541,12.87381069,0.004917134,25.09622828,24.78648939,0.001522789,-0.213455705,0.005066151,2.629946959,0.004867004,4.700801999,0.001492492,5.601645728,0.142573465,431.8743291,0.087661624,0.045268216,0.050596676,14.14486666,27.12708956,-178.2366269,12.05092203,22.99930841,-92.71281071,-94.72245817,-2.009647455,-94.72245817
PB-00-01-09D,PB-00-01-09D,33,5783,Data_3555 IPL-17O-5783 PB-00-01-09D-R33-01 1,,13.62197402,13.53002876,0.003390719,26.34035671,25.99942339,0.001294283,-0.197666793,0.003349917,3.288106524,0.00335615,5.92017711,0.001268532,6.760603892,0.146600316,449.3271758,0.106741286,0.006220121,0.008560616,16.10496146,30.80251213,-158.7649497,11.8416866,22.64160231,-82.99633334,-82.99633334,0,-82.99633334
PB-00-02-09L,PB-00-02-09L,33,5780,Data_3552 IPL-17O-5780 PB-00-02-09-R33-02 1,,13.19952645,13.11316889,0.013169388,25.45289492,25.13436186,0.010687605,-0.158090856,0.013511963,2.864765993,0.015712534,5.056843823,0.009985732,6.335287528,0.264081252,776.3878,0.223368204,0.004726518,0.003826226,15.59187571,29.77013325,-126.7546448,11.32860086,21.60922343,-50.9860284,-50.9860284,0,-50.9860284
PB-00-03-14,PB-00-03-14,33,5781,Data_3553 IPL-17O-5781 PB-00-03-14-R33-01 1,,13.5463595,13.45542753,0.004087541,26.21330329,25.87562303,0.001770489,-0.206901429,0.004236336,3.213262891,0.004045868,5.795651562,0.001735263,6.941378176,0.13932594,517.2431581,0.090659694,0.041564025,0.035646973,16.01661523,30.65366084,-168.5176921,11.75334038,22.49275102,-92.74907573,-92.74907573,0,-92.74907573
PB-00-03-14,PB-00-03-14,33,5782,Data_3554 IPL-17O-5782 PB-00-03-14-R33-02 1,,13.46486297,13.37501677,0.005348489,26.05799623,25.72427164,0.001702749,-0.207398654,0.00489802,3.132597223,0.005293962,5.643434513,0.001668871,5.842760665,0.15296617,476.3195363,0.099303954,0.025042658,0.022941872,15.91988596,30.47168246,-169.1623852,11.6566111,22.31077264,-93.3937688,-93.3937688,0,-93.3937688
PK95-SC-118up,PK95-SC-118up,34,5833,Data_3610 IPL-17O-5833 PK95-SC-118UPPER-R34-01 1,,12.32504692,12.24971157,0.004177504,23.8466852,23.56679388,0.001580281,-0.193555597,0.004233169,2.004401586,0.004134914,3.476119969,0.001548839,3.172523239,0.151928418,92.28008936,0.062074868,0.041550425,0.044439988,13.57501125,25.9846989,-144.9097749,10.8435536,20.69892793,-85.48034884,-86.85811596,-1.377767124,-86.85811596
PK95-SC-118up,PK95-SC-118up,34,5836,Data_3613 IPL-17O-5836 PK95-SC-118UPPER-R34-02 1,,13.23365677,13.1468564,0.005198346,25.60435758,25.28205591,0.00200111,-0.202069126,0.00534244,2.903748164,0.005145349,5.198821501,0.001961296,6.557783168,0.121993662,90.99660795,0.058499594,0.00956707,0.01797498,14.52392171,27.79557272,-152.1406835,11.77865469,22.48364763,-92.71125743,-94.15802516,-1.446767734,-94.15802516
PK95-SC-160,PK95-SC-160,34,5829,Data_3606 IPL-17O-5829 PK95-SC-160-R34-01 1,,12.7460424,12.66549506,0.00366301,24.73017112,24.42933017,0.002015855,-0.233191267,0.003537018,2.421105019,0.003625666,4.342027951,0.001975748,5.247197071,0.148841301,102.2137296,0.059238495,4.34E-05,1.06E-05,14.01479157,26.89533617,-185.9459263,11.27638958,21.59641303,-126.5165003,-127.4986952,-0.982194917,-127.4986952
PK95-SC-160,PK95-SC-160,34,5846,Data_3623 IPL-17O-5846 PK95-SC-160-R34-02 1,,12.81412063,12.73271415,0.004154839,24.80690837,24.5042127,0.001799086,-0.205510157,0.00433796,2.488489187,0.004112481,4.417238425,0.001763291,4.634915558,0.161138817,116.9224511,0.047427837,0.006063606,0.005218686,14.08588929,26.97439258,-156.5899949,11.34688443,21.67432765,-97.16056886,-98.48622836,-1.325659496,-98.48622836
PK95-SC-160,PK95-SC-160,34,5847,Data_3624 IPL-17O-5846 PK95-SC-160-R34-03 1,"ran as IPL 5846, ACTUALLY IS 5847. Changed IPL # here but DID NOT CHANGE SAMPLE NAME",13.21238435,13.12586178,0.00399814,25.5851898,25.26336652,0.001524807,-0.213195744,0.003950613,2.882692619,0.003957379,5.180035089,0.001494469,5.917884725,0.157014571,121.0522984,0.065747928,0.067743674,0.070992869,14.50171606,27.77584244,-163.9287457,11.75659951,22.46420232,-104.4993196,-105.8092036,-1.309883969,-105.8092036
PK95-SC-161,PK95-SC-161,34,5842,Data_3619 IPL-17O-5842 PK95-SC-161-R34-01 1,,13.45315676,13.36346614,0.004710516,26.02610751,25.69319228,0.001730925,-0.202539386,0.004953333,3.121010352,0.004662492,5.612180249,0.001696487,6.788513773,0.122878934,113.8662834,0.06484622,0.002201064,6.84E-04,14.75302246,28.22960083,-152.2067784,12.00444563,22.91140717,-92.77735237,-94.26115796,-1.483805589,-94.26115796
PK95-SC-161,PK95-SC-161,34,5849,Data_3626 IPL-17O-5849 PK95-SC-161-R34-02 1,,13.22749667,13.14077684,0.004505673,25.60559144,25.28325899,0.001767233,-0.208783909,0.004405944,2.897650867,0.004459738,5.200030816,0.001732072,6.858897539,0.157472695,105.5069762,0.066010417,0.020603493,0.017374004,14.51749142,27.79684278,-159.2415698,11.77221471,22.48489935,-99.81214374,-101.1775848,-1.36544106,-101.1775848
PK95-SC-176,PK95-SC-176,34,5831,Data_3608 IPL-17O-5831 PK95-SC-176-R34-01 1,,13.57188032,13.48060687,0.004502681,26.23691567,25.898632,0.001727322,-0.193870825,0.004586046,3.238523526,0.004456776,5.81879415,0.001692955,7.804782606,0.138067927,106.930532,0.062282577,0.033144024,0.025995664,14.87691703,28.44647555,-142.8220612,12.12668636,23.1251496,-83.39263512,-85.00308836,-1.610453235,-85.00308836
PK95-SC-176,PK95-SC-176,34,5838,Data_3615 IPL-17O-5838 PK95-SC-176-R34-02 1,,13.7843298,13.69018974,0.004018477,26.64450803,26.29572495,0.001530703,-0.193953036,0.003759618,3.448807092,0.003977508,6.218277007,0.001500248,8.303412118,0.13718925,111.2829054,0.059554984,0.0827764,0.077568542,15.09858146,28.86566411,-142.4891888,12.34515414,23.5382839,-83.05976274,-84.71120196,-1.65143922,-84.71120196
PK95-SC-31,PK95-SC-31,34,5843,Data_3620 IPL-17O-5843 PK95-SC-31-R34-01 1,,12.24723433,12.1728435,0.003466061,23.77035459,23.49223831,0.001758994,-0.23105833,0.00355025,1.927382294,0.003430725,3.401308036,0.001723997,2.921231655,0.150693533,111.8237517,0.051373413,0.02893778,0.027369219,13.49370547,25.90598356,-184.6538476,10.76284809,20.62134945,-125.2244215,-126.1394968,-0.915075265,-126.1394968
PK95-SC-31,PK95-SC-31,34,5850,Data_3627 IPL-17O-5850 PK95-SC-31-R34-02 1,,12.62788316,12.54881611,0.003751469,24.45929089,24.16495229,0.001348248,-0.210278694,0.00373947,2.304150413,0.003713223,4.076537186,0.001321423,3.537350395,0.18766586,327.5466728,0.181078979,0.029345216,0.030954059,13.89137958,26.61621937,-161.9842454,11.15510608,21.32132746,-102.5548194,-103.7886156,-1.233796208,-103.7886156
PK95-SC-43,PK95-SC-43,34,5845,Data_3622 IPL-17O-5845 PK95-SC-43-R34-01 1,,13.22176713,13.13512205,0.004653555,25.57365288,25.2521173,0.002055118,-0.197995887,0.004820977,2.891979737,0.004606112,5.168727704,0.002014229,6.480564665,0.123264258,125.1144454,0.051112548,0.027311014,0.031280597,14.51151053,27.76396677,-147.8639273,11.76648453,22.45249816,-88.43450123,-89.92761436,-1.493113134,-89.92761436
PK95-SC-49,PK95-SC-49,34,5830,Data_3607 IPL-17O-5830 Pk95-SC-49-R34-01 1,,11.13907728,11.07749109,0.014232355,21.46052156,21.23348648,0.005515812,-0.14205465,0.01397769,0.81752346,0.015104512,1.136129308,0.005420665,11.70247209,0.512205295,724.6386294,0.268495427,0.097715006,0.097565911,12.32134323,23.51967735,-97.04641359,9.608683346,18.26950821,-37.61698755,-39.35254796,-1.735560407,-39.35254796
PK95-SC-50,PK95-SC-50,34,5844,Data_3621 IPL-17O-5844 PK95-SC-50-R34-01 1,,11.65625647,11.58884539,0.003707612,22.66083622,22.40789353,0.001893202,-0.2425224,0.003619478,1.342429449,0.003669813,2.313864765,0.001855534,2.189276421,0.147294638,126.238759,0.071044257,0.006621984,0.00615957,12.87598141,24.76110133,-197.8800911,10.15385467,19.49300254,-138.4506651,-139.1223828,-0.671717727,-139.1223828
PK95-SC-54,PK95-SC-54,34,5832,Data_3609 IPL-17O-5832 PK95-SC-54-R34-01 1,,13.52383188,13.43320066,0.004660094,26.12965527,25.79410834,0.002100899,-0.18608855,0.004976374,3.190964941,0.004612584,5.713667817,0.002059099,7.699232519,0.138186298,96.36017744,0.06151045,0.043105982,0.049662941,14.82677769,28.33613433,-134.7012389,12.07738846,23.01640202,-75.27181286,-76.96564956,-1.693836705,-76.96564956
PK95-SC-54,PK95-SC-54,34,5837,Data_3614 IPL-17O-5837 PK95-SC-54-R34-02 1,,13.48336006,13.39326814,0.004251561,26.09062793,25.75607411,0.001587395,-0.205938996,0.004319484,3.150905728,0.004208217,5.675416962,0.001555812,7.650855182,0.132449031,106.2398745,0.056954236,9.17E-05,6.54E-05,14.78454272,28.29598299,-155.7362976,12.03545967,22.97683058,-96.30687152,-97.75604676,-1.449175241,-97.75604676
PK95-SC-56,PK95-SC-56,34,5841,Data_3618 IPL-17O-5841 PK95-SC-56-R34-01 1,"high mismatch, consider flagging?",9.274175008,9.231430488,0.013711745,18.0942982,17.93254414,0.005547653,-0.245634398,0.012946549,-1.021633419,0.013736856,-2.161816915,0.005437276,-5.139598806,0.467643925,688.8491573,0.239038759,0.140207612,0.140073285,10.37558039,20.03516522,-202.9868421,7.689492712,14.83532221,-143.5574161,-143.8307568,-0.273340716,-143.8307568
PB-00-01-09D,PB-00-01-09D,35,6160,Data_3926 IPL-17O-6160 PB-00-01-09D-R35-01 1,,11.69240182,11.62457351,0.004482787,22.65956301,22.40664858,9.79E-04,-0.206136945,0.004554441,1.378206292,0.004437085,2.312616885,9.59E-04,0.408057018,0.152976351,296.2913946,0.09681749,0.011291176,0.006579471,12.82059323,24.59820511,-167.2590742,10.07423629,19.28136985,-106.3269885,,,-106.3269885
PB-00-01-09D,PB-00-01-09D,35,6161,Data_3927 IPL-17O-6161 PB-00-01-09D-R35-02 1,,13.21757308,13.13098294,0.003157191,25.54366252,25.2228744,0.001527459,-0.186694738,0.00305756,2.887828447,0.003125004,5.139334043,0.001497069,4.35454432,0.138925408,243.9503216,0.085244806,0.017849151,0.020492895,14.4169125,27.57821678,-144.3859623,11.70622978,22.32894632,-83.4538766,,,-83.4538766
PB-00-01-09D,PB-00-01-09D,35,6162,Data_3928 IPL-17O-6162 PB-00-01-09D-R35-03 1,,12.50011954,12.4226379,0.002915618,24.18417615,23.89636992,0.001563394,-0.194645419,0.003146024,2.177689336,0.002885894,3.806896153,0.001532288,3.64560892,0.130918824,316.4138693,0.110076346,1.07E-04,2.15E-04,13.66630773,26.17462637,-153.8949946,10.9388224,20.89353277,-92.96290891,,,-92.96290891
PB-00-02-07D,PB-00-02-07D,35,6163,Data_3929 IPL-17O-6163 PB-00-02-07d-R35-01 1,,13.61327016,13.52144174,0.003991973,26.32362161,25.98311765,0.00138078,-0.197644374,0.004015977,3.279491399,0.003951275,5.903774974,0.001353308,6.444248136,0.147170874,356.3230302,0.071938996,0.060265803,0.063726165,14.83065254,28.38259059,-155.3552937,12.12959911,23.15155743,-94.42320802,,,-94.42320802
PB-00-02-07D,PB-00-02-07D,35,6164,Data_3930 IPL-17O-6164 PB-00-02-07d-R35-02 1,,14.00883677,13.91161955,0.004278414,27.08116839,26.72096224,0.00149295,-0.197048517,0.004408114,3.671025211,0.004234796,6.646249527,0.001463246,7.754246511,0.127945155,426.9877774,0.145076447,0.005257904,0.004091997,15.24408514,29.16323164,-154.1011687,12.55237689,23.94989768,-93.16908296,,,-93.16908296
PK95-SC-49,PK95-SC-49,35,6157,Data_3923 IPL-17O-6157 PK95-SC-49-R35-01 1,,15.17119445,15.05725736,0.018075679,29.19427604,28.77623802,0.010685541,-0.159927134,0.012626721,4.821019724,0.018634128,8.720262643,0.009595324,10.43832802,0.521018463,3588.67098,0.438104316,0.034727496,0.034739009,16.45741235,31.34063506,-90.4429569,13.79177017,26.17666864,-29.51087121,,,-29.51087121
PK95-SC-49,PK95-SC-49,35,6158,Data_3924 IPL-17O-6158 PK95-SC-49-R35-02 1,,12.89633311,12.81387913,0.015809296,24.78931745,24.48704663,0.007148956,-0.121932077,0.01369968,2.570351009,0.016532337,4.394960016,0.008187677,21.07111427,0.464975773,2815.228338,0.592108725,6.45E-05,6.72E-05,14.08141397,26.79433587,-65.99537428,11.36134728,21.52729274,-5.063288583,,,-5.063288583
PK95-SC-279,PK95-SC-279,36,6260,Data_4025 IPL-17O-6260 PK95-SC-279-R36-01 1,,12.39917225,12.32293177,0.004002908,23.98833374,23.70513368,0.001407941,-0.19337881,0.003865734,2.077771208,0.003962099,3.614950247,0.001379929,3.152905017,0.129926039,185.4385742,0.084821076,0.003082513,0.001973199,13.63330445,26.11359281,-154.6725512,10.77810081,20.61059099,-104.2912361,,,-104.2912361
PK95-SC-279,PK95-SC-279,36,6261,Data_4026 IPL-17O-6261 PK95-SC-279-R36-02 1,,12.08244856,12.01003801,0.004853344,23.36176162,23.09305258,0.001538702,-0.183093759,0.004957456,1.76427651,0.004803865,3.000844475,0.001508088,1.802586119,0.135065691,153.2207942,0.074023512,0.014804005,0.012423324,13.30022012,25.46316496,-144.3309796,10.49138817,20.04798833,-93.94966455,,,-93.94966455
PK95-SC-246,PK95-SC-246,36,6262,Data_4027 IPL-17O-6262 PK95-SC-246-R36-01 1,,11.73355441,11.6652498,0.003564295,22.70642916,22.45247521,0.001631839,-0.189657112,0.003422709,1.418939335,0.003527957,2.358550579,0.001599372,2.113344196,0.123390297,142.4827369,0.058958623,0.009244783,0.009987775,12.93317507,24.78242882,-151.94735,10.17287563,19.45916982,-101.5660349,,,-101.5660349
PK95-SC-246,PK95-SC-246,36,6263,Data_4028 IPL-17O-6263 PK95-SC-246-R36-02 1,,12.13444524,12.06141267,0.004571356,23.48077412,23.20934142,0.001952316,-0.193119597,0.005067776,1.81574309,0.004524751,3.117489089,0.001913472,2.776072883,0.138013575,170.3865828,0.06281146,0.001751768,8.85E-04,13.35491035,25.58674122,-154.8890134,10.53726814,20.15487848,-104.5076983,,,-104.5076983
PK95-SC-133,PK95-SC-133,36,6264,Data_4029 IPL-17O-6264 PK95-SC-133-R36-01 1,,12.27481371,12.20008853,0.005224736,23.73601559,23.45869606,0.001502873,-0.186102986,0.005273042,1.954680503,0.00517147,3.367652245,0.001472972,3.624254921,0.156766104,293.81698,0.090461036,0.027226318,0.028397542,13.50253529,25.85171893,-147.1723001,10.66600172,20.3840771,-96.790985,,,-96.790985
PK95-SC-133,PK95-SC-133,36,6265,Data_4030 IPL-17O-6265 PK95-SC-133-R36-02 1,,12.46924126,12.39214029,0.003593721,24.10697274,23.82098666,0.001833014,-0.185340666,0.003576782,2.147125868,0.003557083,3.731228795,0.001796544,4.172469752,0.1479714,189.0887467,0.077204712,0.002060358,0.00156733,13.70697796,26.23670119,-146.0002674,10.8429974,20.71707643,-95.61895231,,,-95.61895231
PK95-SC-303,PK95-SC-303,36,6266,Data_4031 IPL-17O-6266 PK95-SC-303-R36-01 1,,12.65201704,12.57264877,0.003692323,24.46347762,24.16903904,0.001556966,-0.188603847,0.003698179,2.328038243,0.00365468,4.080640617,0.001525988,4.033215556,0.125462907,154.9467109,0.064115022,0.018027771,0.023709373,13.89913055,26.60654515,-149.1252947,11.00878228,21.03698155,-98.74397965,,,-98.74397965
PK95-SC-303,PK95-SC-303,36,6267,Data_4032 IPL-17O-6267 PK95-SC-303-R36-02 1,,13.59379372,13.50222664,0.004319529,26.28988753,25.95024827,0.001201932,-0.199504445,0.004218642,3.260213518,0.004275491,5.87071208,0.001178018,7.122952147,0.122602105,150.7100461,0.059057696,0.002243874,0.001616482,14.88863768,28.49915007,-158.9135619,11.86335775,22.67403408,-108.5322468,,,-108.5322468
PK95-SC-187,PK95-SC-187,36,6268,Data_4033 IPL-17O-6268 PK95-SC-187-R36-01 1,,11.92033201,11.84984418,0.003846309,23.07846082,22.81618079,0.001332546,-0.19709928,0.004034921,1.603812742,0.003807096,2.723180264,0.001306033,2.549608885,0.140317519,158.8224884,0.073005084,0.02817838,0.029618461,13.12968636,25.168939,-159.5134258,10.34183101,19.79349076,-109.1321107,,,-109.1321107
PK95-SC-187,PK95-SC-187,36,6269,Data_4034 IPL-17O-6269 PK95-SC-187-R36-02 1,,12.61749206,12.53855446,0.004297031,24.38963532,24.09695745,0.001425258,-0.184639075,0.004298188,2.293865249,0.004253222,4.008267487,0.001396901,4.120245656,0.119053027,172.8832631,0.094411382,0.001306903,0.001991231,13.86283719,26.52995117,-144.9770324,10.97794962,20.97072981,-94.59571727,,,-94.59571727
PK95-SC-224,PK95-SC-224,36,6270,Data_4035 IPL-17O-6270 PK95-SC-224-R36-01 1,,12.68559786,12.60580914,0.005549256,24.52732377,24.23135863,0.001788143,-0.188348214,0.005199839,2.361276708,0.005492681,4.143216473,0.001752566,4.368260486,0.125304912,140.9970258,0.071613291,0.035200395,0.0321935,13.93443012,26.67276574,-148.7901877,11.03936072,21.09426059,-98.4088726,,,-98.4088726
PK95-SC-224,PK95-SC-224,36,6271,Data_4036 IPL-17O-6271 PK95-SC-224-R36-02 1,,13.06306966,12.97848338,0.003482554,25.25586933,24.94220999,0.001855787,-0.191003499,0.003640893,2.734900189,0.003447049,4.857266814,0.001818864,5.638291335,0.133944619,151.6740485,0.070094149,0.029389165,0.026616911,14.33113626,27.42809565,-150.8982374,11.38221625,21.74760071,-100.5169223,,,-100.5169223
