"time_kyr_j2000","age_ma","eccentricity","obliquity_rad","precession_angle_rad","longitude_perihelion_rad","climatic_precession"
-59197,59.197,0.032162755437078,0.408679470285601,-2.81520719107949,-17240.380590759,0.0202004632787685
-59196,59.196,0.0321130019961533,0.407028243690223,-3.06547042870486,-17240.1110120494,0.0260780677838083
-59195,59.195,0.0320464420051344,0.405329580915419,2.96658148796103,-17239.8401572484,0.0300916168932559
-59194,59.194,0.0320112672800156,0.403640179716523,2.71451548109549,-17239.5687982734,0.0318670258771438
-59193,59.193,0.0319989791448125,0.402014501293686,2.46157482588458,-17239.2965158754,0.0313825623491241
-59192,59.192,0.0320066322936039,0.400511621459223,2.20777023330351,-17239.0224783274,0.028550395192104
-59191,59.191,0.0320004934755791,0.399179776355436,1.95318588713464,-17238.7474689081,0.0235575894315273
-59190,59.19,0.032047496060337,0.398067467335265,1.69792112540374,-17238.4715126924,0.0167974383708749
-59189,59.189,0.0320928222225063,0.397209276919207,1.44211116792474,-17238.1941184308,0.00871710933768675
-59188,59.188,0.0321427363999803,0.396647153979615,1.18589455129869,-17237.9160698362,-9.14032090283058e-05
-59187,59.187,0.0321959664461483,0.396384326258738,0.929448405724765,-17237.6372454637,-0.00894619488976593
-59186,59.186,0.0322767759224446,0.396449391941434,0.672953564793839,-17237.3582175003,-0.0171390456966576
-59185,59.185,0.0323489249345387,0.396820244402459,0.416580477985143,-17237.0777766322,-0.0241004834382223
-59184,59.184,0.0324114821435847,0.397497657860906,0.160519817411044,-17236.7981317219,-0.0291436586840349
-59183,59.183,0.0325040915509683,0.398443495099725,-0.0950875956057778,-17236.5181922935,-0.0320095160378495
-59182,59.182,0.0325766225027482,0.399631263289475,-0.350079727618549,-17236.2374714132,-0.0323251834628207
-59181,59.181,0.0326500879764282,0.401008121209184,-0.604378380416438,-17235.9575317863,-0.0301889782729791
-59180,59.18,0.0327140343991665,0.402535976749056,-0.857838782527126,-17235.677848689,-0.0255952002870953
-59179,59.179,0.0327831312583399,0.404151880447859,-1.11046147047869,-17235.3990290454,-0.0190693090787643
-59178,59.178,0.0328408058133104,0.405803206152489,-1.36220272856939,-17235.1190084448,-0.0109972354746593
-59177,59.177,0.0328668945199126,0.407433637603107,-1.6130550743021,-17234.8419647593,-0.00212073663479689
-59176,59.176,0.0329275031928489,0.408990101509749,-1.86309606803571,-17234.5644829801,0.00695322094063424
-59175,59.175,0.0329251786860186,0.410420096854933,-2.11233710130909,-17234.2864135336,0.0154989636278686
-59174,59.174,0.0329429876341188,0.411683001692214,-2.36091320262616,-17234.0102324159,0.0228614662635468
-59173,59.173,0.0329145995933094,0.412729895798682,-2.60888719767068,-17233.7332857993,0.0284053358349874
-59172,59.172,0.0329353757244007,0.41354436000555,-2.85641863715535,-17233.4566080049,0.0319067870955078
-59171,59.171,0.0328403567862601,0.414085711939365,0.0183098455478321,-17233.1808433865,0.0327776913930622
-59170,59.17,0.0327756739264493,0.414360430562319,2.93255461985178,-17232.9057664319,0.0313035490192189
-59169,59.169,0.0327222534661353,0.414344485790102,2.68558105311083,-17232.629897107,0.0273909344208855
-59168,59.168,0.0326062709410981,0.414060500957767,2.43851611518983,-17232.3541025581,0.0214538373681621
-59167,59.167,0.0325172198553578,0.413504068495651,2.19121420915361,-17232.0787363928,0.0139213407443866
-59166,59.166,0.0324326706928175,0.412708594068227,1.94356650758564,-17231.8031457621,0.00540426725148601
-59165,59.165,0.0322964944718125,0.411687739926147,1.69542726717744,-17231.5263344693,-0.00351950818532555
-59164,59.164,0.0321820921218391,0.410487990696157,1.44673987798205,-17231.2495116078,-0.0121173448936978
-59163,59.163,0.032020175049249,0.409138098925782,1.19737025162583,-17230.973304621,-0.0196607914110064
-59162,59.162,0.0319035040740472,0.407686485071993,0.947310135382722,-17230.6951692313,-0.0257681033900049
-59161,59.161,0.0316940451027002,0.406175020757192,0.696465401570702,-17230.4176408559,-0.0296958675036625
-59160,59.16,0.0315538913277524,0.404649138015423,0.444861424197996,-17230.1407723101,-0.0314157027962546
-59159,59.159,0.0313912497600425,0.40315496613324,0.192494559334976,-17229.8611358711,-0.0307279605064005
-59158,59.158,0.0312207514274904,0.40173611717389,-0.0606307217065559,-17229.5829519112,-0.0276229687737926
-59157,59.157,0.0310586683575201,0.400430590089478,-0.314427495117734,-17229.3031429001,-0.0224616592605619
-59156,59.156,0.0308984788035189,0.399277562591003,-0.568853506566628,-17229.0242205146,-0.0155994831820348
-59155,59.155,0.0307648460776133,0.398300507692868,-0.823791125264747,-17228.7436813067,-0.00759634584916748
-59154,59.154,0.0305827875331269,0.397531207092849,-1.07916305328977,-17228.464075333,0.000916259603019801
-59153,59.153,0.0304681925619332,0.396979468693362,-1.33483844962677,-17228.1843667361,0.00927563215279667
-59152,59.152,0.0303240201660337,0.396657054591144,-1.59070151344516,-17227.9042107099,0.0168499873450327
-59151,59.151,0.0302006645992974,0.396565514161245,-1.84663366706532,-17227.6244890608,0.023053696470576
-59150,59.15,0.0300834471789211,0.396701201835757,-2.10251590208672,-17227.3457004748,0.027419845077077
-59149,59.149,0.0300088732059143,0.397055494107953,-2.3582300896803,-17227.0661799849,0.029659045006733
-59148,59.148,0.0299199325424687,0.397603275412597,-2.61368932489625,-17226.7868925489,0.0296303335957245
-59147,59.147,0.0298422900514801,0.398332912415114,-2.86878665518724,-17226.5088759047,0.027279491898449
-59146,59.146,0.029793084915459,0.39921299336844,-3.12347013012176,-17226.2304786429,0.0229143441329331
-59145,59.145,0.029757241964594,0.400220741469939,2.90551876922726,-17225.9525394453,0.0167820415153646
-59144,59.144,0.0296901929298764,0.401326661769987,2.65182932878238,-17225.6746004726,0.00939676879545003
