experiment,month,soil_layer,soil_layer_center_m,d18O_soil_water_permil_vsmow
3x_orbmin,11,7,0.6197584867477417,-10.557233810424805
3x_orbmin,11,8,1.038027048110962,-10.678291320800781
3x_orbmin,11,9,1.7276352643966675,-10.797887802124023
3x_orbmin,11,10,2.864607095718384,-10.982260704040527
3x_orbmin,11,11,4.739156723022461,-12.491151809692383
3x_orbmin,11,12,7.829766273498535,-12.492746353149414
3x_orbmin,11,13,12.925320625305176,-12.492552757263184
3x_orbmin,11,14,21.32646942138672,-12.491360664367676
3x_orbmin,11,15,35.17761993408203,-12.491569519042969
3x_orbmin,12,1,0.0071006352081894875,-10.774717330932617
3x_orbmin,12,2,0.027924999594688416,-12.700364112854004
3x_orbmin,12,3,0.06225857511162758,-12.616872787475586
3x_orbmin,12,4,0.11886506527662277,-12.168675422668457
3x_orbmin,12,5,0.21219339966773987,-11.530414581298828
3x_orbmin,12,6,0.3660658001899719,-10.889142990112305
3x_orbmin,12,7,0.6197584867477417,-10.614067077636719
3x_orbmin,12,8,1.038027048110962,-10.680109024047852
3x_orbmin,12,9,1.7276352643966675,-10.798022270202637
3x_orbmin,12,10,2.864607095718384,-10.982067108154297
3x_orbmin,12,11,4.739156723022461,-12.491151809692383
3x_orbmin,12,12,7.829766273498535,-12.492746353149414
3x_orbmin,12,13,12.925320625305176,-12.492552757263184
3x_orbmin,12,14,21.32646942138672,-12.491360664367676
3x_orbmin,12,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,1,1,0.0071006352081894875,-14.642343521118164
3x_orbmaxn,1,2,0.027924999594688416,-14.568180084228516
3x_orbmaxn,1,3,0.06225857511162758,-13.563051223754883
3x_orbmaxn,1,4,0.11886506527662277,-12.288167953491211
3x_orbmaxn,1,5,0.21219339966773987,-11.147797584533691
3x_orbmaxn,1,6,0.3660658001899719,-10.642022132873535
3x_orbmaxn,1,7,0.6197584867477417,-10.91211986541748
3x_orbmaxn,1,8,1.038027048110962,-11.332273483276367
3x_orbmaxn,1,9,1.7276352643966675,-11.616096496582031
3x_orbmaxn,1,10,2.864607095718384,-11.894495010375977
3x_orbmaxn,1,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,1,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,1,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,1,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,1,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,2,1,0.0071006352081894875,-13.386860847473145
3x_orbmaxn,2,2,0.027924999594688416,-15.03369140625
3x_orbmaxn,2,3,0.06225857511162758,-14.457165718078613
3x_orbmaxn,2,4,0.11886506527662277,-13.315558433532715
3x_orbmaxn,2,5,0.21219339966773987,-11.914983749389648
3x_orbmaxn,2,6,0.3660658001899719,-10.964944839477539
3x_orbmaxn,2,7,0.6197584867477417,-10.945499420166016
3x_orbmaxn,2,8,1.038027048110962,-11.317193984985352
3x_orbmaxn,2,9,1.7276352643966675,-11.610671997070312
3x_orbmaxn,2,10,2.864607095718384,-11.892989158630371
3x_orbmaxn,2,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,2,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,2,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,2,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,2,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,3,1,0.0071006352081894875,-9.940296173095703
3x_orbmaxn,3,2,0.027924999594688416,-14.200553894042969
3x_orbmaxn,3,3,0.06225857511162758,-14.178887367248535
3x_orbmaxn,3,4,0.11886506527662277,-13.615131378173828
3x_orbmaxn,3,5,0.21219339966773987,-12.545228004455566
3x_orbmaxn,3,6,0.3660658001899719,-11.427924156188965
3x_orbmaxn,3,7,0.6197584867477417,-11.067882537841797
3x_orbmaxn,3,8,1.038027048110962,-11.316746711730957
3x_orbmaxn,3,9,1.7276352643966675,-11.604413986206055
3x_orbmaxn,3,10,2.864607095718384,-11.888921737670898
3x_orbmaxn,3,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,3,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,3,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,3,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,3,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,4,1,0.0071006352081894875,-6.631091117858887
3x_orbmaxn,4,2,0.027924999594688416,-12.119695663452148
3x_orbmaxn,4,3,0.06225857511162758,-12.690305709838867
3x_orbmaxn,4,4,0.11886506527662277,-12.866944313049316
3x_orbmaxn,4,5,0.21219339966773987,-12.570083618164062
3x_orbmaxn,4,6,0.3660658001899719,-11.824533462524414
3x_orbmaxn,4,7,0.6197584867477417,-11.294544219970703
3x_orbmaxn,4,8,1.038027048110962,-11.363372802734375
3x_orbmaxn,4,9,1.7276352643966675,-11.607110023498535
3x_orbmaxn,4,10,2.864607095718384,-11.884763717651367
3x_orbmaxn,4,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,4,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,4,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,4,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,4,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,5,1,0.0071006352081894875,-4.559501647949219
3x_orbmaxn,5,2,0.027924999594688416,-9.397937774658203
3x_orbmaxn,5,3,0.06225857511162758,-10.307744026184082
3x_orbmaxn,5,4,0.11886506527662277,-11.124044418334961
3x_orbmaxn,5,5,0.21219339966773987,-11.718437194824219
3x_orbmaxn,5,6,0.3660658001899719,-11.759668350219727
3x_orbmaxn,5,7,0.6197584867477417,-11.436835289001465
3x_orbmaxn,5,8,1.038027048110962,-11.409685134887695
3x_orbmaxn,5,9,1.7276352643966675,-11.61235523223877
3x_orbmaxn,5,10,2.864607095718384,-11.882007598876953
3x_orbmaxn,5,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,5,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,5,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,5,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,5,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,6,1,0.0071006352081894875,-1.0361522436141968
3x_orbmaxn,6,2,0.027924999594688416,-7.5829925537109375
3x_orbmaxn,6,3,0.06225857511162758,-8.642419815063477
3x_orbmaxn,6,4,0.11886506527662277,-9.753747940063477
3x_orbmaxn,6,5,0.21219339966773987,-10.824501037597656
3x_orbmaxn,6,6,0.3660658001899719,-11.426671981811523
3x_orbmaxn,6,7,0.6197584867477417,-11.426836013793945
3x_orbmaxn,6,8,1.038027048110962,-11.424259185791016
3x_orbmaxn,6,9,1.7276352643966675,-11.611848831176758
3x_orbmaxn,6,10,2.864607095718384,-11.878312110900879
3x_orbmaxn,6,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,6,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,6,13,12.925320625305176,-12.492552757263184
3x_orbmaxn,6,14,21.32646942138672,-12.491360664367676
3x_orbmaxn,6,15,35.17761993408203,-12.491569519042969
3x_orbmaxn,7,1,0.0071006352081894875,1.409590244293213
3x_orbmaxn,7,2,0.027924999594688416,-6.753817081451416
3x_orbmaxn,7,3,0.06225857511162758,-8.20787239074707
3x_orbmaxn,7,4,0.11886506527662277,-9.612217903137207
3x_orbmaxn,7,5,0.21219339966773987,-10.755582809448242
3x_orbmaxn,7,6,0.3660658001899719,-11.34119987487793
3x_orbmaxn,7,7,0.6197584867477417,-11.412724494934082
3x_orbmaxn,7,8,1.038027048110962,-11.436134338378906
3x_orbmaxn,7,9,1.7276352643966675,-11.61715316772461
3x_orbmaxn,7,10,2.864607095718384,-11.881292343139648
3x_orbmaxn,7,11,4.739156723022461,-12.491151809692383
3x_orbmaxn,7,12,7.829766273498535,-12.492746353149414
3x_orbmaxn,7,13,12.925320625305176,-12.492552757263184
