reactor.ID,IPL.num,User,Type.1,Type.2,horizon_id,sample.ID,group.num,rep.num,Date.Time,Data.File,IPL.ID,Name.full,flag.major,flag.analysis,primes,comments,version,d17O,d.17O,d17O.err,d18O,d.18O,d18O.err,CAP.17O,CAP17O.err,d33,d33.err,d34,d34.err,d35,d35.err,d36,d36.err,X33.mismatch.R2,X34.mismatch.R2,d.18O.prelim,test.d.18O.prelim,flag.d18O,flag,reactor.segment,d33.smow_ref,d34.smow_ref,d17O.slap,d18O.slap,dp17O.SMOWSLAP,dp18O.SMOWSLAP,D17O.SMOWSLAP,D17O.SMOWSLAP.per.meg,dp17O.SMOWSLAP.CO2norm,dp18O.SMOWSLAP.CO2norm,D17O.SMOWSLAP.per.meg.carbNorm,dp17O.SMOWSLAP.CO2norm.type,dp18O.SMOWSLAP.CO2norm.type,D17O.SMOWSLAP.per.meg.carbNorm.type
32,5556,acf,WaterStd,House DI,,House DI,1,2 1,3/12/25 13:47,Data_3324,IPL-17O-5556,Data_3324 IPL-17O-5556 HouseDI#3-R32-2 1,0,0,1,,2.5,-3.593441739,-3.599914052,0.004471943,-6.763922352,-6.7869014,0.001549912,-0.016430113,0.004514553,-13.75179822,0.004426351,-26.5254556,0.001519075,-24.77380509,0.165066283,374.312901,0.599867919,0.028863911,0.021058447,-6.772078887,0.069191242,0,0,1,-3.293918372,-6.251124977,-3.523630071,-6.681555302,-3.529852678,-6.703976822,0.009847085,9.847084548,-3.529852678,-6.703976822,9.847084548,no correction,no correction,no correction
32,5557,acf,WaterStd,House DI,,House DI,1,3 1,3/12/25 16:01,Data_3325,IPL-17O-5557,Data_3325 IPL-17O-5557 HouseDI#3-R32-3 1,0,0,0,,2.5,-3.587741323,-3.594192998,0.003881314,-6.753426041,-6.776333646,0.001185287,-0.016288833,0.003757048,-13.74615592,0.003841744,-26.51516813,0.001161705,-26.30290224,0.109510544,373.2462247,0.289226134,0.000380915,0.001170898,-6.761193888,0.010884999,0,0,1,-3.287225792,-6.238803254,-3.516470764,-6.668385149,-3.52266808,-6.690718168,0.010031113,10.03111261,-3.52266808,-6.690718168,10.03111261,no correction,no correction,no correction
32,5558,acf,WaterStd,House DI,,House DI,1,4 1,3/13/25 11:25,Data_3326,IPL-17O-5558,Data_3326 IPL-17O-5558 HouseDI#3-R32-4 1,0,0,0,,2.5,-3.547882256,-3.554191242,0.004183396,-6.670455816,-6.692802914,0.003066165,-0.020391304,0.004223462,-13.70670321,0.004140746,-26.43384869,0.003005161,-27.25619478,0.168496091,366.2835292,0.451819511,0.036628474,0.151412841,-6.675155368,0.08603852,0,0,1,-3.238730384,-6.13994168,-3.464593377,-6.562716316,-3.470608979,-6.584345622,0.00592551,5.925509879,-3.470608979,-6.584345622,5.925509879,no correction,no correction,no correction
32,5559,acf,WaterStd,SMOW,,SMOW,1,1 1,3/13/25 13:52,Data_3327,IPL-17O-5559,Data_3327 IPL-17O-5559 VSMOW2-B9-R32-1 1,0,0,2,,2.5,-0.151931202,-0.15194308,0.004148062,-0.236992595,-0.237020716,0.00132237,-0.026796142,0.004215337,-10.34537385,0.004105773,-20.12838635,0.00129606,-22.59087897,0.121762343,324.0021121,0.138529611,0.022315176,0.026840803,-0.026218647,6.648936721,0,0,1,0.159364388,0.298966882,0.170478162,0.319552682,0.170463632,0.319501636,0.001766768,1.766767915,0.170463632,0.319501636,1.766767915,no correction,no correction,no correction
32,5560,acf,WaterStd,SMOW,,SMOW,1,2 1,3/13/25 15:45,Data_3328,IPL-17O-5560,Data_3328 IPL-17O-5560 VSMOW2-B9-R32-2 1,0,0,0,,2.5,-0.192381198,-0.192399912,0.003257993,-0.315470533,-0.315520326,0.001053293,-0.02580518,0.003069747,-10.38541146,0.003224778,-20.20530288,0.001032337,-23.85929277,0.142766675,440.9434648,0.286843157,0.059462595,0.055490786,-0.107059246,0.080840599,0,0,1,0.11974406,0.221999332,0.128094787,0.23728542,0.128086583,0.237257272,0.002814743,2.814743492,0.128086583,0.237257272,2.814743492,no correction,no correction,no correction
32,5561,acf,WaterStd,SMOW,,SMOW,1,3 1,3/13/25 17:45,Data_3329,IPL-17O-5561,Data_3329 IPL-17O-5561 VSMOW2-B9-R32-3 1,0,0,0,,2.5,-0.234358032,-0.234385737,0.003543406,-0.369983143,-0.370051637,0.00134176,-0.038998472,0.003662809,-10.42696034,0.003507281,-20.25873091,0.001315064,-24.44978681,0.136619958,358.0346027,0.166627708,0.042952742,0.154057213,-0.16321686,0.056157614,0,0,1,0.078644399,0.169098359,0.084128912,0.180741873,0.084125373,0.180725541,-0.011297713,-11.2977129,0.084125373,0.180725541,-11.2977129,no correction,no correction,no correction
32,5562,acf,WaterStd,SMOW,,SMOW,1,4 1,3/14/25 10:31,Data_3330,IPL-17O-5562,Data_3330 IPL-17O-5562 VSMOW2-B9-R32-4 1,0,0,0,,2.5,-0.281648485,-0.281688434,0.003775624,-0.486068255,-0.48618656,0.002637269,-0.02498193,0.003927869,-10.47376867,0.003737132,-20.37250638,0.002584798,-25.11201125,0.124360793,543.5628088,0.458157929,0.001386652,0.000742547,-0.282815537,0.119598676,0,0,1,0.03881376,0.06672689,0.041520559,0.071321467,0.041519697,0.071318924,0.003863305,3.863305335,0.041519697,0.071318924,3.863305335,no correction,no correction,no correction
32,5564,acf,WaterStd,SLAP,,SLAP,1,1 1,3/14/25 14:39,Data_3332,IPL-17O-5564,Data_3332 IPL-17O-5564 SLAP-B10-R32-1 1,0,0,3,,2.5,-28.71646638,-29.13685202,0.004211693,-53.66017652,-55.15355306,0.001586517,-0.015776003,0.004259748,-38.61869384,0.004168754,-72.48865679,0.001554952,-85.49082852,0.123771749,256.7264682,0.090487438,0.002590664,0.001649203,-56.62759712,54.88147638,0,0,1,-28.4033327,-53.13358168,-30.38412794,-56.79217192,-30.85529411,-58.4686303,0.016142693,16.1426928,-30.85529411,-58.4686303,16.1426928,no correction,no correction,no correction
32,5565,acf,WaterStd,SLAP,,SLAP,1,2 1,3/16/25 13:40,Data_3333,IPL-17O-5565,Data_3333 IPL-17O-5565 SLAP-B10-R32-2 1,0,0,0,,2.5,-28.627407,-29.04516385,0.004726131,-53.47106928,-54.95374359,0.006028698,-0.029587235,0.003986294,-38.53054242,0.004677949,-72.30331205,0.005908751,-83.35809853,0.185123238,494.1064621,0.286441384,0.042597019,0.039350506,-56.42148219,0.206114926,0,0,1,-28.29387836,-52.90778433,-30.26704045,-56.55082697,-30.73454482,-58.21278628,0.001806335,1.806335329,-30.73454482,-58.21278628,1.806335329,no correction,no correction,no correction
32,5566,acf,WaterStd,SLAP,,SLAP,1,3 1,3/16/25 15:30,Data_3334,IPL-17O-5566,Data_3334 IPL-17O-5566 SLAP2-C1-R32-3 1,0,0,0,,2.5,-28.81381344,-29.23708212,0.00367079,-53.82870993,-55.33165864,0.001446576,-0.021966361,0.003806012,-38.71504844,0.003633367,-72.65383704,0.001417795,-87.06201137,0.161487521,343.3593764,0.149123915,0.004717531,0.007039333,-56.81132368,0.389841484,0,0,1,-28.47955189,-53.26420653,-30.46566251,-56.93179113,-30.9393872,-58.61666719,0.010213078,10.21307768,-30.9393872,-58.61666719,10.21307768,no correction,no correction,no correction
32,5567,acf,WaterStd,SLAP,,SLAP,1,4 1,3/16/25 17:20,Data_3335,IPL-17O-5567,Data_3335 IPL-17O-5567 SLAP2-C1-R32-4 1,0,0,0,,2.5,-28.86685109,-29.29169485,0.003880786,-53.91477752,-55.42262683,0.001185918,-0.028547889,0.004032211,-38.76754537,0.003841221,-72.73819221,0.001162323,-88.7162546,0.143037717,278.4417285,0.077365976,0.081156629,0.069174322,-56.90516321,0.093839533,0,0,1,-28.53181105,-53.34889452,-30.52156612,-57.02231044,-30.99704913,-58.71265563,0.003233043,3.233043314,-30.99704913,-58.71265563,3.233043314,no correction,no correction,no correction
32,5568,acf,Water,Mono Basin,,MB_24_08_376,1,01 1,3/17/25 11:48,Data_3336,IPL-17O-5568,Data_3336 IPL-17O-5568 MB_24_08_376-R32-01 1,0,0,3,,2.5,-8.379913134,-8.415222465,0.004837325,-15.82900696,-15.95562385,0.003483024,0.00934693,0.004670722,-18.48947158,0.004788009,-35.4101803,0.003413725,-44.19516263,0.120079755,358.2158764,0.15084116,0.015355624,0.012291978,-16.21736972,40.68779349,0,0,1,-8.029641615,-15.22540694,-8.589613786,-16.27377454,-8.62671714,-16.4076468,0.036520368,36.52036831,-8.62671714,-16.4076468,36.52036831,no correction,no correction,no correction
