section_id,MLA_horizon_id,strat_height_m,d18Ocarb_vsmow,T_recon_C,T_recon_se_C,IPL17O_mean_Dp17Ocarb,alpha18_independent,d18Ow_deterministic,d18Ow_median_vsmow,D17Orsw_deterministic,D17Orsw_median_permeg,d18Ow_median_minus_deterministic,D17Orsw_median_minus_deterministic,equation_check
CFB,PK95-SC-246,520,21.22,41.32931889345995,2.94180411978437,-103.0368666,1.025225782490182,-3.9072198130370452,-3.9167052951142978,-28.298274799676378,-28.2325559129295,-0.009485482077252527,0.06571888674687898,TRUE
CFB,PK95-SC-279,680,20.64,46.30804064049258,2.826324635914087,-99.120450325,1.0243101247420983,-3.5830210533380296,-3.5779454769490258,-27.062439447724458,-27.075126156386887,0.0050755763890038,-0.012686708662428714,TRUE
CFB,PK95-SC-187,700,22.04,41.410660980063675,4.716278301523275,-101.863913985,1.0252105829364637,-3.092616277313823,-3.085002866383377,-27.169799215931434,-27.309326673407742,0.007613410930446207,-0.13952745747630857,TRUE
CFB,PK95-SC-165,820,22.26,28.733761911784764,1.3477555299259931,-100.1024491,1.0276811715885465,-5.27514927627476,-5.272604436200822,-18.187525422568385,-18.17555121324009,0.0025448400739378485,0.011974209328293739,TRUE
CFB,PK95-SC-185,940,22.466666666666665,29.533333333333335,1.4437605218471812,-93.68403914,1.027519047006552,-4.9170673328191015,-4.906886248663341,-12.242425792716972,-12.247624208947826,0.0101810841557608,-0.005198416230854264,TRUE
