laboratory_pair,n_shared_horizons,mean_difference_C,median_difference_C,sd_difference_C,mean_absolute_difference_C,rmse_C,proportion_agreeing_within_95pct_analytical
CU - U-M,5,-0.6811320431924941,-1.6208985975029293,3.367595893323876,2.8421252564740542,3.0881228182909193,1
