T47_C,d18Owater_vsmow,d18Ocarb_vsmow,contour_label
50,5,28.768097074682146,starting d18Ow = 5 per mil
50,10,33.886346313859804,starting d18Ow = 10 per mil
50.5,-15,8.208193089830388,starting d18Ow = -15 per mil
50.5,-10,13.326001176580803,starting d18Ow = -10 per mil
50.5,-5,18.443809263331218,starting d18Ow = -5 per mil
50.5,0,23.561617350081633,starting d18Ow = 0 per mil
50.5,5,28.67942543683216,starting d18Ow = 5 per mil
50.5,10,33.79723352358246,starting d18Ow = 10 per mil
51,-15,8.121561625201934,starting d18Ow = -15 per mil
51,-10,13.238929958324775,starting d18Ow = -10 per mil
51,-5,18.356298291447615,starting d18Ow = -5 per mil
51,0,23.473666624570455,starting d18Ow = 0 per mil
51,5,28.59103495769341,starting d18Ow = 5 per mil
51,10,33.70840329081625,starting d18Ow = 10 per mil
51.5,-15,8.03520441585033,starting d18Ow = -15 per mil
51.5,-10,13.152134387504475,starting d18Ow = -10 per mil
51.5,-5,18.269064359158506,starting d18Ow = -5 per mil
51.5,0,23.385994330812537,starting d18Ow = 0 per mil
51.5,5,28.50292430246668,starting d18Ow = 5 per mil
51.5,10,33.6198542741206,starting d18Ow = 10 per mil
52,-15,7.949120161805922,starting d18Ow = -15 per mil
52,-10,13.06561315755107,starting d18Ow = -10 per mil
52,-5,18.18210615329633,starting d18Ow = -5 per mil
52,0,23.29859914904148,starting d18Ow = 0 per mil
52,5,28.41509214478674,starting d18Ow = 5 per mil
52,10,33.53158514053189,starting d18Ow = 10 per mil
52.5,-15,7.863307571299401,starting d18Ow = -15 per mil
52.5,-10,12.979364970138477,starting d18Ow = -10 per mil
52.5,-5,18.09542236897755,starting d18Ow = -5 per mil
52.5,0,23.211479767816627,starting d18Ow = 0 per mil
52.5,5,28.327537166655702,starting d18Ow = 5 per mil
52.5,10,33.44359456549478,starting d18Ow = 10 per mil
53,-15,7.777765360697799,starting d18Ow = -15 per mil
53,-10,12.893388535117538,starting d18Ow = -10 per mil
53,-5,18.009011709537276,starting d18Ow = -5 per mil
53,0,23.12463488395713,starting d18Ow = 0 per mil
53,5,28.240258058376867,starting d18Ow = 5 per mil
53,10,33.35588123279672,starting d18Ow = 10 per mil
53.5,-15,7.692492254441049,starting d18Ow = -15 per mil
53.5,-10,12.807682570453494,starting d18Ow = -10 per mil
53.5,-5,17.922872886465825,starting d18Ow = -5 per mil
53.5,0,23.03806320247827,starting d18Ow = 0 per mil
53.5,5,28.1532535184906,starting d18Ow = 5 per mil
53.5,10,33.26844383450293,starting d18Ow = 10 per mil
54,-15,7.607486984977868,starting d18Ow = -15 per mil
54,-10,12.7222458021605,starting d18Ow = -10 per mil
54,-5,17.837004619343134,starting d18Ow = -5 per mil
54,0,22.951763436525766,starting d18Ow = 0 per mil
54,5,28.0665222537084,starting d18Ow = 5 per mil
54,10,33.18128107089092,starting d18Ow = 10 per mil
54.5,-15,7.522748292703227,starting d18Ow = -15 per mil
54.5,-10,12.637076964239782,starting d18Ow = -10 per mil
54.5,-5,17.751405635776337,starting d18Ow = -5 per mil
54.5,0,22.86573430731289,starting d18Ow = 0 per mil
54.5,5,27.980062978849446,starting d18Ow = 5 per mil
54.5,10,33.09439165038589,starting d18Ow = 10 per mil
55,-15,7.43827492589628,starting d18Ow = -15 per mil
55,-10,12.552174798616534,starting d18Ow = -10 per mil
55,-5,17.666074671336787,starting d18Ow = -5 per mil
55,0,22.779974544057154,starting d18Ow = 0 per mil
55,5,27.893874416777408,starting d18Ow = 5 per mil
55,10,33.007774289497775,starting d18Ow = 10 per mil
55.5,-15,7.354065640659201,starting d18Ow = -15 per mil
55.5,-10,12.467538055078762,starting d18Ow = -10 per mil
55.5,-5,17.581010469498324,starting d18Ow = -5 per mil
55.5,0,22.694482883918,starting d18Ow = 0 per mil
55.5,5,27.807955298337447,starting d18Ow = 5 per mil
55.5,10,32.92142771275712,starting d18Ow = 10 per mil
56,-15,7.270119200854879,starting d18Ow = -15 per mil
56,-10,12.38316549121464,starting d18Ow = -10 per mil
56,-5,17.49621178157429,starting d18Ow = -5 per mil
56,0,22.609258071933937,starting d18Ow = 0 per mil
56,5,27.7223043622937,starting d18Ow = 5 per mil
56,10,32.83535065265323,starting d18Ow = 10 per mil
56.5,-15,7.186434378048375,starting d18Ow = -15 per mil
56.5,-10,12.299055872353279,starting d18Ow = -10 per mil
56.5,-5,17.41167736665807,starting d18Ow = -5 per mil
56.5,0,22.52429886096286,starting d18Ow = 0 per mil
56.5,5,27.636920355267648,starting d18Ow = 5 per mil
56.5,10,32.74954184957255,starting d18Ow = 10 per mil
57,-15,7.103009951445415,starting d18Ow = -15 per mil
57,-10,12.21520797150356,starting d18Ow = -10 per mil
57,-5,17.32740599156159,starting d18Ow = -5 per mil
57,0,22.439604011619736,starting d18Ow = 0 per mil
57,5,27.55180203167788,starting d18Ow = 5 per mil
57,10,32.66400005173591,starting d18Ow = 10 per mil
57.5,-15,7.019844707834068,starting d18Ow = -15 per mil
57.5,-10,12.131620569295137,starting d18Ow = -10 per mil
57.5,-5,17.243396430756206,starting d18Ow = -5 per mil
57.5,0,22.355172292217276,starting d18Ow = 0 per mil
57.5,5,27.46694815367846,starting d18Ow = 5 per mil
57.5,10,32.578724015139414,starting d18Ow = 10 per mil
58,-15,6.93693744152506,starting d18Ow = -15 per mil
58,-10,12.04829245391852,starting d18Ow = -10 per mil
58,-5,17.159647466312094,starting d18Ow = -5 per mil
58,0,22.271002478705668,starting d18Ow = 0 per mil
58,5,27.38235749109913,starting d18Ow = 5 per mil
58,10,32.49371250349259,starting d18Ow = 10 per mil
58.5,-15,6.854286954294821,starting d18Ow = -15 per mil
58.5,-10,11.965222421067892,starting d18Ow = -10 per mil
58.5,-5,17.076157887840964,starting d18Ow = -5 per mil
58.5,0,22.187093354614035,starting d18Ow = 0 per mil
58.5,5,27.298028821387106,starting d18Ow = 5 per mil
58.5,10,32.40896428816018,starting d18Ow = 10 per mil
59,-15,6.771892055326816,starting d18Ow = -15 per mil
59,-10,11.882409273881763,starting d18Ow = -10 per mil
59,-5,16.99292649243671,starting d18Ow = -5 per mil
59,0,22.103443710991655,starting d18Ow = 0 per mil
59,5,27.2139609295466,starting d18Ow = 5 per mil
59,10,32.32447814810166,starting d18Ow = 10 per mil
59.5,-15,6.6897515611548215,starting d18Ow = -15 per mil
59.5,-10,11.79985182288658,starting d18Ow = -10 per mil
59.5,-5,16.90995208461834,starting d18Ow = -5 per mil
59.5,0,22.0200523463501,starting d18Ow = 0 per mil
59.5,5,27.130152608081744,starting d18Ow = 5 per mil
59.5,10,32.2402528698135,starting d18Ow = 10 per mil
60,-15,6.607864295606078,starting d18Ow = -15 per mil
60,-10,11.717548885939095,starting d18Ow = -10 per mil
60,-5,16.827233476272113,starting d18Ow = -5 per mil
60,0,21.93691806660513,starting d18Ow = 0 per mil
60,5,27.04660265693815,starting d18Ow = 5 per mil
60,10,32.156287247271166,starting d18Ow = 10 per mil
60.5,-15,6.526229089745357,starting d18Ow = -15 per mil
60.5,-10,11.635499288170422,starting d18Ow = -10 per mil
60.5,-5,16.744769486595487,starting d18Ow = -5 per mil
60.5,0,21.854039685020666,starting d18Ow = 0 per mil
60.5,5,26.963309883445845,starting d18Ow = 5 per mil
60.5,10,32.07258008187091,starting d18Ow = 10 per mil
61,-15,6.444844781819597,starting d18Ow = -15 per mil
61,-10,11.553701861930335,starting d18Ow = -10 per mil
61,-5,16.662558942041073,starting d18Ow = -5 per mil
61,0,21.77141602215181,starting d18Ow = 0 per mil
61,5,26.880273102262663,starting d18Ow = 5 per mil
61,10,31.9891301823734,starting d18Ow = 10 per mil
61.5,-15,6.363710217202197,starting d18Ow = -15 per mil
61.5,-10,11.472155446731108,starting d18Ow = -10 per mil
61.5,-5,16.58060067626002,starting d18Ow = -5 per mil
61.5,0,21.689045905789044,starting d18Ow = 0 per mil
61.5,5,26.79749113531807,starting d18Ow = 5 per mil
61.5,10,31.905936364846866,starting d18Ow = 10 per mil
62,-15,6.282824248339011,starting d18Ow = -15 per mil
62,-10,11.390858889193623,starting d18Ow = -10 per mil
62,-5,16.49889353004812,starting d18Ow = -5 per mil
62,0,21.60692817090262,starting d18Ow = 0 per mil
62,5,26.714962811757005,starting d18Ow = 5 per mil
62,10,31.822997452611617,starting d18Ow = 10 per mil
62.5,-15,6.202185734694922,starting d18Ow = -15 per mil
62.5,-10,11.30981104299292,starting d18Ow = -10 per mil
62.5,-5,16.417436351290803,starting d18Ow = -5 per mil
62.5,0,21.5250616595888,starting d18Ow = 0 per mil
62.5,5,26.632686967886684,starting d18Ow = 5 per mil
62.5,10,31.740312276184568,starting d18Ow = 10 per mil
63,-15,6.121793542698015,starting d18Ow = -15 per mil
63,-10,11.229010768803164,starting d18Ow = -10 per mil
63,-5,16.3362279949082,starting d18Ow = -5 per mil
63,0,21.443445221013235,starting d18Ow = 0 per mil
63,5,26.550662447118384,starting d18Ow = 5 per mil
63,10,31.657879673223306,starting d18Ow = 10 per mil
63.5,-15,6.041646545689673,starting d18Ow = -15 per mil
63.5,-10,11.148456934246497,starting d18Ow = -10 per mil
63.5,-5,16.25526732280332,starting d18Ow = -5 per mil
63.5,0,21.362077711360143,starting d18Ow = 0 per mil
63.5,5,26.468888099916967,starting d18Ow = 5 per mil
63.5,10,31.57569848847379,starting d18Ow = 10 per mil
64,-15,5.961743623868983,starting d18Ow = -15 per mil
64,-10,11.06814841383789,starting d18Ow = -10 per mil
64,-5,16.17455320380668,starting d18Ow = -5 per mil
64,0,21.280957993775587,starting d18Ow = 0 per mil
64,5,26.387362783744493,starting d18Ow = 5 per mil
64,10,31.493767573713285,starting d18Ow = 10 per mil
64.5,-15,5.8820836642426,starting d18Ow = -15 per mil
64.5,-10,10.988084088934215,starting d18Ow = -10 per mil
64.5,-5,16.09408451362583,starting d18Ow = -5 per mil
64.5,0,21.20008493831733,starting d18Ow = 0 per mil
64.5,5,26.30608536300906,starting d18Ow = 5 per mil
64.5,10,31.412085787700562,starting d18Ow = 10 per mil
65,-15,5.802665560572564,starting d18Ow = -15 per mil
65,-10,10.908262847682067,starting d18Ow = -10 per mil
65,-5,16.01386013479157,starting d18Ow = -5 per mil
65,0,21.11945742190119,starting d18Ow = 0 per mil
65,5,26.225054709010692,starting d18Ow = 5 per mil
65,10,31.330651996120196,starting d18Ow = 10 per mil
65.5,-15,5.723488213324913,starting d18Ow = -15 per mil
65.5,-10,10.828683584966257,starting d18Ow = -10 per mil
65.5,-5,15.933878956607487,starting d18Ow = -5 per mil
65.5,0,21.039074328248716,starting d18Ow = 0 per mil
65.5,5,26.144269699889946,starting d18Ow = 5 per mil
65.5,10,31.249465071531176,starting d18Ow = 10 per mil
66,-15,5.644550529618982,starting d18Ow = -15 per mil
66,-10,10.749345202358086,starting d18Ow = -10 per mil
66,-5,15.854139875097303,starting d18Ow = -5 per mil
66,0,20.95893454783652,starting d18Ow = 0 per mil
66,5,26.063729220575624,starting d18Ow = 5 per mil
66,10,31.16852389331484,starting d18Ow = 10 per mil
66.5,-15,5.565851423177605,starting d18Ow = -15 per mil
66.5,-10,10.670246608066918,starting d18Ow = -10 per mil
66.5,-5,15.774641792956118,starting d18Ow = -5 per mil
66.5,0,20.879036977845317,starting d18Ow = 0 per mil
66.5,5,25.983432162734516,starting d18Ow = 5 per mil
66.5,10,31.087827347623715,starting d18Ow = 10 per mil
67,-15,5.487389814277094,starting d18Ow = -15 per mil
67,-10,10.591386716887655,starting d18Ow = -10 per mil
67,-5,15.695383619498216,starting d18Ow = -5 per mil
67,0,20.799380522108777,starting d18Ow = 0 per mil
67,5,25.903377424719338,starting d18Ow = 5 per mil
67,10,31.0073743273299,starting d18Ow = 10 per mil
67.5,-15,5.409164629697216,starting d18Ow = -15 per mil
67.5,-10,10.512764450152531,starting d18Ow = -10 per mil
67.5,-5,15.616364270607846,starting d18Ow = -5 per mil
67.5,0,20.71996409106316,starting d18Ow = 0 per mil
67.5,5,25.823563911518477,starting d18Ow = 5 per mil
67.5,10,30.92716373197368,starting d18Ow = 10 per mil
68,-15,5.331174802673786,starting d18Ow = -15 per mil
68,-10,10.434378735682344,starting d18Ow = -10 per mil
68,-5,15.537582668690789,starting d18Ow = -5 per mil
68,0,20.640786601699347,starting d18Ow = 0 per mil
68,5,25.74399053470779,starting d18Ow = 5 per mil
68,10,30.847194467716236,starting d18Ow = 10 per mil
68.5,-15,5.253419272848873,starting d18Ow = -15 per mil
68.5,-10,10.356228507736432,starting d18Ow = -10 per mil
68.5,-5,15.459037742623991,starting d18Ow = -5 per mil
68.5,0,20.56184697751155,starting d18Ow = 0 per mil
68.5,5,25.664656212398995,starting d18Ow = 5 per mil
68.5,10,30.767465447286668,starting d18Ow = 10 per mil
69,-15,5.175896986223165,starting d18Ow = -15 per mil
69,-10,10.27831270696538,starting d18Ow = -10 per mil
69,-5,15.380728427707595,starting d18Ow = -5 per mil
69,0,20.483144148449924,starting d18Ow = 0 per mil
69,5,25.58555986919214,starting d18Ow = 5 per mil
69,10,30.687975589934467,starting d18Ow = 10 per mil
69.5,-15,5.098606895109015,starting d18Ow = -15 per mil
69.5,-10,10.200630280363384,starting d18Ow = -10 per mil
69.5,-5,15.302653665617754,starting d18Ow = -5 per mil
69.5,0,20.404677050872124,starting d18Ow = 0 per mil
69.5,5,25.506700436126494,starting d18Ow = 5 per mil
69.5,10,30.608723821380863,starting d18Ow = 10 per mil
70,-15,5.021547958082692,starting d18Ow = -15 per mil
70,-10,10.123180181220164,starting d18Ow = -10 per mil
70,-5,15.224812404357635,starting d18Ow = -5 per mil
70,0,20.326444627495107,starting d18Ow = 0 per mil
70,5,25.42807685063258,starting d18Ow = 5 per mil
70,10,30.529709073770164,starting d18Ow = 10 per mil
70.5,-15,4.944719139936865,starting d18Ow = -15 per mil
70.5,-10,10.045961369073666,starting d18Ow = -10 per mil
70.5,-5,15.147203598210353,starting d18Ow = -5 per mil
70.5,0,20.24844582734704,starting d18Ow = 0 per mil
70.5,5,25.34968805648373,starting d18Ow = 5 per mil
70.5,10,30.450930285620643,starting d18Ow = 10 per mil
71,-15,4.868119411636371,starting d18Ow = -15 per mil
71,-10,9.968972809664933,starting d18Ow = -10 per mil
71,-5,15.069826207693609,starting d18Ow = -5 per mil
71,0,20.17067960572217,starting d18Ow = 0 per mil
71,5,25.271533003750847,starting d18Ow = 5 per mil
71,10,30.372386401779295,starting d18Ow = 10 per mil
71.5,-15,4.791747750270133,starting d18Ow = -15 per mil
71.5,-10,9.89221347489081,starting d18Ow = -10 per mil
71.5,-5,14.992679199511485,starting d18Ow = -5 per mil
71.5,0,20.09314492413216,starting d18Ow = 0 per mil
71.5,5,25.193610648752838,starting d18Ow = 5 per mil
71.5,10,30.2940763733734,starting d18Ow = 10 per mil
72,-15,4.7156031390071576,starting d18Ow = -15 per mil
72,-10,9.815682342758464,starting d18Ow = -10 per mil
72,-5,14.91576154650977,starting d18Ow = -5 per mil
72,0,20.015840750261077,starting d18Ow = 0 per mil
72,5,25.115919954012497,starting d18Ow = 5 per mil
72,10,30.21599915776369,starting d18Ow = 10 per mil
72.5,-15,4.639684567050949,starting d18Ow = -15 per mil
72.5,-10,9.739378397340602,starting d18Ow = -10 per mil
72.5,-5,14.83907222763014,starting d18Ow = -5 per mil
72.5,0,19.938766057919793,starting d18Ow = 0 per mil
72.5,5,25.038459888209445,starting d18Ow = 5 per mil
72.5,10,30.13815371849887,starting d18Ow = 10 per mil
73,-15,4.563991029594149,starting d18Ow = -15 per mil
73,-10,9.66330062872919,starting d18Ow = -10 per mil
73,-5,14.762610227864116,starting d18Ow = -5 per mil
73,0,19.861919826999156,starting d18Ow = 0 per mil
73,5,24.961229426134196,starting d18Ow = 5 per mil
73,10,30.060539025269236,starting d18Ow = 10 per mil
73.5,-15,4.488521527775561,starting d18Ow = -15 per mil
73.5,-10,9.587448032992711,starting d18Ow = -10 per mil
73.5,-5,14.686374538209861,starting d18Ow = -5 per mil
73.5,0,19.785301043427012,starting d18Ow = 0 per mil
73.5,5,24.88422754864405,starting d18Ow = 5 per mil
73.5,10,29.9831540538612,starting d18Ow = 10 per mil
74,-15,4.41327506863513,starting d18Ow = -15 per mil
74,-10,9.511819612130807,starting d18Ow = -10 per mil
74,-5,14.610364155626371,starting d18Ow = -5 per mil
74,0,19.70890869912205,starting d18Ow = 0 per mil
74,5,24.807453242617612,starting d18Ow = 5 per mil
74,10,29.905997786113176,starting d18Ow = 10 per mil
74.5,-15,4.338250665071314,starting d18Ow = -15 per mil
74.5,-10,9.436414374031074,starting d18Ow = -10 per mil
74.5,-5,14.534578082990834,starting d18Ow = -5 per mil
74.5,0,19.632741791950593,starting d18Ow = 0 per mil
74.5,5,24.730905500910467,starting d18Ow = 5 per mil
74.5,10,29.829069209870113,starting d18Ow = 10 per mil
75,-15,4.263447335796968,starting d18Ow = -15 per mil
75,-10,9.361231332425405,starting d18Ow = -10 per mil
75,-5,14.459015329053841,starting d18Ow = -5 per mil
75,0,19.556799325682164,starting d18Ow = 0 per mil
75,5,24.6545833223106,starting d18Ow = 5 per mil
75,10,29.75236731893915,starting d18Ow = 10 per mil
75.5,-15,4.188864105297398,starting d18Ow = -15 per mil
75.5,-10,9.286269506847134,starting d18Ow = -10 per mil
75.5,-5,14.38367490839687,starting d18Ow = -5 per mil
75.5,0,19.481080309946606,starting d18Ow = 0 per mil
75.5,5,24.57848571149634,starting d18Ow = 5 per mil
75.5,10,29.675891113045964,starting d18Ow = 10 per mil
76,-15,4.114500003787612,starting d18Ow = -15 per mil
76,-10,9.21152792258863,starting d18Ow = -10 per mil
76,-5,14.308555841389534,starting d18Ow = -5 per mil
76,0,19.405583760190552,starting d18Ow = 0 per mil
76,5,24.50261167899157,starting d18Ow = 5 per mil
76,10,29.599639597792475,starting d18Ow = 10 per mil
76.5,-15,4.040354067170824,starting d18Ow = -15 per mil
76.5,-10,9.137005610659003,starting d18Ow = -10 per mil
76.5,-5,14.233657154147181,starting d18Ow = -5 per mil
76.5,0,19.330308697635246,starting d18Ow = 0 per mil
76.5,5,24.426960241123425,starting d18Ow = 5 per mil
76.5,10,29.523611784611603,starting d18Ow = 10 per mil
77,-15,3.9664253369955986,starting d18Ow = -15 per mil
77,-10,9.062701607741815,starting d18Ow = -10 per mil
77,-5,14.158977878487917,starting d18Ow = -5 per mil
77,0,19.255254149234133,starting d18Ow = 0 per mil
77,5,24.351530419980236,starting d18Ow = 5 per mil
77,10,29.447806690726566,starting d18Ow = 10 per mil
77.5,-15,3.892712860416509,starting d18Ow = -15 per mil
77.5,-10,8.98861495615472,starting d18Ow = -10 per mil
77.5,-5,14.084517051892817,starting d18Ow = -5 per mil
77.5,0,19.180419147631028,starting d18Ow = 0 per mil
77.5,5,24.27632124336924,starting d18Ow = 5 per mil
77.5,10,29.372223339107222,starting d18Ow = 10 per mil
78,-15,3.819215690151168,starting d18Ow = -15 per mil
78,-10,8.914744703806718,starting d18Ow = -10 per mil
78,-5,14.010273717462383,starting d18Ow = -5 per mil
78,0,19.105802731117933,starting d18Ow = 0 per mil
78,5,24.201331744773597,starting d18Ow = 5 per mil
78,10,29.296860758429148,starting d18Ow = 10 per mil
78.5,-15,3.745932884441345,starting d18Ow = -15 per mil
78.5,-10,8.841089904159276,starting d18Ow = -10 per mil
78.5,-5,13.93624692387732,starting d18Ow = -5 per mil
78.5,0,19.03140394359525,starting d18Ow = 0 per mil
78.5,5,24.126560963313295,starting d18Ow = 5 per mil
78.5,10,29.221717983031112,starting d18Ow = 10 per mil
79,-15,3.6728635070115843,starting d18Ow = -15 per mil
79,-10,8.767649616184258,starting d18Ow = -10 per mil
79,-5,13.862435725356931,starting d18Ow = -5 per mil
79,0,18.95722183452949,starting d18Ow = 0 per mil
79,5,24.052007943702165,starting d18Ow = 5 per mil
79,10,29.14679405287484,starting d18Ow = 10 per mil
79.5,-15,3.600006627030325,starting d18Ow = -15 per mil
79.5,-10,8.694422904324824,starting d18Ow = -10 per mil
79.5,-5,13.788839181619437,starting d18Ow = -5 per mil
79.5,0,18.88325545891405,starting d18Ow = 0 per mil
79.5,5,23.97767173620855,starting d18Ow = 5 per mil
79.5,10,29.072088013503162,starting d18Ow = 10 per mil
80,-15,3.5273613190694277,starting d18Ow = -15 per mil
80,-10,8.621408838455523,starting d18Ow = -10 per mil
80,-5,13.715456357841617,starting d18Ow = -5 per mil
80,0,18.809503877227826,starting d18Ow = 0 per mil
80,5,23.90355139661392,starting d18Ow = 5 per mil
80,10,28.997598916000015,starting d18Ow = 10 per mil
80.5,-15,3.454926663066203,starting d18Ow = -15 per mil
80.5,-10,8.548606493843181,starting d18Ow = -10 per mil
80.5,-5,13.642286324620159,starting d18Ow = -5 per mil
80.5,0,18.735966155397136,starting d18Ow = 0 per mil
80.5,5,23.829645986174228,starting d18Ow = 5 per mil
80.5,10,28.923325816951092,starting d18Ow = 10 per mil
81,-15,3.382701744283281,starting d18Ow = -15 per mil
81,-10,8.476014951107004,starting d18Ow = -10 per mil
81,-5,13.56932815793084,starting d18Ow = -5 per mil
81,0,18.662641364754563,starting d18Ow = 0 per mil
81,5,23.7559545715784,starting d18Ow = 5 per mil
81,10,28.849267778402236,starting d18Ow = 10 per mil
81.5,-15,3.3106856532712072,starting d18Ow = -15 per mil
81.5,-10,8.403633296181283,starting d18Ow = -10 per mil
81.5,-5,13.496580939091245,starting d18Ow = -5 per mil
81.5,0,18.589528582001208,starting d18Ow = 0 per mil
81.5,5,23.682476224911284,starting d18Ow = 5 per mil
81.5,10,28.775423867821246,starting d18Ow = 10 per mil
82,-15,3.2388774858296756,starting d18Ow = -15 per mil
82,-10,8.331460620275493,starting d18Ow = -10 per mil
82,-5,13.424043754721424,starting d18Ow = -5 per mil
82,0,18.51662688916724,starting d18Ow = 0 per mil
82,5,23.60921002361306,starting d18Ow = 5 per mil
82,10,28.70179315805899,starting d18Ow = 10 per mil
82.5,-15,3.1672763429703537,starting d18Ow = -15 per mil
82.5,-10,8.259496019838139,starting d18Ow = -10 per mil
82.5,-5,13.351715696706037,starting d18Ow = -5 per mil
82.5,0,18.443935373573936,starting d18Ow = 0 per mil
82.5,5,23.536155050441835,starting d18Ow = 5 per mil
82.5,10,28.62837472730962,starting d18Ow = 10 per mil
83,-15,3.0958813308782283,starting d18Ow = -15 per mil
83,-10,8.187738596517192,starting d18Ow = -10 per mil
83,-5,13.27959586215627,starting d18Ow = -5 per mil
83,0,18.371453127795235,starting d18Ow = 0 per mil
83,5,23.4633103934342,starting d18Ow = 5 per mil
83,10,28.55516765907305,starting d18Ow = 10 per mil
83.5,-15,3.024691560876022,starting d18Ow = -15 per mil
83.5,-10,8.11618745712417,starting d18Ow = -10 per mil
83.5,-5,13.207683353372204,starting d18Ow = -5 per mil
83.5,0,18.29917924962035,starting d18Ow = 0 per mil
83.5,5,23.390675145868386,starting d18Ow = 5 per mil
83.5,10,28.482171042116533,starting d18Ow = 10 per mil
84,-15,2.9537061493856527,starting d18Ow = -15 per mil
84,-10,8.044841713595815,starting d18Ow = -10 per mil
84,-5,13.135977277805864,starting d18Ow = -5 per mil
84,0,18.227112842015913,starting d18Ow = 0 per mil
84,5,23.318248406226076,starting d18Ow = 5 per mil
84,10,28.40938397043601,starting d18Ow = 10 per mil
84.5,-15,2.8829242178933328,starting d18Ow = -15 per mil
84.5,-10,7.973700482958861,starting d18Ow = -10 per mil
84.5,-5,13.064476748024276,starting d18Ow = -5 per mil
84.5,0,18.15525301308969,starting d18Ow = 0 per mil
84.5,5,23.24602927815522,starting d18Ow = 5 per mil
84.5,10,28.336805543220635,starting d18Ow = 10 per mil
85,-15,2.812344892912506,starting d18Ow = -15 per mil
85,-10,7.902762887292738,starting d18Ow = -10 per mil
85,-5,12.99318088167297,starting d18Ow = -5 per mil
85,0,18.083598876053316,starting d18Ow = 0 per mil
85,5,23.174016870433547,starting d18Ow = 5 per mil
85,10,28.264434864813893,starting d18Ow = 10 per mil
85.5,-15,2.741967305947128,starting d18Ow = -15 per mil
85.5,-10,7.8320280536930795,starting d18Ow = -10 per mil
85.5,-5,12.922088801439031,starting d18Ow = -5 per mil
85.5,0,18.012149549184983,starting d18Ow = 0 per mil
85.5,5,23.10221029693082,starting d18Ow = 5 per mil
85.5,10,28.192271044676772,starting d18Ow = 10 per mil
86,-15,2.671790593458468,starting d18Ow = -15 per mil
86,-10,7.761495114237505,starting d18Ow = -10 per mil
86,-5,12.851199635016428,starting d18Ow = -5 per mil
86,0,17.940904155795465,starting d18Ow = 0 per mil
86,5,23.03060867657439,starting d18Ow = 5 per mil
86,10,28.120313197353425,starting d18Ow = 10 per mil
86.5,-15,2.6018138968269113,starting d18Ow = -15 per mil
86.5,-10,7.69116320594776,starting d18Ow = -10 per mil
86.5,-5,12.780512515068722,starting d18Ow = -5 per mil
86.5,0,17.869861824189684,starting d18Ow = 0 per mil
86.5,5,22.959211133310646,starting d18Ow = 5 per mil
86.5,10,28.048560442431608,starting d18Ow = 10 per mil
87,-15,2.5320363623191042,starting d18Ow = -15 per mil
87,-10,7.621031470757202,starting d18Ow = -10 per mil
87,-5,12.710026579195414,starting d18Ow = -5 per mil
87,0,17.799021687633626,starting d18Ow = 0 per mil
87,5,22.888016796071724,starting d18Ow = 5 per mil
87,10,27.977011904509936,starting d18Ow = 10 per mil
87.5,-15,2.462457141052596,starting d18Ow = -15 per mil
87.5,-10,7.551099055474197,starting d18Ow = -10 per mil
87.5,-5,12.639740969895797,starting d18Ow = -5 per mil
87.5,0,17.728382884317284,starting d18Ow = 0 per mil
87.5,5,22.817024798738885,starting d18Ow = 5 per mil
87.5,10,27.9056667131606,starting d18Ow = 10 per mil
88,-15,2.393075388961279,starting d18Ow = -15 per mil
88,-10,7.481365111747891,starting d18Ow = -10 per mil
88,-5,12.569654834534504,starting d18Ow = -5 per mil
88,0,17.657944557321116,starting d18Ow = 0 per mil
88,5,22.746234280107615,starting d18Ow = 5 per mil
88,10,27.83452400289434,starting d18Ow = 10 per mil
88.5,-15,2.323890266760827,starting d18Ow = -15 per mil
88.5,-10,7.41182879603366,starting d18Ow = -10 per mil
88.5,-5,12.499767325306607,starting d18Ow = -5 per mil
88.5,0,17.58770585457944,starting d18Ow = 0 per mil
88.5,5,22.675644383852386,starting d18Ow = 5 per mil
88.5,10,27.76358291312522,starting d18Ow = 10 per mil
89,-15,2.2549009399164106,starting d18Ow = -15 per mil
89,-10,7.342489269560701,starting d18Ow = -10 per mil
89,-5,12.430077599204878,starting d18Ow = -5 per mil
89,0,17.51766592884917,starting d18Ow = 0 per mil
89,5,22.60525425849346,starting d18Ow = 5 per mil
89,10,27.692842588137637,starting d18Ow = 10 per mil
89.5,-15,2.186106578607678,starting d18Ow = -15 per mil
89.5,-10,7.273345698295998,starting d18Ow = -10 per mil
89.5,-5,12.360584817984432,starting d18Ow = -5 per mil
89.5,0,17.44782393767275,starting d18Ow = 0 per mil
89.5,5,22.53506305736107,starting d18Ow = 5 per mil
89.5,10,27.622302177049505,starting d18Ow = 10 per mil
90,-15,2.1175063576956745,starting d18Ow = -15 per mil
90,-10,7.204397252912372,starting d18Ow = -10 per mil
90,-5,12.29128814812907,starting d18Ow = -5 per mil
90,0,17.378179043345767,starting d18Ow = 0 per mil
90,5,22.46506993856258,starting d18Ow = 5 per mil
90,10,27.551960833779276,starting d18Ow = 10 per mil
90.5,-15,2.0490994566912377,starting d18Ow = -15 per mil
90.5,-10,7.13564310875563,starting d18Ow = -10 per mil
90.5,-5,12.222186760820023,starting d18Ow = -5 per mil
90.5,0,17.30873041288453,starting d18Ow = 0 per mil
90.5,5,22.39527406494892,starting d18Ow = 5 per mil
90.5,10,27.481817717013428,starting d18Ow = 10 per mil
91,-15,1.9808850597202081,starting d18Ow = -15 per mil
