T47_C,d18Owater_vsmow,d18Ocarb_vsmow,contour_label
91,-10,7.067082445810115,starting d18Ow = -10 per mil
91,-5,12.153279831900022,starting d18Ow = -5 per mil
91,0,17.239477217990043,starting d18Ow = 0 per mil
91,5,22.32567460407995,starting d18Ow = 5 per mil
91,10,27.411871990169857,starting d18Ow = 10 per mil
91.5,-15,1.9128623554926207,starting d18Ow = -15 per mil
91.5,-10,6.99871444866767,starting d18Ow = -10 per mil
91.5,-5,12.084566541842833,starting d18Ow = -5 per mil
91.5,0,17.17041863501788,starting d18Ow = 0 per mil
91.5,5,22.25627072819293,starting d18Ow = 5 per mil
91.5,10,27.342122821368093,starting d18Ow = 10 per mil
92,-15,1.8450305372704179,starting d18Ow = -15 per mil
92,-10,6.930538306495123,starting d18Ow = -10 per mil
92,-5,12.016046075719828,starting d18Ow = -5 per mil
92,0,17.101553844944647,starting d18Ow = 0 per mil
92,5,22.18706161416935,starting d18Ow = 5 per mil
92,10,27.272569383394057,starting d18Ow = 10 per mil
92.5,-15,1.77738880283448,starting d18Ow = -15 per mil
92.5,-10,6.862553213001206,starting d18Ow = -10 per mil
92.5,-5,11.947717623167819,starting d18Ow = -5 per mil
92.5,0,17.032882033334545,starting d18Ow = 0 per mil
92.5,5,22.118046443501157,starting d18Ow = 5 per mil
92.5,10,27.20321085366777,starting d18Ow = 10 per mil
93,-15,1.7099363544543849,starting d18Ow = -15 per mil
93,-10,6.794758366405972,starting d18Ow = -10 per mil
93,-5,11.87958037835756,starting d18Ow = -5 per mil
93,0,16.964402390309033,starting d18Ow = 0 per mil
93,5,22.04922440226062,starting d18Ow = 5 per mil
93,10,27.134046414212207,starting d18Ow = 10 per mil
93.5,-15,1.642672398856007,starting d18Ow = -15 per mil
93.5,-10,6.727152969408621,starting d18Ow = -10 per mil
93.5,-5,11.811633539961122,starting d18Ow = -5 per mil
93.5,0,16.896114110513736,starting d18Ow = 0 per mil
93.5,5,21.98059468106635,starting d18Ow = 5 per mil
93.5,10,27.065075251618964,starting d18Ow = 10 per mil
94,-15,1.575596147191277,starting d18Ow = -15 per mil
94,-10,6.659736229156692,starting d18Ow = -10 per mil
94,-5,11.743876311122222,starting d18Ow = -5 per mil
94,0,16.828016393087637,starting d18Ow = 0 per mil
94,5,21.912156475053052,starting d18Ow = 5 per mil
94,10,26.996296557018468,starting d18Ow = 10 per mil
94.5,-15,1.5087068150066898,starting d18Ow = -15 per mil
94.5,-10,6.592507357214799,starting d18Ow = -10 per mil
94.5,-5,11.676307899422909,starting d18Ow = -5 per mil
94.5,0,16.760108441631132,starting d18Ow = 0 per mil
94.5,5,21.843908983839242,starting d18Ow = 5 per mil
94.5,10,26.927709526047465,starting d18Ow = 10 per mil
95,-15,1.4420036222132921,starting d18Ow = -15 per mil
95,-10,6.525465569534163,starting d18Ow = -10 per mil
95,-5,11.608927516855033,starting d18Ow = -5 per mil
95,0,16.692389464175903,starting d18Ow = 0 per mil
95,5,21.775851411496774,starting d18Ow = 5 per mil
95,10,26.859313358817644,starting d18Ow = 10 per mil
95.5,-15,1.3754857930557591,starting d18Ow = -15 per mil
95.5,-10,6.458610086421459,starting d18Ow = -10 per mil
95.5,-5,11.541734379787272,starting d18Ow = -5 per mil
95.5,0,16.62485867315297,starting d18Ow = 0 per mil
95.5,5,21.707982966518784,starting d18Ow = 5 per mil
95.5,10,26.791107259884484,starting d18Ow = 10 per mil
96,-15,1.3091525560829496,starting d18Ow = -15 per mil
96,-10,6.391940132509831,starting d18Ow = -10 per mil
96,-5,11.474727708936598,starting d18Ow = -5 per mil
96,0,16.55751528536348,starting d18Ow = 0 per mil
96,5,21.640302861790246,starting d18Ow = 5 per mil
96,10,26.723090438217014,starting d18Ow = 10 per mil
96.5,-15,1.24300314411812,starting d18Ow = -15 per mil
96.5,-10,6.325454936727851,starting d18Ow = -10 per mil
96.5,-5,11.407906729337583,starting d18Ow = -5 per mil
96.5,0,16.490358521947314,starting d18Ow = 0 per mil
96.5,5,21.572810314557046,starting d18Ow = 5 per mil
96.5,10,26.65526210716689,starting d18Ow = 10 per mil
97,-15,1.1770367942285702,starting d18Ow = -15 per mil
97,-10,6.25915373227042,starting d18Ow = -10 per mil
97,-5,11.341270670312156,starting d18Ow = -5 per mil
97,0,16.42338760835389,starting d18Ow = 0 per mil
97,5,21.50550454639574,starting d18Ow = 5 per mil
97,10,26.587621484437477,starting d18Ow = 10 per mil
97.5,-15,1.1112527476971081,starting d18Ow = -15 per mil
97.5,-10,6.193035756568634,starting d18Ow = -10 per mil
97.5,-5,11.274818765440159,starting d18Ow = -5 per mil
97.5,0,16.356601774311798,starting d18Ow = 0 per mil
97.5,5,21.438384783183324,starting d18Ow = 5 per mil
97.5,10,26.520167792054963,starting d18Ow = 10 per mil
98,-15,1.0456502499930593,starting d18Ow = -15 per mil
98,-10,6.12710025126205,starting d18Ow = -10 per mil
98,-5,11.20855025253104,starting d18Ow = -5 per mil
98,0,16.29000025380003,starting d18Ow = 0 per mil
98,5,21.37145025506902,starting d18Ow = 5 per mil
98,10,26.452900256337898,starting d18Ow = 10 per mil
98.5,-15,0.980228550742595,starting d18Ow = -15 per mil
98.5,-10,6.0613464621676485,starting d18Ow = -10 per mil
98.5,-5,11.142464373592816,starting d18Ow = -5 per mil
98.5,0,16.22358228501787,starting d18Ow = 0 per mil
98.5,5,21.304700196442923,starting d18Ow = 5 per mil
98.5,10,26.38581810786809,starting d18Ow = 10 per mil
99,-15,0.9149869037011058,starting d18Ow = -15 per mil
99,-10,5.995773639252889,starting d18Ow = -10 per mil
99,-5,11.076560374804671,starting d18Ow = -5 per mil
99,0,16.157347110356454,starting d18Ow = 0 per mil
99,5,21.238133845908237,starting d18Ow = 5 per mil
99,10,26.318920581459906,starting d18Ow = 10 per mil
99.5,-15,0.8499245667242121,starting d18Ow = -15 per mil
99.5,-10,5.930381036606036,starting d18Ow = -10 per mil
99.5,-5,11.010837506487974,starting d18Ow = -5 per mil
99.5,0,16.091293976369798,starting d18Ow = 0 per mil
99.5,5,21.17175044625162,starting d18Ow = 5 per mil
99.5,10,26.252206916133446,starting d18Ow = 10 per mil
100,-15,0.7850408017399104,starting d18Ow = -15 per mil
100,-10,5.865167912408651,starting d18Ow = -10 per mil
100,-5,10.945295023077392,starting d18Ow = -5 per mil
100,0,16.025422133746133,starting d18Ow = 0 per mil
100,5,21.105549244414874,starting d18Ow = 5 per mil
100,10,26.185676355083615,starting d18Ow = 10 per mil
100.5,-15,0.7203348747204927,starting d18Ow = -15 per mil
100.5,-10,5.8001335289068265,starting d18Ow = -10 per mil
100.5,-5,10.879932183093274,starting d18Ow = -5 per mil
100.5,0,15.959730837279608,starting d18Ow = 0 per mil
100.5,5,21.039529491466055,starting d18Ow = 5 per mil
100.5,10,26.11932814565239,starting d18Ow = 10 per mil
101,-15,0.6558060556554892,starting d18Ow = -15 per mil
101,-10,5.735277152384697,starting d18Ow = -10 per mil
101,-5,10.814748249113904,starting d18Ow = -5 per mil
101,0,15.894219345843112,starting d18Ow = 0 per mil
101,5,20.97369044257232,starting d18Ow = 5 per mil
101,10,26.053161539301527,starting d18Ow = 10 per mil
101.5,-15,0.5914536185232464,starting d18Ow = -15 per mil
101.5,-10,5.670598053134995,starting d18Ow = -10 per mil
101.5,-5,10.749742487746857,starting d18Ow = -5 per mil
101.5,0,15.828886922358606,starting d18Ow = 0 per mil
101.5,5,20.90803135697047,starting d18Ow = 5 per mil
101.5,10,25.987175791582104,starting d18Ow = 10 per mil
102,-15,0.5272768412642108,starting d18Ow = -15 per mil
102,-10,5.606095505433018,starting d18Ow = -10 per mil
102,-5,10.684914169601939,starting d18Ow = -5 per mil
102,0,15.763732833770746,starting d18Ow = 0 per mil
102,5,20.842551497939553,starting d18Ow = 5 per mil
102,10,25.92137016210836,starting d18Ow = 10 per mil
102.5,-15,0.463275005754781,starting d18Ow = -15 per mil
102.5,-10,5.541768787509795,starting d18Ow = -10 per mil
102.5,-5,10.620262569264924,starting d18Ow = -5 per mil
102.5,0,15.698756351020052,starting d18Ow = 0 per mil
102.5,5,20.77725013277518,starting d18Ow = 5 per mil
102.5,10,25.855743914530194,starting d18Ow = 10 per mil
103,-15,0.39944739777843097,starting d18Ow = -15 per mil
103,-10,5.477617181523442,starting d18Ow = -10 per mil
103,-5,10.555786965268453,starting d18Ow = -5 per mil
103,0,15.633956749013578,starting d18Ow = 0 per mil
103,5,20.712126532758703,starting d18Ow = 5 per mil
103,10,25.790296316503827,starting d18Ow = 10 per mil
103.5,-15,0.3357933070017225,starting d18Ow = -15 per mil
103.5,-10,5.413639973534714,starting d18Ow = -10 per mil
103.5,-5,10.491486640067706,starting d18Ow = -5 per mil
103.5,0,15.569333306600697,starting d18Ow = 0 per mil
103.5,5,20.64717997313369,starting d18Ow = 5 per mil
103.5,10,25.725026639666794,starting d18Ow = 10 per mil
104,-15,0.2723120269458832,starting d18Ow = -15 per mil
104,-10,5.349836453478588,starting d18Ow = -10 per mil
104,-5,10.427360880011292,starting d18Ow = -5 per mil
104,0,15.504885306543997,starting d18Ow = 0 per mil
104,5,20.5824097330767,starting d18Ow = 5 per mil
104,10,25.65993415960952,starting d18Ow = 10 per mil
104.5,-15,0.20900285496202287,starting d18Ow = -15 per mil
104.5,-10,5.286205915139476,starting d18Ow = -10 per mil
104.5,-5,10.36340897531693,starting d18Ow = -5 per mil
104.5,0,15.440612035494382,starting d18Ow = 0 per mil
104.5,5,20.517815095671835,starting d18Ow = 5 per mil
104.5,10,25.595018155849402,starting d18Ow = 10 per mil
105,-15,0.14586509220407606,starting d18Ow = -15 per mil
105,-10,5.222747656123943,starting d18Ow = -10 per mil
105,-5,10.299630220043696,starting d18Ow = -5 per mil
105,0,15.376512783963562,starting d18Ow = 0 per mil
105,5,20.45339534788343,starting d18Ow = 5 per mil
105,10,25.530277911803296,starting d18Ow = 10 per mil
105.5,-15,0.08289804360481412,starting d18Ow = -15 per mil
105.5,-10,5.159460977836375,starting d18Ow = -10 per mil
105.5,-5,10.236023912067822,starting d18Ow = -5 per mil
105.5,0,15.312586846299382,starting d18Ow = 0 per mil
105.5,5,20.38914978053083,starting d18Ow = 5 per mil
105.5,10,25.465712714762276,starting d18Ow = 10 per mil
106,-15,0.020101017848332958,starting d18Ow = -15 per mil
106,-10,5.096345185451582,starting d18Ow = -10 per mil
106,-5,10.172589353054946,starting d18Ow = -5 per mil
106,0,15.248833520658195,starting d18Ow = 0 per mil
106,5,20.325077688261445,starting d18Ow = 5 per mil
106,10,25.401321855864808,starting d18Ow = 10 per mil
106.5,-15,-0.04252667265416221,starting d18Ow = -15 per mil
106.5,-10,5.033399587890813,starting d18Ow = -10 per mil
106.5,-5,10.109325848435674,starting d18Ow = -5 per mil
106.5,0,15.185252108980535,starting d18Ow = 0 per mil
106.5,5,20.26117836952551,starting d18Ow = 5 per mil
106.5,10,25.33710463007037,starting d18Ow = 10 per mil
107,-15,-0.10498571178902694,starting d18Ow = -15 per mil
107,-10,4.970623497795714,starting d18Ow = -10 per mil
107,-5,10.046232707380568,starting d18Ow = -5 per mil
107,0,15.121841916965423,starting d18Ow = 0 per mil
107,5,20.197451126550277,starting d18Ow = 5 per mil
107,10,25.27306033613513,starting d18Ow = 10 per mil
107.5,-15,-0.16727677976575706,starting d18Ow = -15 per mil
107.5,-10,4.908016231504462,starting d18Ow = -10 per mil
107.5,-5,9.98330924277468,starting d18Ow = -5 per mil
107.5,0,15.0586022540449,starting d18Ow = 0 per mil
107.5,5,20.133895265315118,starting d18Ow = 5 per mil
107.5,10,25.209188276585337,starting d18Ow = 10 per mil
108,-15,-0.2294005531419998,starting d18Ow = -15 per mil
108,-10,4.845577109024816,starting d18Ow = -10 per mil
108,-5,9.920554771191632,starting d18Ow = -5 per mil
108,0,14.995532433358335,starting d18Ow = 0 per mil
108,5,20.07051009552515,starting d18Ow = 5 per mil
108,10,25.145487757691853,starting d18Ow = 10 per mil
108.5,-15,-0.29135770484663226,starting d18Ow = -15 per mil
108.5,-10,4.783305454012066,starting d18Ow = -10 per mil
108.5,-5,9.85796861287065,starting d18Ow = -5 per mil
108.5,0,14.932631771729348,starting d18Ow = 0 per mil
108.5,5,20.007294930587932,starting d18Ow = 5 per mil
108.5,10,25.081958089446516,starting d18Ow = 10 per mil
109,-15,-0.3531489042055682,starting d18Ow = -15 per mil
109,-10,4.721200593742651,starting d18Ow = -10 per mil
109,-5,9.79555009169087,starting d18Ow = -5 per mil
109,0,14.869899589638976,starting d18Ow = 0 per mil
109,5,19.944249087587195,starting d18Ow = 5 per mil
109,10,25.0185985855353,starting d18Ow = 10 per mil
109.5,-15,-0.414774816965064,starting d18Ow = -15 per mil
109.5,-10,4.659261859090975,starting d18Ow = -10 per mil
109.5,-5,9.733298535147014,starting d18Ow = -5 per mil
109.5,0,14.807335211203053,starting d18Ow = 0 per mil
109.5,5,19.881371887259093,starting d18Ow = 5 per mil
109.5,10,24.95540856331513,starting d18Ow = 10 per mil
110,-15,-0.4762361053154791,starting d18Ow = -15 per mil
110,-10,4.597488584505186,starting d18Ow = -10 per mil
110,-5,9.671213274325964,starting d18Ow = -5 per mil
110,0,14.74493796414663,starting d18Ow = 0 per mil
110,5,19.818662653967408,starting d18Ow = 5 per mil
110,10,24.892387343788187,starting d18Ow = 10 per mil
110.5,-15,-0.5375334279154913,starting d18Ow = -15 per mil
110.5,-10,4.535880107983417,starting d18Ow = -10 per mil
110.5,-5,9.609293643882324,starting d18Ow = -5 per mil
110.5,0,14.682707179781232,starting d18Ow = 0 per mil
110.5,5,19.75612071568014,starting d18Ow = 5 per mil
110.5,10,24.82953425157916,starting d18Ow = 10 per mil
111,-15,-0.5986674399151752,starting d18Ow = -15 per mil
111,-10,4.474435771049798,starting d18Ow = -10 per mil
111,-5,9.547538982014657,starting d18Ow = -5 per mil
111,0,14.620642192979517,starting d18Ow = 0 per mil
111,5,19.69374540394449,starting d18Ow = 5 per mil
111,10,24.76684861490935,starting d18Ow = 10 per mil
111.5,-15,-0.6596387929797629,starting d18Ow = -15 per mil
111.5,-10,4.413154918730925,starting d18Ow = -10 per mil
111.5,-5,9.485948630441726,starting d18Ow = -5 per mil
111.5,0,14.558742342152527,starting d18Ow = 0 per mil
111.5,5,19.631536053863215,starting d18Ow = 5 per mil
111.5,10,24.704329765573902,starting d18Ow = 10 per mil
112,-15,-0.7204481353122674,starting d18Ow = -15 per mil
112,-10,4.3520368995338,starting d18Ow = -10 per mil
112,-5,9.424521934379982,starting d18Ow = -5 per mil
112,0,14.49700696922605,starting d18Ow = 0 per mil
112,5,19.56949200407223,starting d18Ow = 5 per mil
112,10,24.641977038918412,starting d18Ow = 10 per mil
112.5,-15,-0.7810961116770159,starting d18Ow = -15 per mil
112.5,-10,4.291081065421054,starting d18Ow = -10 per mil
112.5,-5,9.363258242519123,starting d18Ow = -5 per mil
112.5,0,14.435435419617193,starting d18Ow = 0 per mil
112.5,5,19.507612596715262,starting d18Ow = 5 per mil
112.5,10,24.579789773813445,starting d18Ow = 10 per mil
113,-15,-0.8415833634214778,starting d18Ow = -15 per mil
113,-10,4.230286771789565,starting d18Ow = -10 per mil
113,-5,9.302156907000608,starting d18Ow = -5 per mil
113,0,14.374027042211651,starting d18Ow = 0 per mil
113,5,19.445897177422694,starting d18Ow = 5 per mil
113,10,24.51776731263385,starting d18Ow = 10 per mil
113.5,-15,-0.9019105285003661,starting d18Ow = -15 per mil
113.5,-10,4.169653377446366,starting d18Ow = -10 per mil
113.5,-5,9.241217283393098,starting d18Ow = -5 per mil
113.5,0,14.312781189339717,starting d18Ow = 0 per mil
113.5,5,19.38434509528645,starting d18Ow = 5 per mil
113.5,10,24.455909001233067,starting d18Ow = 10 per mil
114,-15,-0.9620782414961013,starting d18Ow = -15 per mil
114,-10,4.109180244587719,starting d18Ow = -10 per mil
114,-5,9.180438730671426,starting d18Ow = -5 per mil
114,0,14.251697216755247,starting d18Ow = 0 per mil
114,5,19.322955702838954,starting d18Ow = 5 per mil
114,10,24.394214188922888,starting d18Ow = 10 per mil
114.5,-15,-1.0220871336434811,starting d18Ow = -15 per mil
114.5,-10,4.048866738774564,starting d18Ow = -10 per mil
114.5,-5,9.119820611192722,starting d18Ow = -5 per mil
114.5,0,14.190774483610767,starting d18Ow = 0 per mil
114.5,5,19.26172835602881,starting d18Ow = 5 per mil
114.5,10,24.332682228446856,starting d18Ow = 10 per mil
115,-15,-1.0819378328488938,starting d18Ow = -15 per mil
115,-10,3.9887122289133004,starting d18Ow = -10 per mil
115,-5,9.059362290675494,starting d18Ow = -5 per mil
115,0,14.130012352437689,starting d18Ow = 0 per mil
115,5,19.200662414199883,starting d18Ow = 5 per mil
115,10,24.271312475962077,starting d18Ow = 10 per mil
115.5,-15,-1.1416309637147606,starting d18Ow = -15 per mil
115.5,-10,3.928716087230896,starting d18Ow = -10 per mil
115.5,-5,8.999063138176552,starting d18Ow = -5 per mil
115.5,0,14.069410189122095,starting d18Ow = 0 per mil
115.5,5,19.139757240067752,starting d18Ow = 5 per mil
115.5,10,24.210104291013295,starting d18Ow = 10 per mil
116,-15,-1.2011671475596586,starting d18Ow = -15 per mil
116,-10,3.8688776892547594,starting d18Ow = -10 per mil
116,-5,8.938922526069177,starting d18Ow = -5 per mil
116,0,14.008967362883595,starting d18Ow = 0 per mil
116,5,19.079012199698013,starting d18Ow = 5 per mil
116,10,24.14905703651243,starting d18Ow = 10 per mil
116.5,-15,-1.2605470024406031,starting d18Ow = -15 per mil
116.5,-10,3.809196413790687,starting d18Ow = -10 per mil
116.5,-5,8.878939830021977,starting d18Ow = -5 per mil
116.5,0,13.948683246253154,starting d18Ow = 0 per mil
116.5,5,19.018426662484444,starting d18Ow = 5 per mil
116.5,10,24.08817007871562,starting d18Ow = 10 per mil
117,-15,-1.3197711431739663,starting d18Ow = -15 per mil
117,-10,3.749671642901262,starting d18Ow = -10 per mil
117,-5,8.81911442897649,starting d18Ow = -5 per mil
117,0,13.888557215051833,starting d18Ow = 0 per mil
117,5,18.95800000112706,starting d18Ow = 5 per mil
117,10,24.02744278720229,starting d18Ow = 10 per mil
117.5,-15,-1.378840181357532,starting d18Ow = -15 per mil
117.5,-10,3.690302761884368,starting d18Ow = -10 per mil
117.5,-5,8.759445705126154,starting d18Ow = -5 per mil
117.5,0,13.828588648368054,starting d18Ow = 0 per mil
117.5,5,18.89773159160984,starting d18Ow = 5 per mil
117.5,10,23.966874534851627,starting d18Ow = 10 per mil
118,-15,-1.4377547253897092,starting d18Ow = -15 per mil
118,-10,3.631089159253065,starting d18Ow = -10 per mil
118,-5,8.699933043895726,starting d18Ow = -5 per mil
118,0,13.768776928538387,starting d18Ow = 0 per mil
118,5,18.837620813181047,starting d18Ow = 5 per mil
118,10,23.90646469782382,starting d18Ow = 10 per mil
118.5,-15,-1.4965153804928377,starting d18Ow = -15 per mil
118.5,-10,3.572030226712741,starting d18Ow = -10 per mil
118.5,-5,8.640575833918433,starting d18Ow = -5 per mil
118.5,0,13.709121441124012,starting d18Ow = 0 per mil
118.5,5,18.77766704832959,starting d18Ow = 5 per mil
118.5,10,23.846212655535282,starting d18Ow = 10 per mil
119,-15,-1.5551227487320602,starting d18Ow = -15 per mil
119,-10,3.513125359142464,starting d18Ow = -10 per mil
119,-5,8.581373467016874,starting d18Ow = -5 per mil
119,0,13.649621574891398,starting d18Ow = 0 per mil
119,5,18.71786968276581,starting d18Ow = 5 per mil
119,10,23.78611779064022,starting d18Ow = 10 per mil
119.5,-15,-1.613577429036468,starting d18Ow = -15 per mil
119.5,-10,3.4543739545724748,starting d18Ow = -10 per mil
119.5,-5,8.522325338181417,starting d18Ow = -5 per mil
119.5,0,13.59027672179036,starting d18Ow = 0 per mil
119.5,5,18.658228105399303,starting d18Ow = 5 per mil
119.5,10,23.726179489008246,starting d18Ow = 10 per mil
120,-15,-1.6718800172197916,starting d18Ow = -15 per mil
120,-10,3.3957754141648593,starting d18Ow = -10 per mil
120,-5,8.46343084554951,starting d18Ow = -5 per mil
120,0,13.531086276934275,starting d18Ow = 0 per mil
120,5,18.598741708318926,starting d18Ow = 5 per mil
120,10,23.666397139703577,starting d18Ow = 10 per mil
