term,estimate,std.error,statistic,p.value,conf.low,conf.high,interpretation
(Intercept),-36.40316745195075,60.264751300471445,-0.6040540559181893,0.5484854402580086,-157.38970408489737,84.58336918099587,Regression intercept.
Age_Ma,1.193862767338908,1.0782775656125116,1.1071942933921086,0.2734048366617051,-0.970869773280439,3.3585953079582547,Positive slope means cooling toward younger ages.
