site,basin,sample_label,depth_mbsf,depth_composite_rmcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,source_record,dataset_doi,article_doi
ODP Site 1209,Pacific,"198-1209C-13H-2,90-92",214.4,238.66,60.10792,1.184,0.585,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,94-96",214.44,238.7,60.117639000000004,1.196,0.504,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,98-100",214.48,238.74,60.127359,1.119,0.465,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,102-104",214.52,238.78,60.137079,1.4,0.631,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,106-108",214.56,238.82,60.146799,1.531,0.616,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,110-112",214.6,238.86,60.153635,1.487,0.592,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,114-116",214.64,238.9,60.160471,1.321,0.564,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,118-120",214.68,238.94,60.167307,1.457,0.624,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,122-124",214.72,238.98,60.174142999999994,1.402,0.62,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,126-128",214.76,239.02,60.180979,1.404,0.64,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,24-26",214.34,239.023,60.181491,1.355,0.59,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,130-132",214.8,239.06,60.187813999999996,1.282,0.608,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,28-30",214.38,239.061,60.187985,1.3,0.656,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,32-34",214.42,239.094,60.193625,1.314,0.532,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,134-136",214.84,239.1,60.19465,1.263,0.499,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,36-38",214.46,239.128,60.199435,1.463,0.588,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,138-140",214.88,239.14,60.201485999999996,1.541,0.707,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,40-42",214.5,239.161,60.205074999999994,1.353,0.667,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,142-144",214.92,239.18,60.208322,1.387,0.615,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,44-46",214.54,239.195,60.210885000000005,1.22,0.491,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-13H-2,146-148",214.96,239.22,60.215158,1.305,0.633,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,48-50",214.58,239.228,60.216525000000004,1.179,0.492,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,52-54",214.62,239.262,60.222335,1.351,0.599,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,56-58",214.66,239.296,60.228146,1.319,0.496,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,60-62",214.7,239.329,60.233786,1.229,0.452,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,64-66",214.74,239.363,60.239596,1.349,0.619,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,68-70",214.78,239.396,60.245236,1.407,0.499,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,72-74",214.82,239.43,60.251046,1.449,0.509,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,76-78",214.86,239.463,60.256686,1.407,0.502,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,80-82",214.9,239.497,60.262496,1.359,0.678,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,84-86",214.94,239.53,60.268136,1.325,0.695,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,88-90",214.98,239.564,60.273946,1.375,0.488,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,92-94",215.02,239.597,60.279586,1.335,0.478,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,96-98",215.06,239.631,60.285396,1.434,0.544,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,100-102",215.1,239.664,60.291036,1.422,0.615,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,104-106",215.14,239.698,60.296845999999995,1.329,0.516,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,108-110",215.18,239.731,60.302485999999995,1.362,0.479,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,112-114",215.22,239.765,60.308296,1.368,0.537,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,116-118",215.26,239.801,60.314449,1.346,0.515,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,120-122",215.3,239.837,60.320601,1.263,0.429,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,124-126",215.34,239.873,60.326753,1.424,0.513,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,128-130",215.38,239.909,60.332905,1.447,0.576,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,132-134",215.42,239.945,60.339057999999994,1.315,0.43,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,136-138",215.46,239.98,60.345039,1.202,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,140-142",215.5,240.016,60.351191,1.301,0.476,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,144-146",215.54,240.052,60.357344,1.3,0.522,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-1,148-150",215.58,240.088,60.363496,1.273,0.52,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,2-4",215.62,240.124,60.369648,1.276,0.558,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,6-8",215.66,240.16,60.375800000000005,1.375,0.467,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,10-12",215.7,240.195,60.381782,1.224,0.422,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,14-16",215.74,240.231,60.387934,1.136,0.503,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,18-20",215.78,240.267,60.394086,1.098,0.543,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,30-32",215.9,240.375,60.412543,1.215,0.399,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,34-36",215.94,240.41,60.418525,1.125,0.424,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,38-40",215.98,240.446,60.424677,1.138,0.54,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,42-44",216.02,240.482,60.430828999999996,1.178,0.456,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,50-52",216.1,240.568,60.445526,1.196,0.523,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,54-56",216.14,240.611,60.452875,1.179,0.463,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,58-60",216.18,240.653,60.460052000000005,1.117,0.499,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,62-64",216.22,240.696,60.467400999999995,1.187,0.476,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,70-72",216.3,240.782,60.482098,1.066,0.447,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,74-76",216.34,240.825,60.494653,1.087,0.479,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,78-80",216.38,240.868,60.507208,1.097,0.397,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,82-84",216.42,240.91,60.519470999999996,1.169,0.456,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,86-88",216.46,240.953,60.532025999999995,1.146,0.338,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,90-92",216.5,240.996,60.544581,1.163,0.414,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,94-96",216.54,241.039,60.557136,1.339,0.529,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,98-100",216.58,241.082,60.569691,1.123,0.398,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,102-104",216.62,241.125,60.582246,1.109,0.452,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,114-116",216.74,241.253,60.619619,1.124,0.441,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,122-124",216.82,241.339,60.644729,1.116,0.379,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,138-140",216.98,241.51,60.694657,1.212,0.477,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-2,146-148",217.06,241.596,60.719767,1.221,0.553,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,0-2",217.1,241.639,60.732322,1.185,0.472,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,4-6",217.14,241.681,60.744585,1.227,0.541,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,24-26",217.34,241.896,60.80736,1.187,0.555,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,88-90",217.98,242.581,61.007365,0.982,0.481,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,92-94",218.02,242.624,61.01992,0.969,0.602,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,96-98",218.06,242.667,61.032475,0.923,0.239,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,100-102",218.1,242.709,61.044737999999995,0.801,0.424,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,104-106",218.14,242.752,61.057293,0.874,0.508,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,108-110",218.18,242.795,61.069848,0.76,0.398,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,140-142",218.5,243.13,61.167660000000005,0.833,0.255,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,144-146",218.54,243.17,61.179339,0.784,0.323,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-3,148-150",218.58,243.21,61.191018,0.933,0.462,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,2-4",218.62,243.25,61.204329,0.795,0.238,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,6-8",218.66,243.29,61.21764,0.788,0.259,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,10-12",218.7,243.33,61.230951,0.731,0.229,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,14-16",218.74,243.37,61.244262,0.835,0.393,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,26-28",218.86,243.49,61.284195,0.837,0.349,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,30-32",218.9,243.53,61.297506,0.825,0.402,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,34-36",218.94,243.57,61.310818,0.834,0.347,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,38-40",218.98,243.61,61.324129,0.926,0.302,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,42-44",219.02,243.65,61.33744,0.807,0.211,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,46-48",219.06,243.69,61.350750999999995,0.813,0.232,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,50-52",219.1,243.73,61.364062,0.943,0.26,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,54-56",219.14,243.77,61.377373,1.027,0.354,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,58-60",219.18,243.81,61.38393,1.076,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,62-64",219.22,243.85,61.390488,1.016,0.281,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,66-68",219.26,243.89,61.397045,1.047,0.265,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,70-72",219.3,243.93,61.403603000000004,1.062,0.299,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,74-76",219.34,243.97,61.410160000000005,0.977,0.249,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,78-80",219.38,244.01,61.416717,1.053,0.211,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,82-84",219.42,244.05,61.423275000000004,1.005,0.243,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,86-88",219.46,244.09,61.429832000000005,1.021,0.267,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,90-92",219.5,244.13,61.43639,1.242,0.222,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,94-96",219.54,244.17,61.442947,1.112,0.396,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,98-100",219.58,244.21,61.449504,1.086,0.348,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,102-104",219.62,244.25,61.456061999999996,1.024,0.38,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,106-108",219.66,244.29,61.462619,0.954,0.39,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,110-112",219.7,244.33,61.469177,1.056,0.26,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,114-116",219.74,244.37,61.475733999999996,0.966,0.26,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,118-120",219.78,244.41,61.482291,1.106,0.421,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,122-124",219.82,244.45,61.488849,1.096,0.44,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,126-128",219.86,244.49,61.495406,1.011,0.399,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,130-132",219.9,244.53,61.501964,0.968,0.361,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,138-140",219.98,244.61,61.515078,0.991,0.361,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,142-144",220.02,244.65,61.521636,0.956,0.368,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-4,146-148",220.06,244.69,61.528193,0.889,0.415,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,0-2",220.1,244.73,61.534751,0.891,0.375,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,4-6",220.14,244.77,61.541308,0.918,0.393,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,8-10",220.18,244.81,61.547864999999994,0.77,0.496,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,16-18",220.26,244.89,61.56098,0.685,0.198,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,20-22",220.3,244.93,61.567538,0.723,0.233,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,24-26",220.34,244.97,61.574095,0.827,0.495,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,28-30",220.38,245.01,61.580653,0.907,0.429,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,32-34",220.42,245.05,61.58721,0.836,0.364,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,36-38",220.46,245.09,61.593767,0.875,0.374,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,40-42",220.5,245.13,61.600325,0.89,0.464,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,44-46",220.54,245.17,61.606882,0.851,0.314,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,48-50",220.58,245.21,61.613440000000004,0.771,0.286,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,52-54",220.62,245.25,61.619997000000005,0.844,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,56-58",220.66,245.29,61.626554,0.762,0.378,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,64-66",220.74,245.37,61.639669000000005,0.776,0.309,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,68-70",220.78,245.41,61.646226999999996,0.583,0.222,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,76-78",220.86,245.49,61.659341,0.668,0.211,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,84-86",220.94,245.569,61.672292,0.878,0.23,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,88-90",220.98,245.609,61.67885,0.882,0.306,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,92-94",221.02,245.648,61.685118,0.805,0.279,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,96-98",221.06,245.688,61.691547,0.687,0.169,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,100-102",221.1,245.728,61.697977,0.555,0.078,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,104-106",221.14,245.767,61.704245,0.69,0.179,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,108-110",221.18,245.807,61.710675,0.784,0.287,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,112-114",221.22,245.846,61.716943,0.729,0.235,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-24H-5,116-118",221.26,245.886,61.723373,0.659,0.346,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
