correction_session,workbook_sheet,workbook_row,matlab_order,Type_1,Type_2,User,ben_status,Sample_Name,analysis_id,analysis_datetime_excel,acid_temperature_C,d13Ccarb_VPDB,d18Ocarb_VPDB,D47_CDES,D48_CDES,D47_iCDES_carb_corr,T47_Petersen_workbook_C,IPLnum,analysis_datetime,d18Ocarb_VSMOW,T47_Anderson2021_C,correction_source
22A,S22A Results,2,4133,Sample,Cave Pool Carbonates,yz,include,GC-mCOH,IPL-CI-4485 GC-mCOH,45977.5558217593,90,-0.0729859953081317,-17.2540133310406,0.511183364670457,0.21572859346324,0.508697308607835,62.9809833171237,4485,2025-11-16T13:20:23Z,13.122665116896936,58.86632038741584,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,3,4134,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4486 ETH-4,45978.3940277778,90,-10.2416933181143,-18.8150248242279,0.447097404946287,0.186619219607198,0.446333331278499,98.9469069209963,4486,2025-11-17T09:27:24Z,11.513402758455214,92.57042088693709,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,4,4135,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4487 EQG-ENRICHED,45978.4951388889,90,-10.9104649852326,10.3835023118651,0.927666406466804,0.369448264543078,0.91754403081739,-46.8434243965373,4487,2025-11-17T11:53:00Z,41.61445636832485,-46.85688767752174,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,5,4136,Sample,Cave Pool Carbonates,wmn,include,CAVENEE NEW,IPL-CI-4488 CAVENEE NEW,45978.5949074074,90,3.33833809520775,-8.55945356083388,0.615841235176421,0.243072505551348,0.612438631622828,20.9745359994968,4488,2025-11-17T14:16:39Z,22.085973729600745,18.893654875918685,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,6,4137,Sample,Cave Pool Carbonates,wmn,include,FS-LR-PF2022-p9,IPL-CI-4489 FS-LR-PF2022-p9,45978.6946643519,90,-4.51165777735761,-8.03822505505643,0.642708524429708,0.283949288221693,0.6391563321067,12.4821219380856,4489,2025-11-17T16:40:19Z,22.623313408491775,10.73832126964038,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,7,4138,HeatedGas,ETH-1 HEATED,jph,include,ETH-1 HEATED,IPL-CI-4490 ETH-1 HEATED,45978.7985300926,90,2.16681643612414,-2.80536435262972,0.0216726181014153,0.0141678160276497,0.0307204780380614,9999,4490,2025-11-17T19:09:53Z,28.017921835230496,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,8,4139,Sample,Cave Pool Carbonates,jph,include,FS-LR-PF2022-p8,IPL-CI-4491 FS-LR-PF2022-p8,45978.8990277778,90,-3.87572307729306,-6.04389389503619,0.638366110702266,0.273613045195458,0.635634884539976,13.5594931481855,4491,2025-11-17T21:34:36Z,24.67928934466824,11.774248286871511,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,9,4140,Standard,ETH-2,eyl,include,ETH-2,IPL-CI-4492 ETH-2,45979.3947685185,90,-10.1748638707659,-18.6381659667484,0.201947343851851,0.131002976488713,0.207983472916016,727.214408207426,4492,2025-11-18T09:28:27Z,11.69572832321941,577.9056679434524,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,10,4141,EquilibratedGas,Depleted,yz,include,Depleted Eq Gas,IPL-CI-4493 EQG-DEPLETED,45979.5203240741,90,-10.8932363346606,-22.226917971054,0.922900871379977,0.293113641571002,0.915415049923143,-46.5206024810734,4493,2025-11-18T12:29:16Z,7.996047994460721,-46.5407411732821,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,11,4142,Sample,Cave Pool Carbonates,jph,include,GC-mCOH,IPL-CI-4494 GC-mCOH,45979.6211574074,90,-0.0889581930877607,-17.2438212267345,0.520097371049074,0.180255362524066,0.520602779658446,57.2294453406398,4494,2025-11-18T14:54:27Z,13.133172259147138,53.43068973199655,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,12,4143,Sample,Cave Pool Carbonates,jph,include,FS-HH2-11mm,IPL-CI-4495 FS-HH2-11mm,45979.7237037037,90,-5.87831692946817,-6.76597491305339,0.627593860738575,0.306985849982825,0.626373215407512,16.4523115171858,4495,2025-11-18T17:22:07Z,23.93488880238413,14.553898374766561,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,13,4144,HeatedGas,ETH-2 HEATED,jph,include,ETH-2 HEATED,IPL-CI-4496 ETH-2 HEATED,45979.8342361111,90,-9.96177342853732,-18.3381628265757,0.0224276898466961,0.0193734845989442,0.032706148701243803,9999,4496,2025-11-18T20:01:17Z,12.005004560454843,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,14,4145,Sample,Cave Pool Carbonates,jph,include,FS-LR-PF2022-P15,IPL-CI-4497 FS-LR-PF2022-P15,45979.9342824074,90,-4.15333248050513,-6.17622750867637,0.632415440754762,0.28718000330428,0.631683408431791,14.7830665555377,4497,2025-11-18T22:25:21Z,24.542865299030442,12.950291427747459,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,15,4146,Standard,IAEA-C1,eyl ,include,IAEA-C1,IPL-CI-4498 IAEA-C1,45980.3789467593,90,2.41348884619001,-2.30465930687391,0.302811637207259,0.13878513349971,0.308326220319165,252.497385832368,4498,2025-11-19T09:05:41Z,28.534103673950618,230.19819873842914,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,16,4147,Sample,Cave Pool Carbonates,eyl,include,HH5-16.5-1,IPL-CI-4499 HH5-16.5-1,45980.5060532407,90,-9.16874033507281,-4.9294021133093,0.66323377134287,0.32147768285849,0.662483352054182,5.63948150383419,4499,2025-11-19T12:08:42Z,25.82823006736831,4.150089302067045,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,17,4148,Standard,ETH-3,jph,include,ETH-3,IPL-CI-4500 ETH-3,45980.6058333333,90,1.59315807086672,-1.85305739117579,0.615657340946533,0.245084207726503,0.61600800835567,19.7960050394411,4500,2025-11-19T14:32:23Z,28.999664604862968,17.763333549775382,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,18,4149,Sample,Cave Pool Carbonates,jph,include,FS-LR-PF2022-p13,IPL-CI-4501 FS-LR-PF2022-P13,45980.7078703704,90,-4.53669267411991,-6.40265013184266,0.642018493784724,0.211893301488434,0.64214480269561,11.5772776424212,4501,2025-11-19T16:59:20Z,24.309443952582082,9.867991022693047,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,19,4150,Sample,Cave Pool Carbonates,jph,include,MY-287-26,IPL-CI-4502 MY-287-26,45980.8085185185,90,-9.97183971262942,-4.47453092980474,0.653017255852619,0.264380950521786,0.653186280838596,8.30723480179535,4502,2025-11-19T19:24:15Z,26.297161319154995,6.720457768416395,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,20,4151,HeatedGas,ETH-1 HEATED,jph,include,ETH-1 HEATED,IPL-CI-4503 ETH-1 HEATED,45980.935787037,90,2.13670395673323,-2.80722821546139,0.0342643219893622,-0.0200345902815418,0.0452706671536506,9999,4503,2025-11-19T22:27:31Z,28.0160003603987,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,21,4152,Sample,Cave Pool Carbonates,wmn,include,FS-LR-PF2022-p9,IPL-CI-4504 FS-LR-PF2022-p9,45981.4011574074,90,-4.48762304031656,-8.06175309511574,0.653766952857248,0.283032525181854,0.654366914054918,7.96420728081785,4504,2025-11-20T09:37:39Z,22.599058116714232,6.390080707436653,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,22,4153,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4505 EQG-ENRICHED,45981.5028356482,90,-10.9109443684378,10.3970264855172,0.944074731117913,0.385137497158079,0.940018492883814,-50.1692199039899,4505,2025-11-20T12:04:05Z,41.62839857418454,-50.11552576797473,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,23,4154,Sample,Cave Pool Carbonates,wmn,include,FS-HH2-11mm,IPL-CI-4506 FS-HH2-11mm,45981.6031018519,90,-5.88749876176131,-6.7604004173334,0.628122717197975,0.259868398959032,0.629556783517315,15.4480936504204,4506,2025-11-20T14:28:28Z,23.940635605766825,13.589278551667235,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,24,4155,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4507 ETH-1,45981.7115162037,90,1.96039773687048,-2.3361620565327,0.196445033769587,0.128086203115971,0.205131978778172,766.70164830348,4507,2025-11-20T17:04:34Z,28.501627174299873,601.3142891104998,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,25,4156,Sample,Cave Pool Carbonates,jph,include,GC-mCOH,IPL-CI-4508 GC-mCOH,45981.8131134259,90,-0.0859794039190547,-17.2699587108016,0.516299901142309,0.208986002084062,0.519909676657273,57.5562227584422,4508,2025-11-20T19:30:52Z,13.106226865447525,53.7398465848043,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,26,4157,EquilibratedGas,Depleted,jph,include,Depleted Eq Gas,IPL-CI-4509 EQG DEPLETED,45981.9140509259,90,-10.8925723262012,-22.163597007185,0.919510601829218,0.284143523970221,0.916829253349097,-46.7351950432073,4509,2025-11-20T21:56:13Z,8.06132620932291,-46.75089322014307,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,27,4158,Sample,Cave Pool Carbonates,jph,include,CAVENEE NEW,IPL-CI-4510 CAVENEE NEW,45982.0144212963,90,3.30538323250615,-8.56328297138297,0.621670806135247,0.248923827433923,0.623911860040916,17.2359424546635,4510,2025-11-21T00:20:46Z,22.08202595197158,15.306397640969806,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,28,4159,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4511 ETH-4,45982.3991666667,90,-10.2321897527627,-18.8131314891717,0.442508795008359,0.18406466398107801,0.447699337745662,98.0315566182982,4511,2025-11-21T09:34:48Z,11.515354616498005,91.71894007344713,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,29,4160,Sample,Cave Pool Carbonates,wmn,include,FS-LR-PF2022-p8,IPL-CI-4512 FS-LR-PF2022-p8,45982.5084606482,90,-3.68515283200553,-6.09721853741454,0.637509526821294,0.294539895386358,0.639814956459849,12.2819637015265,4512,2025-11-21T12:12:11Z,24.624316437593976,10.545820839475027,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,30,4161,Sample,Enriched,wmn,include,Online Enriched Heated Gas,IPL-CI-4513 OLHG-ENRICHED,45982.6116666667,90,-10.6953876408339,9.70877979606981,0.0478903547860816,0.0248454483017121,0.0593015675452083,9999,4513,2025-11-21T14:40:48Z,40.91887817956633,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,31,4162,HeatedGas,ETH-2 HEATED,wmn,include,ETH-2 HEATED,IPL-CI-4514 ETH-2 HEATED,45982.7333912037,90,-9.04666768088117,-18.4209986248654,0.0253763908438928,-0.037340253981581,0.0371514603802325,9999,4514,2025-11-21T17:36:04Z,11.919608307640008,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,32,4163,Sample,Cave Pool Carbonates,jph,include,CAV-E-2-2,IPL-CI-4515 CAV-E-2-2,45982.8342708333,90,0.116441992464046,-12.3370487000081,0.642450925557227,0.262040527186706,0.645108556959337,10.688356715096,4515,2025-11-21T20:01:20Z,18.19161312467465,9.012716669243275,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,33,4164,Sample,Depleted,eyl,include,Online Depleted Heated Gas,IPL-CI-4516 OLHG-DEPLETED,45983.7375231482,90,-10.0987066547981,-21.969234656775,0.0584420064091904,-0.0274784147915224,0.0697607768961528,9999,4516,2025-11-22T17:42:02Z,8.261696299984084,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,34,4165,Standard,ETH-2,eyl,include,ETH-2,IPL-CI-4517 ETH-2,45984.6441898148,90,-9.89858221893065,-18.7209962217915,0.21414558758795,0.103646851139765,0.223232588724588,572.783833932403,4517,2025-11-23T15:27:37Z,11.610337784992925,478.357109026256,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,35,4166,Sample,Cave Pool Carbonates,wmn,include,FS-LR-PF2022-p14,IPL-CI-4518 FS-LR-PF2022-p14,45985.3832060185,90,-4.45057411364529,-6.97018845309439,0.648785695315717,0.234030657872017,0.651732377868021,8.7313899694696,4518,2025-11-24T09:11:48Z,23.724363021820462,7.128918011056101,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,36,4167,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4519 EQG-ENRICHED,45985.4827662037,90,-10.9015447496435,10.3831569474969,0.924585644760517,0.368587706369335,0.923784206474933,-47.7817465637257,4519,2025-11-24T11:35:10Z,41.61410032874403,-47.77596486550766,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,37,4168,Standard,102-GC-AZ01,wmn,include,102-GC-AZ01,IPL-CI-4520 102-GC-AZ01,45985.58625,90,1.53073795217206,-14.4935706077677,0.621915549675532,0.202580986885835,0.625464719231881,16.7408136284618,4520,2025-11-24T14:04:12Z,15.968433124746202,14.830962686652981,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,38,4169,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4521 ETH-3,45985.6859143519,90,2.69987603529779,-1.96194638538661,0.622698365966328,0.320944437874992,0.626340602704868,16.4626531081212,4521,2025-11-24T16:27:43Z,28.887409851841092,14.563830444633595,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,39,4170,EquilibratedGas,Depleted,jph,include,Depleted Eq Gas,IPL-CI-4522 EQG DEPLETED,45985.9069907407,90,-9.7326728655593,-22.4137442773028,0.935746191317703,0.338690855790256,0.935284442413455,-49.4808627379511,4522,2025-11-24T21:46:03Z,7.803446887085769,-49.44082793352871,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,40,4171,Sample,Enriched,jph,include,Online Enriched Heated Gas,IPL-CI-4523 OLHG ENRICHED,45986.4664351852,90,-10.758671127882799,9.59572766004404,0.0579087475779798,0.013487747581214,0.0692201648092217,9999,4523,2025-11-25T11:11:40Z,40.802331602016004,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,41,4172,Sample,Depleted,jph,include,Online Depleted Heated Gas,IPL-CI-4524 OLHG DEPLETED,45986.5756018519,90,-10.6758360045527,-21.8480803189768,0.0431916591587103,-0.0235787141286852,0.0546762789601195,9999,4524,2025-11-25T13:48:52Z,8.386595518363631,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,42,4173,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4525 EQG-ENRICHED,45992.4011574074,90,-10.8053800498679,10.290606027603,0.937194423242941,0.373841845206442,0.93717539773664,-49.7565819758131,4525,2025-12-01T09:37:39Z,41.51868865991621,-49.711060952007415,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,43,4174,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4526 EQG-DEPLETED,45992.502662037,90,-10.864231593749,-22.2529510775694,0.906890710432723,0.348919842558912,0.907402054879427,-45.2930721180786,4526,2025-12-01T12:03:49Z,7.969210204622932,-45.33884889423848,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,44,4175,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4527 ETH-1,45992.7153356482,90,1.97355878470934,-2.33226628182187,0.189968446462347,0.0693367938212331,0.19954122616347,859.964552192726,4527,2025-12-01T17:10:05Z,28.505643367407018,653.4366078265183,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,45,4176,Standard,ETH-2,eyl,include,ETH-2,IPL-CI-4528 ETH-2,45993.4164814815,90,-10.1754891422416,-18.6403660039133,0.195338692032157,0.110436388307515,0.204840028207062,771.013756291736,4528,2025-12-02T09:59:44Z,11.69346028290574,603.8215150947415,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,46,4177,Standard,ETH-3,eyl,include,ETH-3,IPL-CI-4529 ETH-3,45994.4149537037,90,1.6474513985362,-1.87274077445128,0.60100477163793,0.246286791688603,0.605609013608985,23.2697434086928,4529,2025-12-03T09:57:31Z,28.97937280821043,21.09363563591984,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,47,4178,Standard,ETH-4,jph,include,ETH-4,IPL-CI-4530 ETH-4,45994.7174537037,90,-10.2296178612949,-18.8244151909131,0.437548913520801,0.202150058516557,0.444160960486688,100.41664712187,4530,2025-12-03T17:13:07Z,11.503722135535774,93.93690188249775,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,48,4179,Standard,IAEA-C1,wmn,include,IAEA-C1,IPL-CI-4531 IAEA-C1,45995.3927777778,90,2.40861685074766,-2.34119301794866,0.287058676813937,0.183112378351459,0.295460588733841,278.732650678419,4531,2025-12-04T09:25:36Z,28.496440705866547,252.5895488119279,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,49,4180,Standard,102-GC-AZ01,wmn,include,102-GC-AZ01,IPL-CI-4532 102-GC-AZ01,45995.5006828704,90,0.398347568482845,-14.4953291739777,0.58105422365675,0.27293534344615,0.586089128813125,30.1382785435658,4532,2025-12-04T12:00:59Z,15.96662020125465,27.666538008985583,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,50,4181,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4533 EQG-ENRICHED,45995.6009722222,90,-10.9114813416384,10.3973586407963,0.922124581437317,0.345132568143147,0.923375627086941,-47.7206660852915,4533,2025-12-04T14:25:23Z,41.628740996383314,-47.716130007162405,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,51,4182,Sample,Cave Pool Carbonates,wmn,include,FS-LR-PF2022-p8,IPL-CI-4534 FS-LR-PF2022-p8,45995.7007638889,90,-3.84787300468832,-6.05641717832718,0.630623445891498,0.253471611180428,0.635225336793387,13.6855854040919,4534,2025-12-04T16:49:06Z,24.666378966690726,11.895465166099996,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,52,4183,Sample,Cave Pool Carbonates,wmn,include,CAV-E-2-2,IPL-CI-4535 CAV-E-2-2,45996.3909606482,90,-0.474626021603968,-12.2238126289612,0.642171269906479,0.287909466898687,0.646712306813262,10.2108010631516,4535,2025-12-05T09:22:59Z,18.308349322677607,8.553130780932065,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,53,4184,HeatedGas,ETH-1 HEATED,wmn,include,ETH-1 HEATED,IPL-CI-4536 ETH-1-HEATED,45996.513275463,90,2.15986929516726,-3.03972431320612,0.0135844950285876,-0.00458007229177848,0.024901567245037,9999,4536,2025-12-05T12:19:07Z,27.77631780827268,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,54,4185,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4537 EQG-DEPLETED,45996.6131828704,90,-10.895327318823,-22.1588749165279,0.91480444361704,0.302975364215653,0.91661732705102,-46.7030759739452,4537,2025-12-05T14:42:59Z,8.066194259802224,-46.71943800005866,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,55,4186,Sample,Cave Pool Carbonates,jph,include,FS-LR-PF2022-p14,IPL-CI-4538 FS-LR-PF2022-P14,45996.7463310185,90,-5.29711562110907,-6.88600547502214,0.651341920801017,0.241719208508292,0.655979503049229,7.49769703243129,4538,2025-12-05T17:54:42Z,23.811148095744926,5.940713882367106,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,56,4187,HeatedGas,ETH-2 HEATED,jph,include,ETH-2 HEATED,IPL-CI-4539 ETH-2 HEATED,45996.8464930556,90,-9.95894562017046,-18.4940650057347,0.0271895918765825,-0.037237789083813,0.0381841817332209,9999,4539,2025-12-05T20:18:57Z,11.84428344493804,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,57,4188,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4540 EQG-ENRICHED,45999.4556134259,90,-10.9140322495265,10.2900897546708,0.909378290008425,0.293215916406603,0.911588026958056,-45.9368125407313,4540,2025-12-08T10:56:04Z,41.51815642898767,-45.96909383263886,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,58,4189,Sample,Evan's BHB Carbs,euf,include,CARB 25-01-SC,IPL-CI-4541 CARB 25-01-SC,45999.7080208333,90,-8.77313067421554,-8.22466390201263,0.59298726750211,0.229033965814518,0.598373864025008,25.7608258462367,4541,2025-12-08T16:59:32Z,22.43111173677616,23.479353186636956,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,59,4190,Standard,ETH-4,euf,include,ETH-4,IPL-CI-4542 ETH-4,46000.4210648148,90,-10.2134662220002,-18.6584979763309,0.443118274678099,0.142520581893246,0.449974966538932,96.5215620138569,4542,2025-12-09T10:06:19Z,11.674767851220714,90.31357054051534,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,60,4191,Sample,Evan's BHB Carbs,euf,include,CARB 25-02-SC,IPL-CI-4543 CARB 25-02-SC,46000.5254398148,90,-9.15089182180792,-8.68709683669207,0.577904210831131,0.234557225169547,0.583524638437006,31.0765985965695,4543,2025-12-09T12:36:37Z,21.95438500008578,28.563218890705343,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,61,4192,HeatedGas,ETH-1 HEATED,euf,include,ETH-1 HEATED,IPL-CI-4544 ETH-1 HEATED,46000.638275463,90,2.09605038732018,-2.68916142144114,0.0106652198254561,-0.00894325030673365,0.0214892887618241,9999,4544,2025-12-09T15:19:07Z,28.137716599022113,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,62,4193,Sample,Evan's BHB Carbs,euf,include,CARB 24-03-SC,IPL-CI-4545 CARB-25-03-SC,46000.7400810185,90,-9.26357380537065,-8.81494852993357,0.575500953163416,0.211711055249819,0.581226702028695,31.9248296240706,4545,2025-12-09T17:45:42Z,21.822581411006183,29.373547451768786,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,63,4194,Sample,Evan's BHB Carbs,euf,include,CARB 25-11-SC,IPL-CI-4546 CARB-25-11-SC,46001.3992824074,90,-8.30335475312835,-9.35679708940829,0.553874378233071,0.255734403438949,0.559828657133637,40.1798638481336,4546,2025-12-10T09:34:57Z,21.2639843125581,37.24664840868314,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,64,4195,Standard,ETH-1,euf,include,ETH-1,IPL-CI-4547 ETH-1,46001.5053356482,90,1.94381290243216,-2.29509984959922,0.199510514812485,0.140267111763399,0.208514562045101,720.344959043918,4547,2025-12-10T12:07:41Z,28.543958614049668,573.7499651217032,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,65,4196,HeatedGas,ETH-2 HEATED,wmn,include,ETH-2 HEATED,IPL-CI-4549 ETH-2 HEATED,46001.6781481481,90,-9.98217578849322,-18.4011841066411,0.0250863119283266,-0.0638229313380898,0.0355043667120045,9999,4549,2025-12-10T16:16:31Z,11.940035292622625,NA,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,66,4197,Sample,Evan's BHB Carbs,wmn,include,CARB-25-04-SC,IPL-CI-4550 CARB-25-04-SC,46002.4091666667,90,-9.87273241264704,-8.49986029394942,0.591324786646523,0.273079683441375,0.597079380199868,26.2131791583061,4550,2025-12-11T09:49:12Z,22.147409024364606,23.91234766700319,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,67,4198,Sample,Evan's BHB Carbs,wmn,include,CARB-25-05-SC,IPL-CI-4551 CARB-25-05-SC,46002.5098148148,90,-8.973533614221,-8.15398394075127,0.579351312563627,0.244235495737465,0.585241655732556,30.447398892304,4551,2025-12-11T12:14:07Z,22.503976415640107,27.9619742094265,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,68,4199,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4552 EQG-DEPLETED,46002.7021990741,90,-10.8973990753764,-22.2414642265085,0.903695769727707,0.324589786982645,0.907121528861452,-45.2497355040868,4552,2025-12-11T16:51:10Z,7.981052114250122,-45.29642479491099,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,69,4200,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4553 ETH-3,46003.3835185185,90,1.67380900219273,-1.86849785268661,0.60351372557553,0.246528642388691,0.60929832701232,22.0232442507356,4553,2025-12-12T09:12:15Z,28.983746878686848,19.899072681373866,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,70,4201,Standard,Evan's BHB Carbs,euf,include,CARB25-08-SC,IPL-CI-4554 CARB25-08-SC,46003.5138194444,90,-7.7149241016078,-8.38114259974809,0.61234413824757306,0.268574431399134,0.618106266466744,19.1097827856032,4554,2025-12-12T12:19:53Z,22.269796282493697,17.104968431345867,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,71,4202,Sample,Evan's BHB Carbs,euf,include,CARB 25-09-SC,IPL-CI-4555 CARB25-09-SC,46003.6147222222,90,-8.47613170130583,-8.69277691183974,0.606031095705195,0.217373046380528,0.611881792600427,21.1596778365965,4555,2025-12-12T14:45:11Z,21.948529353815296,19.071180925445958,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,72,4203,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4556 EQG-ENRICHED,46003.7313657407,90,-10.9107075266255,10.3258650682814,0.927990412527874,0.374258399491271,0.931653537482919,-48.948567636437,4556,2025-12-12T17:33:09Z,41.55503755754198,-48.91918122660178,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
22A,S22A Results,73,4204,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4557 EQG-DEPLETED,46006.3970949074,90,-10.8998408689603,-21.9762939552451,0.90447291204769,0.335236219614628,0.908399783869053,-45.4470045989276,4557,2025-12-15T09:31:48Z,8.254418798598273,-45.489544185967844,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction
