site,event,sample_label,depth_mbsf,depth_composite_mcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,d18O_corrected_vpdb,bottom_water_temperature_C,source_record,dataset_doi,article_doi
ODP Site 1262,208-1262B,"208-1262B-12H-2,52-53",97.925,108.565,53.062599999999996,0.02,-0.89,-0.888,14.34,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,55-56",97.955,108.595,53.06537,0,-0.92,-0.921,14.49,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,58-59",97.985,108.625,53.06814,0.12,-0.8,-0.787,13.88,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,61-62",98.015,108.655,53.070910000000005,0.05,-0.71,-0.685,13.42,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,64-65",98.045,108.685,53.07368,0.09,-0.69,-0.663,13.32,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,67-68",98.075,108.715,53.076449999999994,0.31,-0.66,-0.629,13.16,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,70-71",98.105,108.745,53.07922,0.32,-0.6,-0.562,12.86,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,73-74",98.135,108.775,53.082,0.27,-0.56,-0.517,12.66,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,76-77",98.165,108.805,53.08477,0.16,-0.67,-0.64,13.21,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,79-80",98.195,108.835,53.087540000000004,0.17,-0.63,-0.596,13.01,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,82-83",98.225,108.865,53.090309999999995,0.01,-0.73,-0.708,13.52,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,85-86",98.255,108.895,53.09308,0.01,-0.67,-0.64,13.21,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,88-89",98.285,108.925,53.09585,0.11,-0.7,-0.674,13.37,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,91-92",98.315,108.955,53.098620000000004,0.11,-0.67,-0.64,13.21,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,94-95",98.345,108.985,53.1014,-0.05,-0.77,-0.753,13.72,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,97-98",98.375,109.015,53.104169999999996,0.03,-0.72,-0.697,13.47,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,103-104",98.435,109.075,53.11473,-0.05,-0.72,-0.697,13.47,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,106-107",98.465,109.105,53.121809999999996,-0.02,-0.81,-0.798,13.93,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,109-110",98.495,109.135,53.12889,-0.07,-0.76,-0.742,13.67,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,112-113",98.525,109.165,53.13596,-0.07,-0.7,-0.674,13.37,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,115-116",98.555,109.195,53.14304,0.1,-0.64,-0.607,13.06,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,118-119",98.585,109.225,53.15012,0.16,-0.56,-0.517,12.66,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,121-122",98.615,109.255,53.157199999999996,0.03,-0.65,-0.618,13.11,Lauretano et al. (2015),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,124-125",98.645,109.285,53.164269999999995,0.22,-0.56,-0.52,12.67,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,133-134",98.735,109.375,53.1855,-0.18,-0.84,-0.832,14.09,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,139-140",98.795,109.435,53.19966,-0.24,-0.92,-0.921,14.49,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,142-143",98.825,109.465,53.206739999999996,-0.11,-0.78,-0.768,13.79,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,145-146",98.855,109.495,53.213809999999995,-0.31,-0.98,-0.991,14.81,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-2,148-149",98.885,109.525,53.22089,-0.12,-0.89,-0.885,14.33,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,1-2",98.915,109.555,53.22797,0.21,-0.52,-0.467,12.43,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,4-5",98.945,109.585,53.23504,-0.15,-0.9,-0.894,14.37,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,7-8",98.975,109.615,53.24212,-0.03,-0.76,-0.746,13.69,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,10-11",99.005,109.645,53.249199999999995,-0.45,-0.99,-1.002,14.86,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,13-14",99.035,109.675,53.25628,-0.36,-1.04,-1.056,15.11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,16-17",99.065,109.705,53.263349999999996,-0.35,-1.07,-1.092,15.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,19-20",99.095,109.735,53.27043,-0.13,-0.92,-0.917,14.47,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,22-23",99.125,109.765,53.27687,-0.14,-0.82,-0.811,13.99,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,25-26",99.155,109.795,53.280089999999994,-0.21,-0.9,-0.904,14.41,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,28-29",99.185,109.825,53.283319999999996,-0.05,-0.83,-0.824,14.05,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,31-32",99.215,109.855,53.28654,-0.25,-1.04,-1.053,15.1,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,34-35",99.245,109.885,53.28977,-0.27,-0.98,-0.99,14.81,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,37-38",99.275,109.915,53.292989999999996,-0.27,-0.85,-0.844,14.14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,40-41",99.305,109.945,53.29622,0.02,-0.77,-0.756,13.74,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,43-44",99.335,109.975,53.299440000000004,0.06,-0.82,-0.808,13.97,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,46-47",99.365,110.005,53.30267,-0.05,-0.76,-0.741,13.67,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,49-50",99.395,110.035,53.30589,-0.16,-0.87,-0.868,14.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,52-53",99.425,110.065,53.30912,0.08,-0.56,-0.521,12.68,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,55-56",99.455,110.095,53.31234,0.19,-0.78,-0.759,13.75,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,58-59",99.485,110.125,53.31557,0.14,-0.81,-0.796,13.92,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,61-62",99.515,110.155,53.31879,0.09,-0.82,-0.813,14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,64-65",99.545,110.185,53.322019999999995,0.02,-0.87,-0.868,14.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,67-68",99.575,110.215,53.32524,0.04,-0.94,-0.942,14.59,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,70-71",99.605,110.245,53.32847,0.25,-0.74,-0.72,13.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,73-74",99.635,110.275,53.33169,0.14,-0.75,-0.726,13.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,76-77",99.665,110.305,53.33492,0.32,-0.66,-0.631,13.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,79-80",99.695,110.335,53.33814,0.45,-0.6,-0.562,12.86,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,82-83",99.725,110.365,53.341370000000005,0.36,-0.54,-0.497,12.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,85-86",99.755,110.395,53.34459,0.38,-0.6,-0.558,12.84,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,88-89",99.785,110.425,53.34782,0.31,-0.66,-0.633,13.18,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,91-92",99.815,110.455,53.35104,0.24,-0.7,-0.674,13.37,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,94-95",99.845,110.485,53.35427,0.3,-0.65,-0.621,13.13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,97-98",99.875,110.515,53.35749,0.22,-0.66,-0.63,13.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,100-101",99.905,110.545,53.36072,0.24,-0.69,-0.658,13.29,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,103-104",99.935,110.575,53.36394,0.14,-0.74,-0.718,13.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,106-107",99.965,110.605,53.36717,0.13,-0.68,-0.655,13.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,109-110",99.995,110.635,53.37039,0.12,-0.71,-0.685,13.42,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,112-113",100.025,110.665,53.37362,0.23,-0.62,-0.58,12.94,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,115-116",100.055,110.695,53.376839999999994,0.14,-0.76,-0.747,13.7,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,118-119",100.085,110.725,53.380069999999996,0.26,-0.6,-0.56,12.85,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,121-122",100.115,110.755,53.38329,0.41,-0.58,-0.534,12.73,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,124-125",100.145,110.785,53.38652,0.34,-0.55,-0.506,12.61,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,127-128",100.175,110.815,53.389739999999996,0.22,-0.74,-0.715,13.55,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,130-131",100.205,110.845,53.39297,0.09,-0.82,-0.804,13.96,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,133-134",100.235,110.875,53.396190000000004,0.09,-0.87,-0.861,14.22,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,136-137",100.265,110.905,53.39942,0.29,-0.58,-0.538,12.75,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,139-140",100.295,110.935,53.40264,0.33,-0.68,-0.656,13.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,142-143",100.325,110.965,53.40587,0.31,-0.53,-0.485,12.51,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,145-146",100.355,110.995,53.40909,0.32,-0.55,-0.502,12.59,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-3,148-149",100.385,111.025,53.41232,0.25,-0.56,-0.519,12.67,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,4-5",100.445,111.085,53.418769999999995,0.38,-0.5,-0.449,12.35,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,10-11",100.505,111.145,53.42522,0.4,-0.51,-0.46,12.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,13-14",100.535,111.175,53.42844,0.24,-0.55,-0.503,12.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,16-17",100.565,111.205,53.43167,0.33,-0.5,-0.445,12.34,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,22-23",100.625,111.265,53.438120000000005,0.16,-0.46,-0.405,12.16,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,25-26",100.655,111.295,53.44134,0.32,-0.61,-0.57,12.9,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,28-29",100.685,111.325,53.44457,0.32,-0.57,-0.53,12.72,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,31-32",100.715,111.355,53.44779,0.24,-0.65,-0.622,13.13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,34-35",100.745,111.385,53.45102,0.32,-0.48,-0.427,12.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,37-38",100.775,111.415,53.45424,0.36,-0.56,-0.52,12.67,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,40-41",100.805,111.445,53.45747,0.31,-0.48,-0.432,12.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,43-44",100.835,111.475,53.46069,0.29,-0.63,-0.592,13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,46-47",100.865,111.505,53.46392,0.25,-0.64,-0.602,13.04,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,49-50",100.895,111.535,53.46714,0.14,-0.66,-0.628,13.16,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,52-53",100.925,111.565,53.47037,0.21,-0.65,-0.622,13.13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,55-56",100.955,111.595,53.473589999999994,0.25,-0.54,-0.489,12.53,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,58-59",100.985,111.625,53.47682,0.27,-0.48,-0.429,12.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,61-62",101.015,111.655,53.48004,0.26,-0.54,-0.489,12.53,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,64-65",101.045,111.685,53.48327,0.23,-0.56,-0.521,12.68,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,67-68",101.075,111.715,53.486489999999996,0.3,-0.47,-0.42,12.22,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,70-71",101.105,111.745,53.48972,0.33,-0.48,-0.431,12.27,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,73-74",101.135,111.775,53.492940000000004,0.33,-0.48,-0.423,12.23,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,76-77",101.165,111.805,53.49617,0.32,-0.48,-0.43,12.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,79-80",101.195,111.835,53.49939,0.32,-0.48,-0.424,12.24,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,82-83",101.225,111.865,53.50262,0.32,-0.47,-0.42,12.22,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,85-86",101.255,111.895,53.505849999999995,0.31,-0.51,-0.459,12.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,88-89",101.285,111.925,53.50907,0.19,-0.59,-0.549,12.8,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,91-92",101.315,111.955,53.5123,0.19,-0.6,-0.564,12.87,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,94-95",101.345,111.985,53.515519999999995,0.21,-0.68,-0.65,13.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,97-98",101.375,112.015,53.51875,0.06,-0.7,-0.673,13.36,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,100-101",101.405,112.045,53.52197,0.15,-0.57,-0.523,12.68,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,103-104",101.435,112.075,53.5252,0.2,-0.53,-0.485,12.51,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,106-107",101.465,112.105,53.52842,0.21,-0.55,-0.504,12.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,109-110",101.495,112.135,53.53165,0.07,-0.66,-0.624,13.14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-12H-4,112-113",101.525,112.165,53.534870000000005,0.22,-0.52,-0.47,12.45,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,127-128",96.275,112.3021,53.5496,-0.06,-0.7,-0.669,13.35,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,130-131",96.305,112.3393,53.553580000000004,-0.13,-0.75,-0.732,13.63,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,133-134",96.335,112.3766,53.557660000000006,-0.29,-0.95,-0.958,14.66,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,136-137",96.365,112.4138,53.56164,-0.43,-0.97,-0.974,14.73,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,139-140",96.395,112.445,53.56497,-0.44,-1.08,-1.102,15.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,142-143",96.425,112.475,53.5682,-0.35,-0.98,-0.984,14.78,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,145-146",96.455,112.505,53.571419999999996,-0.15,-0.82,-0.812,13.99,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-1,148-149",96.485,112.535,53.57465,0.03,-0.68,-0.649,13.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,1-2",96.515,112.565,53.577870000000004,-0.16,-0.84,-0.829,14.07,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,4-5",96.545,112.595,53.5811,-0.13,-0.8,-0.792,13.9,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,7-8",96.575,112.625,53.58432,-0.21,-0.85,-0.84,14.12,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,10-11",96.605,112.655,53.58755,-0.2,-0.89,-0.882,14.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,13-14",96.635,112.685,53.59077,0.05,-0.69,-0.667,13.34,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,16-17",96.665,112.715,53.594,-0.09,-0.79,-0.774,13.82,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,19-20",96.695,112.745,53.59722,0.06,-0.66,-0.632,13.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-11H-2,22-23",96.725,112.775,53.600449999999995,0.19,-0.48,-0.432,12.27,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
