term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),37.607967237555236,4.658892447267412,8.072297796789341,9.787533526354581e-11,28.259215593120054,46.95671888199042
strat_height_m,-0.005028916197698158,0.0030364466922718405,-1.6561845826233066,0.1037074447744037,-0.011121992251485576,0.0010641598560892614
