section_id,MLA_horizon_id,MLA_sample_id,strat_height_m,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type
CFB,PK95-SC-22,PK95-SC-22-SPAR,1460,2,42.06601742884578,5.7567591781794025,4.070643452548552,37.99537397629723,46.136660881394334,8.141286905097104,-9.213939007596505,-10.9943697337165,19.575794297814326,22B,"4887, 4888",secondary_fill_spar
CFB,PK95-SC-4,PK95-SC-4-SPAR,1570,2,78.21981007347776,2.298744048720259,1.6254575050623143,76.59435256841545,79.84526757854007,3.250915010124629,-5.122357287920705,-16.28226168454075,14.124453606790095,22B,"4885, 4886",secondary_fill_spar
CFB,PK95-SC-54,PK95-SC-54-SPAR,1700,1,68.29372174608528,NA,NA,68.29372174608528,68.29372174608528,0,-4.9588322074154,-16.9597521255884,13.426021936209665,22B,5025,secondary_fill_spar
CFB,PK95-SC-111,PK95-SC-111-SPAR,2005,2,52.24971332897212,2.230270587296844,1.5770394561585022,50.67267387281362,53.82675278513062,3.1540789123170043,-9.019302540579474,-13.760632984221399,16.724025850236316,22B,"5006, 5007",secondary_fill_spar
