MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow
PB-00-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.625,0.25617376914898987,4,-8.45,0.13228756555322946,4,22.208726,0.13637789708013565,4,55.82601219512195,26.180978206847936,2.1482850066987615,21.970339593718364,30.391616819977507,NA,NA,0,NA,NA,FALSE,FALSE,22.208726,0.13637789708013565,Bowen,NA,26.180978206847936,2.1482850066987615,modeled/interpolated T,0.13637789708013565,-5.8374032153531585,-5.8333540688084895,0.454751960959307,-6.7309729765953765,-4.964168916268084
PB-00-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.175,0.02499999999999991,4,-9.15,0.09574271077563394,4,21.487082,0.0987030753928166,4,55.82370731707317,27.13860989743364,2.1482850066987615,22.927971284304068,31.34924851056321,NA,NA,0,NA,NA,FALSE,FALSE,21.487082,0.0987030753928166,Bowen,NA,27.13860989743364,2.1482850066987615,modeled/interpolated T,0.0987030753928166,-6.347678956556069,-6.347093857477887,0.4419399740342141,-7.216361613826294,-5.489292756738419
PB-00-02-19,9.680259201,0.2932345503066224,0.2073481390000005,2,18.514274895,0.5739271292505634,0.4058277650000015,2,-95.27794226,9.798973683116223,6.9289207400000015,2,2,1545.1,12,8.48528137423857,16.631151493507595,9.727264462036755,18.68672671184712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-19,-9.363531532,-8.39028023,0.02982413,22.2702923052884,0.59349061,0.009264559,25.1,5,-6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,0.14719601443879762,4,-9.05,0.1755942292142125,4,21.590174,0.18102360278151608,4,55.82063414634146,28.82879304686118,2.1482850066987615,24.618154433731608,33.039431659990754,25.1,2.5,1,CU,28,TRUE,FALSE,21.590174,0.18102360278151608,Bowen,NA,28.82879304686118,2.1482850066987615,modeled/interpolated T,0.18102360278151608,-5.910273353972996,-5.910883686037323,0.4629590908121018,-6.8238585950442054,-5.0143421017385155
PB-00-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.675,0.07500000000000022,4,-9.65,0.02886751345948118,4,20.971622,0.02976009697564747,4,55.815256097560976,32.749509338887435,2.1482850066987615,28.538870725757864,36.96014795201701,NA,NA,0,NA,NA,FALSE,FALSE,20.971622,0.02976009697564747,Bowen,NA,32.749509338887435,2.1482850066987615,modeled/interpolated T,0.02976009697564747,-5.7520758462550425,-5.7469951001085064,0.40889257265092505,-6.55895940036674,-4.9724934335522315
PB-00-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.875,0.02499999999999991,4,-8.475,0.04787135538781673,4,22.182953,0.04935153769640829,4,55.81229824561403,35.13417883022756,2.1482850066987615,30.92354021709799,39.34481744335714,NA,NA,0,NA,NA,FALSE,FALSE,22.182953,0.04935153769640829,Bowen,NA,35.13417883022756,2.1482850066987615,modeled/interpolated T,0.04935153769640829,-4.11949621181329,-4.111987612573216,0.4094204842729073,-4.930409847358646,-3.3192453196131284
PK95-SC-67-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.095,0.07500000000000018,2,-8.24,0.08999999999999986,2,22.415,0.09500000000000064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.811070175438594,36.07616911788703,2.1482850066987615,31.865530504757455,40.2868077310166,NA,NA,0,NA,NA,FALSE,FALSE,22.415,0.09500000000000064,Koch,NA,36.07616911788703,2.1482850066987615,modeled/interpolated T,0.09500000000000064,-3.7204782647660912,-3.7134864960035543,0.41211867937845464,-4.5577659983915,-2.91998313809668
PB-00-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-21,-9.961553311,-8.512886112,NA,22.14389544941696,0.574681602,NA,31.7,NA,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.675,0.02499999999999991,4,-9.625,0.25617376914898987,4,20.997395,0.26409466209107635,4,55.81082456140351,36.258161848658666,2.1482850066987615,32.04752323552909,40.46880046178824,31.7,2.0869560153534854,1,CU,37.05,TRUE,FALSE,20.997395,0.26409466209107635,Bowen,NA,36.258161848658666,2.1482850066987615,modeled/interpolated T,0.26409466209107635,-5.058614127473845,-5.055276567530768,0.48586312483831623,-6.030308449484631,-4.096907443850128
PB-00-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.825,0.07500000000000018,4,-9.025,0.21360009363293833,4,21.615947,0.2202046085280691,4,55.80959649122807,37.13109348154499,2.1482850066987615,32.92045486841541,41.34173209467456,NA,NA,0,NA,NA,FALSE,FALSE,21.615947,0.2202046085280691,Bowen,NA,37.13109348154499,2.1482850066987615,modeled/interpolated T,0.2202046085280691,-4.297821580944379,-4.297858417071666,0.44871300890204324,-5.19159854246168,-3.428215723027981
PB-00-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.275,0.14361406616345068,4,-8.65,0.09574271077563386,4,22.002542,0.0987030753928166,4,55.799280701754384,42.19702082986615,6.683800118612334,29.09677259738597,55.29726906234632,NA,NA,0,NA,NA,FALSE,FALSE,22.002542,0.0987030753928166,Bowen,NA,42.19702082986615,6.683800118612334,modeled/interpolated T,0.0987030753928166,-3.01110611599501,-2.9861720848433606,1.2128728614820714,-5.46723595887633,-0.6628601507166343
PB-00-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1,0.19148542155126733,4,-9.025,0.09464847243000464,4,21.615947,0.09757500319754048,4,55.79805263157895,42.55335315998546,6.683800118612334,29.453104927505287,55.65360139246564,NA,NA,0,NA,NA,FALSE,FALSE,21.615947,0.09757500319754048,Bowen,NA,42.55335315998546,6.683800118612334,modeled/interpolated T,0.09757500319754048,-3.304767640287576,-3.291229245661839,1.2232542575409626,-5.752625145866759,-0.9469178198519391
PB-00-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.2,0.10000000000000052,2,-8.350000000000001,0.04999999999999982,2,22.311818,0.05154600000000009,2,55.79780701754385,42.61886371907276,6.683800118612334,29.518615486592587,55.71911195155294,NA,NA,0,NA,NA,FALSE,FALSE,22.311818,0.05154600000000009,Bowen,NA,42.61886371907276,6.683800118612334,modeled/interpolated T,0.05154600000000009,-2.627406825241724,-2.5938999188222738,1.205974634420545,-5.050053944739554,-0.31333150917659264
PB-00-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.8,0.30276503540974925,4,-9.35,0.32274861218395134,4,21.280898,0.33272799927267904,4,55.786450980392154,43.795968511193074,6.683800118612334,30.695720278712898,56.89621674367325,NA,NA,0,NA,NA,FALSE,FALSE,21.280898,0.33272799927267904,Bowen,NA,43.795968511193074,6.683800118612334,modeled/interpolated T,0.33272799927267904,-3.4383601480844233,-3.414533900162496,1.2337036088043123,-5.888460621768163,-1.0939961572265193
PB-00-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.825,0.3326033673912519,4,-8.875,0.13768926368215254,4,21.770585,0.14194661571520498,4,55.784254901960786,43.70142928787208,6.683800118612334,30.601181055391905,56.80167752035226,NA,NA,0,NA,NA,FALSE,FALSE,21.770585,0.14194661571520498,Bowen,NA,43.70142928787208,6.683800118612334,modeled/interpolated T,0.14194661571520498,-2.9755973199474934,-2.936186130952933,1.211097606510848,-5.464546367679014,-0.6499420232135468
PB-00-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.025,0.4210601698886593,4,-9.05,0.06454972243679005,4,21.590174,0.06654559985453595,4,55.78398039215686,43.68357998942248,6.683800118612334,30.5833317569423,56.78382822190265,NA,NA,0,NA,NA,FALSE,FALSE,21.590174,0.06654559985453595,Bowen,NA,43.68357998942248,6.683800118612334,modeled/interpolated T,0.06654559985453595,-3.1555324349951954,-3.1292561475692082,1.1936696353793885,-5.536082434281679,-0.8919542215850186
PK95-SC-67-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.91,NA,1,-8.59,NA,1,22.05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.78370588235294,43.66442806153486,6.683800118612334,30.564179829054687,56.76467629401504,NA,NA,0,NA,NA,FALSE,FALSE,22.05,NA,Koch,NA,43.66442806153486,6.683800118612334,modeled/interpolated T,0.15,-2.707174306692413,-2.6892228581653512,1.220627084271625,-5.118201234706026,-0.35243929791280126
PB-00-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.325,0.2528998484248919,4,-8.25,0.16583123951776982,4,22.41491,0.17095874144365977,4,55.77601960784314,42.645336931347074,6.541785272369896,29.823437797502077,55.46723606519207,NA,NA,0,NA,NA,FALSE,FALSE,22.41491,0.17095874144365977,Bowen,NA,42.645336931347074,6.541785272369896,modeled/interpolated T,0.17095874144365977,-2.525786366655819,-2.514495570016436,1.2129224838533674,-4.968565530333245,-0.22116010359465413
PB-00-04-11,11.428147735,0.04420057314052838,0.03125452499999959,2,21.85241024,0.08108738527975291,0.05733743999999951,2,-109.92487225,1.3864301348587529,0.9803541500000036,2,2,1568.2,12,8.48528137423857,16.631151493507595,11.493698485223192,22.092922888713005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.025,0.08539125638299636,4,-8.325,0.249582985531199,4,22.337591,0.2573000914438241,4,55.75929166666667,38.38836155745306,6.541785272369896,25.566462423608066,51.21026069129806,NA,NA,0,NA,NA,FALSE,FALSE,22.337591,0.2573000914438241,Bowen,NA,38.38836155745306,6.541785272369896,modeled/interpolated T,0.2573000914438241,-3.390605320504234,-3.3571258250500478,1.2308721158087061,-5.885658706530509,-1.0738181073879647
PB-00-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.325,0.51700257897487,4,-9.025,0.1887458608817691,4,21.615947,0.19458188290023337,4,55.758125,38.03025496997282,6.541785272369896,25.208355836127826,50.852154103817824,NA,NA,0,NA,NA,FALSE,FALSE,21.615947,0.19458188290023337,Bowen,NA,38.03025496997282,6.541785272369896,modeled/interpolated T,0.19458188290023337,-4.174981005599427,-4.12418942180301,1.2321278465935497,-6.648381981961012,-1.80618327302886
PK95-SC-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,NA,NA,NA,NA,NA,4,54.35,22.2183857799496,11.1091928899748,34.1,75,40.9,-8.760527528,-8.0117256775,22.6605517645517,Session 2,"4878, 4880, 4937, 4948",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.37,0.12489995996796786,3,-8.003333333333334,0.07535103036971563,3,22.66,0.07810249675906648,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.754041666666666,36.747508576060234,6.541785272369896,23.925609442215237,49.569407709905235,54.35,11.1091928899748,1,IPL,36.70707220573689,TRUE,FALSE,22.66,0.07810249675906648,Koch,NA,54.35,11.1091928899748,IPL measured T47,0.07810249675906648,-0.2752855885357321,-0.22255711092765296,1.865626287640532,-4.14345801867828,3.2071591600284592
PB-00-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.825,0.1493039405597409,4,-9.075,0.16520189667999197,4,21.564401,0.1703099393253374,4,55.745109375000006,34.11574106894721,6.4745149229970895,21.425691819872913,46.80579031802151,NA,NA,0,NA,NA,FALSE,FALSE,21.564401,0.1703099393253374,Bowen,NA,34.11574106894721,6.4745149229970895,modeled/interpolated T,0.1703099393253374,-4.922942992108056,-4.898438991763271,1.2416189328215583,-7.476560482876704,-2.605837463292742
PB-00-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574.7,NA,NA,NA,NA,NA,2,24.6,1.272792206135786,0.9000000000000002,23.7,25.5,1.8000000000000007,-8.6235820425,-8.163127016,22.50446909666528,Session 2,"4896, 4897",primary,PB-00-04-14,-8.35497008,-8.206350292,0.054004984,22.45990935697136,0.601624107,0.004326326,22.4,3.2,-6.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.775,0.1887458608817685,4,-8.775,0.15478479684172247,4,21.873677,0.15957074276006894,4,55.738875,32.31050546264477,6.4745149229970895,19.62045621357047,45.00055471171906,24.071216617210684,0.7844179834120945,2,"CU, IPL",32.33097002197093,TRUE,FALSE,21.873677,0.15957074276006894,Bowen,NA,24.6,0.9000000000000002,IPL measured T47,0.15957074276006894,-6.475328986050664,-6.477273001262802,0.23873008727858738,-6.938633384468636,-5.996668238384276
PB-00-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.675,0.06291528696058965,4,-8.375,0.02499999999999991,4,22.286045,0.02577300000000004,4,55.7064,24.08958064580296,6.4745149229970895,11.399531396728662,36.77962989487725,NA,NA,0,NA,NA,FALSE,FALSE,22.286045,0.02577300000000004,Bowen,NA,24.08958064580296,6.4745149229970895,modeled/interpolated T,0.02577300000000004,-6.179949136255697,-6.1523139638363205,1.3040499206001817,-8.799709093907149,-3.69632206602314
PB-00-04-16,9.5085905105,0.10981246194485948,0.07764913649999983,2,18.222909975,0.22407209097065667,0.15844289500000028,2,-113.1059556,8.497601437108537,6.008711599999998,2,2,1594.2,12,8.48528137423857,16.631151493507595,9.553940782334625,18.38996037096363,3,20.166666666666668,3.592121007612818,2.0739120307069703,16.3,23.4,7.099999999999998,-9.271010862333334,-8.325059053666667,22.33753012039396,Session 2,"4870, 4872, 4873",primary,PB-00-04-16,-9.20531781,-8.692327342,0.066496403,21.95890589658536,0.61687479,0.005674388,17.5,3.4,-7.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.85,0.28722813232690175,4,-8.4,0.0707106781186545,4,22.260272,0.07289705228608369,4,55.67890909090909,22.96997317204833,1.3901075655026036,20.245362343663228,25.694584000433434,18.571693448702103,1.314744167117351,2,"CU, IPL",22.78097002197093,TRUE,FALSE,22.260272,0.07289705228608369,Bowen,NA,20.166666666666668,2.0739120307069703,IPL measured T47,0.07289705228608369,-7.00611945916159,-7.001078505559178,0.43971474676251404,-7.880583536803155,-6.1572653166537865
PK95-SC-43,11.09871997,NA,NA,1,21.21928085,NA,NA,1,-89.92761436,NA,NA,1,1,1600,12,12,23.52,11.160539255782751,21.446010631112287,3,25.7,3.2186953878862155,1.8583146486355135,22.1,28.3,6.199999999999999,-8.031401562000001,-8.517962812,22.13866177785296,Session 2,"4875, 4876, 4877",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.49,NA,1,-8.9,NA,1,21.73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.66289189189189,26.895911606392932,1.3901075655026036,24.17130077800783,29.620522434778035,25.7,1.8583146486355135,1,IPL,27.057231149567368,TRUE,FALSE,21.73,NA,Koch,NA,25.7,1.8583146486355135,IPL measured T47,0.15,-6.395283407401332,-6.396135179654493,0.39937732595959446,-7.17635498854845,-5.62706436043028
SNELL-SC-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC-15,55.5,Paleosol Micrite,-4.2,21.8,-8.4,0.596,0.011,36.9,3.2,Primary paleosol micrite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56,34.77301297683997,2.26729541953274,30.3291139545558,39.21691199912414,36.9,3.2,1,Snell,34.766666666666666,TRUE,TRUE,21.8,NA,Snell,NA,34.77301297683997,2.26729541953274,modeled/interpolated T,0.15,-4.56035669416101,-4.553207455811048,0.4533626733443785,-5.464527772086757,-3.685877969683634
PK95-SC-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.325,0.125,2,-8.875,0.08500000000000085,2,21.76,0.08999999999999986,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56,34.77301297683997,2.26729541953274,30.3291139545558,39.21691199912414,NA,NA,0,NA,NA,FALSE,FALSE,21.76,0.08999999999999986,Koch,NA,34.77301297683997,2.26729541953274,modeled/interpolated T,0.08999999999999986,-4.598695099149961,-4.601507235549207,0.43900579361630854,-5.453411510227986,-3.739113377069279
PK95-SC-161,11.245775765,0.19499444591470372,0.13788189500000048,2,21.512552715000002,0.3600450621797012,0.25459030499999885,2,-97.71937138,4.890652320144644,3.45821342,2,2,1665,12,8.48528137423857,16.631151493507595,11.30924720667048,21.745615938403073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.95,0.3999999999999994,2,-8.225,0.4250000000000002,2,22.43,0.4400000000000012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.46666666666667,33.841456628064705,2.3946700074215745,29.14790341351842,38.53500984261099,NA,NA,0,NA,NA,FALSE,FALSE,22.43,0.4400000000000012,Koch,NA,33.841456628064705,2.3946700074215745,modeled/interpolated T,0.4400000000000012,-4.125203265621293,-4.121802828493287,0.6250455480150812,-5.3584075362783326,-2.904622428824655
PK95-SC-54,11.44426933,0.03233890638359969,0.02286706000000027,2,21.868869085,0.03340507491720229,0.02362095499999838,2,-87.36084816,14.70103084368181,10.3951986,2,2,1700,14.70103084368181,10.3951986,20.374589255999997,11.510005508422516,22.109745496146303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.305,0.07500000000000018,2,-9.085,0.14500000000000046,2,21.54,0.15000000000000036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.373333333333335,32.7383524035492,1.785362552661068,29.239041800333503,36.23766300676489,NA,NA,0,NA,NA,FALSE,FALSE,21.54,0.15000000000000036,Koch,NA,32.7383524035492,1.785362552661068,modeled/interpolated T,0.15000000000000036,-5.20558248736957,-5.208768406595766,0.36912072081629255,-5.9342574518002404,-4.471001496199008
