MLA_horizon_id,strat_height_m,data_combo,has_IPL17O,IPL17O_n_analyses,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_mean_d18Ocarb,has_IPLD47,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_range_T47_C,IPLD47_sessions,has_CUD47,CU_sample_id,CU_mean_T47_C,CU_2se_T47_C,has_any_D47
PB-00-04-11,1568.2,IPL 17O only,TRUE,2,-105.79274145,1.189439236586977,0.8410605500000017,22.34831585670416,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PB-00-04-12,1568.6,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-4,1570,IPL 17O + IPL D47,TRUE,1,-118.1078065,NA,NA,20.214514889909996,TRUE,4,54.35,22.2183857799496,11.1091928899748,40.9,Session 2,FALSE,NA,NA,NA,TRUE
PB-00-04-13,1572.8,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PB-00-04-14,1574.7,IPL D47 + CU D47,FALSE,NA,NA,NA,NA,NA,TRUE,2,24.6,1.272792206135786,0.9000000000000002,1.8000000000000007,Session 2,TRUE,PB-00-04-14,22.4,3.2,TRUE
PB-00-04-15,1584.7,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PB-00-04-16,1594.2,IPL 17O + IPL D47 + CU D47,TRUE,2,-112.99998155,8.481007267299688,5.996977749999999,22.440191220328252,TRUE,3,20.166666666666668,3.592121007612818,2.0739120307069703,7.099999999999998,Session 2,TRUE,PB-00-04-16,17.5,3.4,TRUE
PK95-SC-43,1600,IPL 17O + IPL D47,TRUE,3,-99.36154912,15.119267192145482,8.729112983335073,19.573629253870184,TRUE,3,25.7,3.2186953878862155,1.8583146486355135,6.199999999999999,Session 2,FALSE,NA,NA,NA,TRUE
SNELL-SC-15,1630,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-15,1630,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-161,1665,IPL 17O only,TRUE,4,-105.2434650375,22.145957612671182,11.072978806335591,22.02828979966931,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-54,1700,IPL 17O only,TRUE,4,-83.40510948,9.032145942935653,4.5160729714678265,18.170334468943004,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-160,1720,IPL 17O + IPL D47,TRUE,3,-109.39212958666667,15.27734825981636,8.820381130308636,22.153470836613565,TRUE,3,41.699999999999996,3.2449961479175893,1.873499399519519,6.299999999999997,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-318,1725,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-133,1750,IPL 17O + IPL D47,TRUE,2,-96.204968655,0.828752262871317,0.5860163450000044,20.763193837830094,TRUE,4,21.425,2.411603892295195,1.2058019461475975,5.5,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-31,1760,IPL 17O + IPL D47,TRUE,2,-113.88962045,16.029829371710804,11.334801050000003,21.19278225519561,TRUE,5,30.740000000000002,4.795101667326774,2.1444346574330497,11.000000000000004,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-224,1815,IPL 17O only,TRUE,2,-99.46289745,1.490616237948274,1.0540248500000047,21.652005783609596,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
SNELL-SC-33,1840,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-33,1840,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-35,1870,IPL 17O only,TRUE,2,-111.38130265000001,5.705978018241585,4.034735750000002,20.75404843262474,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-63,1910,IPL 17O + IPL D47,TRUE,1,-97.64414561,NA,NA,17.6513995579608,TRUE,4,31.85,3.5463596358331535,1.7731798179165768,8.199999999999996,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-3,1935,IPL 17O + IPL D47,TRUE,2,-88.81351221,10.557589106235014,7.465342849999999,19.13320427367249,TRUE,1,38.7,NA,NA,0,Session 2,FALSE,NA,NA,NA,TRUE
SNELL-SC-64,1970,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-64,1970,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-111,2005,IPL 17O + IPL D47,TRUE,1,-67.90931795,NA,NA,16.488499306537285,TRUE,2,38.5,0,0,0,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-112,2020,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-148lwr,2047,IPL 17O + IPL D47,TRUE,2,-99.04190993,1.370405567846411,0.9690230699999985,21.33770454187389,TRUE,4,17.1,7.39008344562721,3.695041722813605,12.8,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-148up,2050,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
PK95-SC-303,2110,IPL 17O + IPL D47,TRUE,2,-103.638113225,6.921350077830518,4.894133574999998,22.096088903102107,TRUE,1,27.5,NA,NA,0,Session 2,FALSE,NA,NA,NA,TRUE
PK95-SC-295,2210,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
SNELL-SC-295,2240,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
NA,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
NA,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
NA,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
NA,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
SNELL-PB-00-02-32,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
SNELL-PB-00-02-32-2,NA,No IPL/CU isotope data,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE
