Age_Ma,Harper2024_mean_CO2_ppm,Harper2024_CO2_lower95_ppm,Harper2024_CO2_upper95_ppm,Harper2024_mean_SST_C,Harper2024_SST_lower95_C,Harper2024_SST_upper95_C
54.413,1084.762989,838.6030791,1377.856044,37.62060141,36.65271372,38.37331715
54.355,1085.088521,781.6827395,1464.733801,37.2220738,36.27616682,37.97156659
54.328,1090.69519,770.6776338,1494.664111,37.79394355,35.68401251,39.84879192
54.292,1085.696818,761.6567872,1502.36811,36.69336832,35.76002125,37.43545084
54.283,1086.177447,760.2474153,1501.423908,37.02451806,35.4862367,38.54105409
54.266,1080.725355,749.8964663,1493.014364,37.39829981,36.42786293,38.18141848
54.265,1080.69766,755.889811,1497.378201,37.23694264,36.29988624,37.96661251
54.251,1089.27119,763.7473255,1499.209002,37.23188522,36.25189739,37.99234658
54.233,1079.313273,756.9451632,1490.719317,37.67783184,35.86809002,39.452161
54.211,1068.200159,756.1308924,1461.015927,37.31089099,36.35730991,38.05088208
54.197,1060.611318,757.7272441,1444.628434,37.48150098,36.39749616,38.43148614
54.188,1056.034307,756.3016539,1433.255335,37.82031113,36.84717706,38.56599057
54.17,1040.678746,756.6619037,1407.435081,37.95652569,37.00085594,38.70549545
54.157,1027.153686,750.983368,1372.865489,38.02991564,36.26655228,39.71236584
54.134,1005.424558,755.6959194,1309.118949,38.09446501,37.11274562,38.85531783
54.125,993.0394806,763.2259825,1282.660882,37.58843767,36.63604419,38.33697387
54.116,980.0526419,757.813184,1248.760743,37.77433802,36.80612869,38.50686527
54.107,966.3808782,761.0059545,1207.054192,37.89131825,36.97099533,38.59496702
54.098,953.527528,769.5964375,1170.11784,37.1660127,36.2131842,37.8942432
54.089,943.8275699,777.0986959,1135.140573,37.29206986,36.36827099,37.97283621
54.08,936.431575,794.1114011,1097.4202989999999,37.6085435,36.67132423,38.32135931
54.067,940.6694915,789.6761928,1112.726589,38.6294329,37.65848315,39.36963012
54.062,942.2995953,797.079451,1105.122294,38.38938933,37.42751393,39.11937534
54.06,949.23041250000006,808.453857,1108.889414,37.32130708,36.28194647,38.16301554
54.054,1007.086225,867.2374235,1163.910815,37.25753029,36.1702398,38.16740112
54.053,1027.581072,885.2755629,1188.731233,37.76527379,36.69882795,38.64459208
54.052,1058.438307,911.6716428,1223.225182,37.54881864,36.46667018,38.43711018
54.051,1071.826102,923.3041475,1237.036463,38.50429176,37.43566925,39.37786678
54.05,1086.850212,937.9703897,1255.498522,38.58931134,37.52128629,39.46809747
54.048,1150.3953,994.240861,1329.286481,38.39819491,37.35119839,39.24742192
54.045,1257.538472,1081.020622,1454.683525,39.31221581,38.355632,40.03772635
54.044,1298.431974,1119.911394,1499.545441,39.09680307,38.10143188,39.87054461
54.042,1338.280266,1147.93959,1554.369693,39.02923723,38.01174566,39.84552218
54.038,1425.585725,1217.251027,1660.650215,38.3797205,37.44299661,39.06002285
54.035,1424.104281,1209.218812,1673.870098,39.15306166,38.20411593,39.87357641
54.032,1422.86949,1202.877794,1676.334359,38.79857949,37.67465206,39.78218169
54.029,1413.811443,1186.691487,1670.789525,38.33523447,37.37486392,39.0516583
54.024,1396.513836,1165.880528,1660.962404,38.55779093,37.6105379,39.27049028
54.021,1382.428848,1152.847296,1649.972084,38.15225159,37.20093629,38.88398003
54.018,1370.813579,1143.571997,1637.181342,38.32775757,37.2965606,39.17459213
54.01,1335.065209,1117.354197,1584.37215,38.09240943,37.17218432,38.80931821
54.008,1328.169337,1117.724549,1569.665346,37.42930018,36.45755571,38.15892523
54.007,1320.825119,1108.257771,1560.842218,37.60284378,36.65482275,38.30169904
54.004,1304.546697,1085.352713,1554.982231,38.03148645,37.07466428,38.74358221
54,1279.840753,1061.896115,1531.205013,38.09846009,37.15853138,38.81707364
53.998,1266.636882,1046.44039,1524.368086,38.29116278,37.35418795,38.98339828
53.991,1219.442525,1002.929893,1468.125887,38.53537075,37.56793524,39.27452743
53.972,1119.83926,944.6307515,1319.322019,39.93560795,38.9431861,40.68684178
53.969,1109.913041,944.7501471,1297.847269,38.95915731,37.90203341,39.80493575
53.965,1137.481381,967.8109479,1329.551452,39.14199063,38.1730638,39.88681505
53.963,1153.686706,981.6531787,1355.035201,39.16743238,38.13577258,39.99028662
53.946,1133.330193,912.8134658,1390.501803,38.50580967,37.51946142,39.25692927
53.936,1120.667944,880.9135051,1408.457901,38.14139522,37.19634526,38.88052433
53.926,1111.270112,857.1227364,1415.645179,37.70470118,36.75764363,38.4500144
53.914,1098.168159,825.4599426,1434.075787,37.63017973,36.70894181,38.38210423
53.903,1094.212131,808.6554858,1449.382029,37.62333136,36.69808347,38.35530768
53.901,1095.763146,807.9476105,1450.235888,37.61245643,36.66790101,38.34490295
53.891,1098.420149,796.6140816,1468.885259,37.43933083,36.48348509,38.18475585
53.871,1096.602155,780.1722536,1494.704693,37.04970247,36.09683316,37.8071689
53.862,1090.975626,771.320027,1499.425303,37.06244152,35.38021447,38.66064744
53.837,1083.248272,747.9702565,1524.434077,37.50093814,35.99908402,38.88191216
53.832,1083.886454,747.7220759,1531.463661,37.6692978,36.7176801,38.4153306
53.819,1076.278559,735.0361097,1527.346864,37.75565564,36.80122901,38.51435102
53.68,1015.822779,653.228194,1539.329039,38.88693217,37.76246472,39.8614849
53.673,1008.784705,648.897364,1535.435388,39.4542075,38.45050399,40.22352859
53.667,1009.948129,646.2881993,1535.290853,38.94307648,37.82347446,39.87855749
53.652,1000.107305,639.4036094,1518.091715,38.80751727,37.82247261,39.55647655
53.646,1001.590117,642.1355994,1527.520648,38.15097953,37.1591976,38.90546303
53.613,987.8149233,626.5706763,1505.284888,38.41919482,37.44941789,39.18310701
53.605,992.5701165,634.8939224,1523.246717,38.59560201,37.62119081,39.36323616
53.59,990.016928,631.3714087,1508.625223,39.48569192,38.50512572,40.26932126
53.572,998.9888733,639.6719389,1529.178178,39.50410759,37.7027373,41.20427827
53.555,1001.198771,640.7629824,1539.60827,39.4535721,38.47254108,40.21025405
53.551,1008.676401,647.2650201,1554.383887,38.44323597,37.45989112,39.19133582
53.546,1009.498839,649.6035961,1554.161975,38.11070808,37.13582413,38.84541446
53.542,1009.646156,647.3518524,1557.765362,38.50381522,37.30196635,39.58779744
53.538,1008.660763,644.1756015,1558.570042,38.90416337,37.93206005,39.6563798
53.534,1012.963404,648.0967609,1560.107019,38.67444236,37.69215444,39.42935852
53.525,1020.915549,659.3438225,1565.702857,38.13208058,37.1513714,38.89816586
53.513,1034.140115,666.277277,1580.677714,37.47914386,35.94181233,38.94115644
53.504,1045.462333,671.7617259,1602.580441,37.39340054,36.42530874,38.15900637
53.494,1052.599112,684.3915555,1612.64356,37.43584493,35.86948959,38.89684837
53.483,1062.56525,685.7360981,1627.050618,37.734734950000004,36.76247152,38.48074027
53.473,1075.928252,698.374114,1643.82824,37.53310393,36.56235802,38.29648181
53.464,1091.867368,707.4534732,1656.34709,37.48965297,36.52465678,38.23522156
53.453,1112.192037,718.038223,1682.540491,38.04408862,37.07198993,38.79766168
53.443,1125.487907,735.6148204,1693.881256,38.7412875,37.75792173,39.50242485
53.434,1143.039678,745.9823911,1719.953564,38.68946923,37.7206015,39.44945399
53.422,1165.855099,760.4634039,1747.559568,38.12436107,37.14300781,38.88548238
53.413,1185.899003,779.6598555,1770.243777,38.41160954,37.43829184,39.1715273
53.404,1212.761509,798.8911614,1811.647821,38.53750305,37.53946392,39.29878826
53.385,1262.656892,836.5907145,1859.112985,38.57161441,37.57537241,39.34927716
53.343,1371.00925,925.258043,1978.602146,38.2113307,37.22195935,38.97980858
53.304,1487.149154,1030.056347,2073.202054,38.23242876,37.23921895,39.01036774
53.262,1611.663644,1171.524775,2172.758242,39.90837263,38.87301764,40.68865595
53.229,1720.482509,1301.218263,2232.398288,38.24197628,37.2466333,39.00715581
53.2,1833.788258,1498.19601,2251.948811,37.45714028,36.48894399,38.21331672
53.162,1706.285054,1271.033301,2256.906786,39.240104,38.22428448,40.02381189
53.123,1627.167483,1149.510278,2284.964107,38.48481015,37.50036863,39.25829057
53.084,1540.279975,1040.707562,2243.452717,38.26546967,37.27451169,39.0514256
