MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,stage,exclude_nuclear,exclude_moderate,exclude_conservative,exclude_heavy,exclude_heavy_moderate,exclude_all_suspect,exclude_from_temp_model,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow,D17Orsw_mean_permeg,D17Orsw_median_permeg,D17Orsw_sd_permeg,D17Orsw_lower95_permeg,D17Orsw_upper95_permeg
PB-00-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.533333333333331,0.5174724898753341,3,-8.7,0.8504900548115384,3,21.950996,0.8767872073063114,3,55.889307692307696,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.1499418055536,4.115823125451335,30.082928479668983,46.21695513143822,NA,NA,0,NA,NA,FALSE,FALSE,21.950996,0.8767872073063114,Bowen,NA,38.1499418055536,4.115823125451335,modeled/interpolated T,0.8767872073063114,-3.808096637053273,-3.808772094688891,1.1463850464852905,-6.052638143516765,-1.573399381300605,NA,NA,NA,NA,NA
PB-00-01-14B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.7,NA,1,-10.2,NA,1,20.404616,NA,1,55.88526923076923,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.49417468717308,4.309834242962722,30.046899570966144,46.94144980338001,NA,NA,0,NA,NA,FALSE,FALSE,20.404616,NA,Bowen,NA,38.49417468717308,4.309834242962722,modeled/interpolated T,0.15,-5.232781882798454,-5.2313765363619495,0.813591526433346,-6.832744026548636,-3.6677452673829354,NA,NA,NA,NA,NA
PB-00-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.9,NA,1,-9.2,NA,1,21.435536,NA,1,55.88526923076923,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.49417468717308,4.309834242962722,30.046899570966144,46.94144980338001,NA,NA,0,NA,NA,FALSE,FALSE,21.435536,NA,Bowen,NA,38.49417468717308,4.309834242962722,modeled/interpolated T,0.15,-4.2229198724184505,-4.207041525320108,0.8235140449167807,-5.83932499344759,-2.6507637926999115,NA,NA,NA,NA,NA
PB-00-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.22500000000000003,4,-8.625,0.32499999999999984,4,22.028315,0.33504899999999976,4,55.88526923076923,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.49417468717308,4.309834242962722,30.046899570966144,46.94144980338001,NA,NA,0,NA,NA,FALSE,FALSE,22.028315,0.33504899999999976,Bowen,NA,38.49417468717308,4.309834242962722,modeled/interpolated T,0.33504899999999976,-3.656932496383478,-3.6564041317425335,0.8652569138871746,-5.346794626192682,-1.972440567460172,NA,NA,NA,NA,NA
PB-00-01-14A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.45,0.26299556396765844,4,-9.175,0.4230346715499019,4,21.461309,0.4361149035942246,4,55.88419230769231,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.58045086962872,4.309834242962722,30.133175753421785,47.02772598583566,NA,NA,0,NA,NA,FALSE,FALSE,21.461309,0.4361149035942246,Bowen,NA,38.58045086962872,4.309834242962722,modeled/interpolated T,0.4361149035942246,-4.198076169992335,-4.1890706726752,0.921211278156798,-6.0151506046246395,-2.3998576884885723,NA,NA,NA,NA,NA
SNELL-SC-351-n1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC-351-Nod1,55.7,Paleosol Micrite,-2.3,23,-14.6,0.582,0.024,40.4,6.4,Primary paleosol micrite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.883384615384614,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.64376845846743,4.309834242962722,30.196493342260492,47.09104357467436,40.4,6.4,1,Snell,37.5,TRUE,TRUE,23,NA,Snell,NA,38.64376845846743,4.309834242962722,modeled/interpolated T,0.15,-2.667134345942871,-2.6564212004441288,0.8055145014228495,-4.266123806344902,-1.0996121393973797,NA,NA,NA,NA,NA
PK95-SC-67-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.23,0.11633285577743416,4,-7.7,0.15005554527129847,4,22.975,0.15505375411987468,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.883384615384614,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.64376845846743,4.309834242962722,30.196493342260492,47.09104357467436,NA,NA,0,NA,NA,FALSE,FALSE,22.975,0.15505375411987468,Koch,NA,38.64376845846743,4.309834242962722,modeled/interpolated T,0.15505375411987468,-2.7004784719288,-2.704118053210152,0.8108987929857544,-4.325003231210707,-1.1527424456182338,NA,NA,NA,NA,NA
PB-00-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-02,55.8,Paleosol Micrite,-3.6,22.4,-13.6,0.596,0.008,36.8,2.5,Primary paleosol micrite,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.575,0.1600781059358213,4,-8,0.1080123449734645,4,22.67264,0.11135208668004404,4,55.882038461538464,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.74182159241825,4.309834242962722,30.294546476211313,47.189096708625186,36.8,2.5,1,Snell,39.904761904761905,TRUE,TRUE,22.4,NA,Snell,NA,38.74182159241825,4.309834242962722,modeled/interpolated T,0.15,-3.2495319782129313,-3.238008079243116,0.8038124273970745,-4.852558612273206,-1.6965455709228623,NA,NA,NA,NA,NA
PB-00-01-15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.025,0.16007810593582147,4,-8.3,0.08164965809277268,4,22.363364,0.08417426552100128,4,55.880153846153846,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.831294340969045,4.309834242962722,30.38401922476211,47.278569457175976,NA,NA,0,NA,NA,FALSE,FALSE,22.363364,0.08417426552100128,Bowen,NA,38.831294340969045,4.309834242962722,modeled/interpolated T,0.08417426552100128,-3.2691382255662993,-3.2646674498264474,0.7906109491889037,-4.847105420071179,-1.7291731663144905,NA,NA,NA,NA,NA
PK95-SC-349-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.575,0.08499999999999996,2,-7.745,0.01499999999999967,2,22.925,0.01500000000000056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87988461538462,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.83895069872972,4.309834242962722,30.391675582522783,47.28622581493666,NA,NA,0,NA,NA,FALSE,FALSE,22.925,0.01500000000000056,Koch,NA,38.83895069872972,4.309834242962722,modeled/interpolated T,0.01500000000000056,-2.712797118623195,-2.711550981503308,0.801137989686617,-4.281769364993952,-1.1511539035311331,NA,NA,NA,NA,NA
PB-00-01-15A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.35,0.04999999999999982,2,-7.699999999999999,0.10000000000000007,2,22.981916,0.1030919999999984,2,55.87826923076923,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.85855164352255,4.309834242962722,30.411276527315614,47.30582675972949,NA,NA,0,NA,NA,FALSE,FALSE,22.981916,0.1030919999999984,Bowen,NA,38.85855164352255,4.309834242962722,modeled/interpolated T,0.1030919999999984,-2.6564462598784435,-2.644190087751724,0.8122013842944567,-4.287906092419732,-1.1053549012879194,NA,NA,NA,NA,NA
PB-00-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.2,0.04082482904638652,4,-7.95,0.06454972243679023,4,22.724186000000003,0.06654559985453595,4,55.8758023255814,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.79353127504112,4.309834242962722,30.346256158834183,47.24080639124806,NA,NA,0,NA,NA,FALSE,FALSE,22.724186000000003,0.06654559985453595,Bowen,NA,38.79353127504112,4.309834242962722,modeled/interpolated T,0.06654559985453595,-2.9008096304468514,-2.893288755494723,0.8076886016904034,-4.5014820876342645,-1.338718263880583,NA,NA,NA,NA,NA
PB-00-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.4090130397269341,4,-8.175,0.06291528696058965,4,22.492229,0.06486062763341112,4,55.87360465116279,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.63476314470464,2.5563002957035503,33.62441456512568,43.6451117242836,NA,NA,0,NA,NA,FALSE,FALSE,22.492229,0.06486062763341112,Bowen,NA,38.63476314470464,2.5563002957035503,modeled/interpolated T,0.06486062763341112,-3.1574530116060817,-3.1545555395340443,0.4766403723537295,-4.107443561201259,-2.237684975085009,NA,NA,NA,NA,NA
PK95-SC-351-?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.66,NA,1,-7.51,NA,1,23.17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87311627906977,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.58703272414103,2.5563002957035503,33.57668414456207,43.59738130371999,NA,NA,0,NA,NA,FALSE,FALSE,23.17,NA,Koch,NA,38.58703272414103,2.5563002957035503,modeled/interpolated T,0.15,-2.522011910137135,-2.5151367326897685,0.49018632791587663,-3.527535650375395,-1.590550712986564,NA,NA,NA,NA,NA
PK95-SC-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.13,NA,1,-9.02,NA,1,21.61,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87311627906977,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.58703272414103,2.5563002957035503,33.57668414456207,43.59738130371999,NA,NA,0,NA,NA,FALSE,FALSE,21.61,NA,Koch,NA,38.58703272414103,2.5563002957035503,modeled/interpolated T,0.15,-4.0232255493973215,-4.018449708216906,0.4989680446867792,-5.034792689354827,-3.0594698474369353,NA,NA,NA,NA,NA
PB-00-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.875,0.06291528696058978,4,-8.775,0.06291528696058978,4,21.873677,0.06486062763341112,4,55.872627906976746,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.534876613257296,2.5563002957035503,33.52452803367834,43.545225192836256,NA,NA,0,NA,NA,FALSE,FALSE,21.873677,0.06486062763341112,Bowen,NA,38.534876613257296,2.5563002957035503,modeled/interpolated T,0.06486062763341112,-3.787711872863429,-3.784091306125731,0.4791910346461075,-4.737054717715088,-2.8700347368189885,NA,NA,NA,NA,NA
PK95-SC-27,11.725799485,0.4597927125722571,0.32512254500000015,2,22.391425325,0.8596765031441984,0.607883085000001,2,-96.873087455,5.883519796004391,4.160276744999997,2,2,1525,12,8.48528137423857,16.631151493507595,11.79481616657041,22.643994897142193,7,42.51428571428571,7.719980261509432,2.9178782711830484,36.4,58.3,21.9,-10.19569898342857,-9.943213275142858,20.66934256857143,"Session 1, Session 2","4696, 4743, 4777, 4890, 4891, 4892, 4945",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87067441860465,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,38.282928297376415,2.5563002957035503,33.272579717797456,43.293276876955375,42.51428571428571,2.9178782711830484,1,IPL,37.238095238095234,TRUE,FALSE,20.66934256857143,NA,IPL_NuDog,NA,42.51428571428571,2.9178782711830484,IPL measured T47,0.15,-4.231401296407634,-4.23214557216852,0.5472229268869432,-5.308560180956297,-3.1565978857450885,-27.42561035687391,-21.88806773087748,446.8727369679188,-917.6676882672008,835.0647730755743
PK95-SC-351-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6,NA,1,-7.82,NA,1,22.85,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87067441860465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.282928297376415,2.5563002957035503,33.272579717797456,43.293276876955375,NA,NA,0,NA,NA,FALSE,FALSE,22.85,NA,Koch,NA,38.282928297376415,2.5563002957035503,modeled/interpolated T,0.15,-2.8699780366627827,-2.8718080665774437,0.4979363124924714,-3.8332915973010984,-1.8983822481298924,NA,NA,NA,NA,NA
PK95-SC-351-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.67,NA,1,-7.88,NA,1,22.79,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87067441860465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.282928297376415,2.5563002957035503,33.272579717797456,43.293276876955375,NA,NA,0,NA,NA,FALSE,FALSE,22.79,NA,Koch,NA,38.282928297376415,2.5563002957035503,modeled/interpolated T,0.15,-2.936855441675586,-2.9386304208983915,0.4917685945140149,-3.9215708428980665,-1.9800211058266544,NA,NA,NA,NA,NA
PB-00-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.6,0.3651483716701107,4,-8.8,0.13540064007726596,4,21.847904,0.13958722786845532,4,55.86994186046512,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.170010894517105,2.429636393609976,33.40792356304155,42.93209822599266,NA,NA,0,NA,NA,FALSE,FALSE,21.847904,0.13958722786845532,Bowen,NA,38.170010894517105,2.429636393609976,modeled/interpolated T,0.13958722786845532,-3.8769875941205942,-3.8742475500196742,0.4783766353117144,-4.818835805709992,-2.9343968305365817,NA,NA,NA,NA,NA
PB-00-02-07D,12.2621257475,0.213056129274126,0.106528064637063,4,23.4122924125,0.38901079973511293,0.19450539986755647,4,-99.564642855,13.447321414925309,6.7236607074626535,4,4,1526.3,13.447321414925309,6.7236607074626535,13.1783749866268,12.337613844055628,23.68851155938989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-07D,-14.0358954,-7.531194091,0.032992648,23.15594138770628,0.572796876,0.006240161,32.4,4.4,-3.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.04787135538781673,4,-8.725,0.0478713553878172,4,21.925223,0.04935153769640829,4,55.8675,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.65181478247844,2.429636393609976,32.889727451002884,42.413902113953995,32.4,2.2,1,CU,39.1047619047619,TRUE,FALSE,21.925223,0.04935153769640829,Bowen,NA,37.65181478247844,2.429636393609976,modeled/interpolated T,0.04935153769640829,-3.895778632429827,-3.893340935557717,0.4564548887502272,-4.809323789769041,-3.0028394076810456,-21.196597281611638,-21.231815899641184,145.18747229312828,-301.1138073259831,270.0447875199264
PK95-SC-67-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.06,0.02000000000000046,2,-7.455,0.05499999999999971,2,23.225,0.05499999999999971,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.86579069767442,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.09232520011039,2.429636393609976,32.33023786863483,41.85441253158594,NA,NA,0,NA,NA,FALSE,FALSE,23.225,0.05499999999999971,Koch,NA,37.09232520011039,2.429636393609976,modeled/interpolated T,0.05499999999999971,-2.74337126806791,-2.7415456853448177,0.4576072048239496,-3.6364333328782097,-1.8597003408907824,NA,NA,NA,NA,NA
PB-00-02-07C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.675,0.17499999999999982,4,-8.3,0.07071067811865492,4,22.363364,0.07289705228608369,4,55.86579069767442,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.09232520011039,2.429636393609976,32.33023786863483,41.85441253158594,NA,NA,0,NA,NA,FALSE,FALSE,22.363364,0.07289705228608369,Bowen,NA,37.09232520011039,2.429636393609976,modeled/interpolated T,0.07289705228608369,-3.5681971264902064,-3.565867809844008,0.4583068524928314,-4.483206080924907,-2.683965597004581,NA,NA,NA,NA,NA
PB-00-02-07B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.88,0.2576819745345024,5,-8.84,0.4226109321823088,5,21.8066672,0.4356780622053858,5,55.8633488372093,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.031069075342366,2.035958857640964,32.04058971436608,40.02154843631865,NA,NA,0,NA,NA,FALSE,FALSE,21.8066672,0.4356780622053858,Bowen,NA,36.031069075342366,2.035958857640964,modeled/interpolated T,0.4356780622053858,-4.3220153350247434,-4.331348829842966,0.5684855546599741,-5.435950037356247,-3.186187236397694,NA,NA,NA,NA,NA
PB-00-02-07A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.85,0.16583123951776982,4,-9.325,0.2286737122335374,4,21.306671,0.23574430341579816,4,55.862127906976745,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.40991326008824,2.035958857640964,31.41943389911195,39.400392621064526,NA,NA,0,NA,NA,FALSE,FALSE,21.306671,0.23574430341579816,Bowen,NA,35.40991326008824,2.035958857640964,modeled/interpolated T,0.23574430341579816,-4.916621259982571,-4.918159716158129,0.45159536930901406,-5.789086371356734,-4.033001902155692,NA,NA,NA,NA,NA
PK95-SC-351-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.98,NA,1,-7.7,NA,1,22.97,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.86163953488372,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.14816626894292,2.035958857640964,31.157686907966635,39.13864562991921,NA,NA,0,NA,NA,FALSE,FALSE,22.97,NA,Koch,NA,35.14816626894292,2.035958857640964,modeled/interpolated T,0.15,-3.350390817682209,-3.3468763084991906,0.41024240989050453,-4.159870795588329,-2.5460915921399137,NA,NA,NA,NA,NA
