MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,stage,exclude_nuclear,exclude_moderate,exclude_conservative,exclude_heavy,exclude_heavy_moderate,exclude_all_suspect,exclude_from_temp_model,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow,D17Orsw_mean_permeg,D17Orsw_median_permeg,D17Orsw_sd_permeg,D17Orsw_lower95_permeg,D17Orsw_upper95_permeg
PK95-SC-22,11.18651953,1.0673936243879407,0.7547612699999995,2,21.388648775,2.0402062649988997,1.4426436850000002,2,-106.687022085,9.8352800454409,6.954593214999995,2,2,1460,12,8.48528137423857,16.631151493507595,11.249322603731128,21.619025473601283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.685,0.125,2,-7.6,0.1599999999999997,2,23.075,0.16499999999999912,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.039633333333335,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.14595543969333,1.682327993172425,33.84859257307537,40.443318306311284,NA,NA,0,NA,NA,FALSE,FALSE,23.075,0.16499999999999912,Koch,NA,37.14595543969333,1.682327993172425,modeled/interpolated T,0.16499999999999912,-2.874103068992999,-2.8689445235341964,0.34707472667169537,-3.5572720539816034,-2.1913388045241873,-43.58080473680507,-37.672018164421786,1049.8741511068554,-2105.9233237925127,2017.7320557244773
PB-00-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1,0.15275252316519453,3,-9.666666666666666,0.06666666666666703,3,20.95444,0.06872799999999894,3,55.986666666666665,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.946970455710066,4.466370810552152,25.19288366702785,42.70105724439228,NA,NA,0,NA,NA,FALSE,FALSE,20.95444,0.06872799999999894,Bowen,NA,33.946970455710066,4.466370810552152,modeled/interpolated T,0.06872799999999894,-5.546498140225979,-5.5421933164544726,0.8612511453748934,-7.308704031175858,-3.8742719361180464,NA,NA,NA,NA,NA
PB-00-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.225,0.3010398644698074,4,-10.25,0.3968626966596887,4,20.35307,0.409133691240406,4,55.98520833333333,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.78845319288402,4.466370810552152,25.034366404201805,42.54253998156624,NA,NA,0,NA,NA,FALSE,FALSE,20.35307,0.409133691240406,Bowen,NA,33.78845319288402,4.466370810552152,modeled/interpolated T,0.409133691240406,-6.193109122265355,-6.181401529460629,0.9472577758559854,-8.052084675306375,-4.390181479318519,NA,NA,NA,NA,NA
PB-00-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.25,0.2723355773061364,4,-9.225,0.3275540667838924,4,21.409763,0.3376820385288503,4,55.98316666666667,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.558761205548606,4.466370810552152,24.80467441686639,42.31284799423082,NA,NA,0,NA,NA,FALSE,FALSE,21.409763,0.3376820385288503,Bowen,NA,33.558761205548606,4.466370810552152,modeled/interpolated T,0.3376820385288503,-5.172287847330274,-5.1614324993011,0.9135709704488276,-6.991073675033186,-3.4057796036129533,NA,NA,NA,NA,NA
PB-00-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.26,0.35860842154082195,5,-9.28,0.3760319135392634,5,21.3530624,0.38765882030589743,5,55.98132258064516,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.31987272475467,4.466370810552152,24.56578593607245,42.07395951343688,NA,NA,0,NA,NA,FALSE,FALSE,21.3530624,0.38765882030589743,Bowen,NA,33.31987272475467,4.466370810552152,modeled/interpolated T,0.38765882030589743,-5.264337138225874,-5.2696917468558695,0.9319933522173232,-7.125661621591917,-3.4644690278174393,NA,NA,NA,NA,NA
PB-00-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,0.05773502691896237,4,-9.05,0.09574271077563348,4,21.590174,0.0987030753928166,4,55.97974193548387,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.071639603773534,4.466370810552152,24.31755281509132,41.82572639245575,NA,NA,0,NA,NA,FALSE,FALSE,21.590174,0.0987030753928166,Bowen,NA,33.071639603773534,4.466370810552152,modeled/interpolated T,0.0987030753928166,-5.098200242728216,-5.0819675463545195,0.8544896614403066,-6.804127240876803,-3.459975823973055,NA,NA,NA,NA,NA
PB-00-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.925,0.24281337140555756,4,-9.8,0.04082482904638652,4,20.816984,0.04208713276050064,4,55.97387096774194,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,32.065347038465426,4.466370810552152,23.31126024978321,40.81943382714764,NA,NA,0,NA,NA,FALSE,FALSE,20.816984,0.04208713276050064,Bowen,NA,32.065347038465426,4.466370810552152,modeled/interpolated T,0.04208713276050064,-6.029608604167088,-6.014446835247213,0.85272801907938,-7.762203877414183,-4.39534757625942,NA,NA,NA,NA,NA
PB-00-03-08,10.7464615815,1.2224566663743446,0.8644073984999999,2,20.560055375,2.3226823284653366,1.6423844249999997,2,-109.247656,3.919600934033199,2.7715764000000007,2,2,1494.4,12,8.48528137423857,16.631151493507595,10.804412201763204,20.772869299901853,2,24.6,0.989949493661168,0.700000000000001,23.9,25.3,1.400000000000002,-9.1485930005,-7.5430913375,23.14367628,Session 2,"4862, 4863",primary,PB-00-03-08,-9.112717832,-7.684135508,0.070237933,22.99827102209264,0.619039024,0.009275489,16.8,4.6,-7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.8,0.05773502691896288,4,-9.1,0.12247448713915884,4,21.538628,0.12626139828150193,4,55.9529,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.828753579773473,4.466370810552152,19.074666791091257,36.58284036845569,23.938754325259513,0.6696717163002017,2,"CU, IPL",31.368473663975394,TRUE,FALSE,21.538628,0.12626139828150193,Bowen,NA,24.6,0.700000000000001,IPL measured T47,0.12626139828150193,-6.799789533895028,-6.799682793294664,0.18687824814991988,-7.166024015593077,-6.434800949413332,-38.90809035587674,-40.31875421696762,1202.6645058844276,-2366.5580749826436,2319.6896788204776
PK95-SC-23,10.567870544,0.6389032526862084,0.28572622081041743,5,20.201469274,1.202741674029156,0.5378824285002173,5,-98.505231358,7.3312457075406785,3.2786327523629,5,5,1495,12,5.366563145999495,10.51846376615901,10.62390771180044,20.40689995637446,3,34.03333333333333,4.015387071420802,2.318284806585343,30.5,38.4,7.899999999999999,-8.54567521,-8.430584045,22.228742296666667,Session 1,"4702, 4741, 4749",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.006666666666668,0.02027587510099413,6,-8.698333333333334,0.06630317572417721,6,21.943333333333335,0.0693140998963734,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,34.03333333333333,2.318284806585343,1,IPL,27.10736255286428,TRUE,FALSE,21.943333333333335,0.0693140998963734,Koch,NA,34.03333333333333,2.318284806585343,IPL measured T47,0.0693140998963734,-4.555499373696375,-4.553904235441394,0.4445492949117179,-5.4364401382405845,-3.6874586449825304,-16.757851206378437,-22.61814869580214,396.78829396263245,-787.6348046423366,756.131450608708
PK95-SC-80-n1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,2,23.35,10.394469683442248,7.349999999999999,16,30.7,14.7,-9.6310303045,-7.973432857000001,22.700028595,"Session 1, Session 2","4758, 4854",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,23.35,7.349999999999998,1,IPL,26.91111111111111,TRUE,FALSE,22.700028595,NA,IPL_NuDog,NA,23.35,7.349999999999999,IPL measured T47,0.15,-5.9765993578552825,-5.9265427268455255,1.5075739241122037,-9.051014718834656,-3.1332115506102136,NA,NA,NA,NA,NA
PK95-SC-80-n2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,2,23.35,3.181980515339464,2.25,21.1,25.6,4.5,-14.722874195,-7.7878648855,22.89133433,Session 1,"4705, 4779",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,23.35,2.25,1,IPL,25.121054354944334,TRUE,FALSE,22.89133433,NA,IPL_NuDog,NA,23.35,2.25,IPL measured T47,0.15,-5.7424319349514965,-5.74053115898937,0.48761740914859225,-6.700602057604845,-4.79977436456377,NA,NA,NA,NA,NA
PK95-SC-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.53,NA,1,-7.94,NA,1,22.72,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,NA,NA,0,NA,NA,FALSE,FALSE,22.72,NA,Koch,NA,27.490604695385937,4.635351279189256,modeled/interpolated T,0.15,-5.072386664706663,-5.05941099288242,0.9352970510627312,-6.959482955332305,-3.2913621523651764,NA,NA,NA,NA,NA
PB-00-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495.4,NA,NA,NA,NA,NA,2,26.3,3.818376618407356,2.6999999999999993,23.6,29,5.399999999999999,-9.7539926305,-8.3811973095,22.27965607,Session 2,"4898, 4899",primary,PB-00-03-10,-9.486684865,-8.343812606,0.04297839,22.31819670822248,0.580496341,0.003360098,29.6,3.4,-5.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.425,0.14361406616345093,4,-8.425,0.25617376914898987,4,22.234499,0.2640946620910772,4,55.9499,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.331616944089124,4.5264593374668465,18.459756642654103,36.20347724552414,28.663163064833004,1.438595828152576,2,"CU, IPL",26.571054354944337,TRUE,FALSE,22.234499,0.2640946620910772,Bowen,NA,26.3,2.6999999999999993,IPL measured T47,0.2640946620910772,-5.788216267744976,-5.786542220155525,0.5951079733058151,-6.959222089506014,-4.6240639843954146,NA,NA,NA,NA,NA
PB-00-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-11,-9.570683039,-8.183042688,0.033071242,22.48393763208704,0.585868693,0.007006512,27.7,4.2,-5.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.875,0.11086778913041724,4,-9.65,0.02886751345948118,4,20.971622,0.02976009697564747,4,55.9406,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.88441968778411,1.7999590696066765,24.356499911355023,31.412339464213197,27.7,2.1,1,CU,28.187721021611,TRUE,FALSE,20.971622,0.02976009697564747,Bowen,NA,27.88441968778411,1.7999590696066765,modeled/interpolated T,0.02976009697564747,-6.704465051824967,-6.70224411310528,0.3570163492799088,-7.41438687297495,-6.014597598011451,NA,NA,NA,NA,NA
PB-00-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.6,0.3763863263545405,4,-8.025,0.1701714821388514,4,22.646867,0.175433184366584,4,55.93767441860465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.50326141235574,1.7999590696066765,24.975341635926657,32.03118118878483,NA,NA,0,NA,NA,FALSE,FALSE,22.646867,0.175433184366584,Bowen,NA,28.50326141235574,1.7999590696066765,modeled/interpolated T,0.175433184366584,-4.948659474670896,-4.949843720576098,0.3957490912880426,-5.7283973766662974,-4.176188831529569,NA,NA,NA,NA,NA
PB-00-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-13,-9.924835243,-7.792179248,0.075409558,22.886886569651843,0.584453852,0.004538279,28.2,3.6,-4.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2,0.10801234497346436,4,-8.65,0.14999999999999997,4,22.002542,0.15463800000000028,4,55.93627906976744,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.82562901085793,1.937352144896052,25.02841880686167,32.622839214854196,28.199999999999996,1.8,1,CU,29.23333333333333,TRUE,FALSE,22.002542,0.15463800000000028,Bowen,NA,28.82562901085793,1.937352144896052,modeled/interpolated T,0.15463800000000028,-5.513157640199988,-5.510643664370207,0.4076873712116926,-6.336691095709217,-4.729717204477072,NA,NA,NA,NA,NA
PB-00-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.4,0.0707106781186545,4,-9.075,0.10307764064044146,4,21.564401,0.10626480128904416,4,55.93488372093023,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29.1445865821728,1.937352144896052,25.347376378176538,32.941796786169064,NA,NA,0,NA,NA,FALSE,FALSE,21.564401,0.10626480128904416,Bowen,NA,29.1445865821728,1.937352144896052,modeled/interpolated T,0.10626480128904416,-5.877513445390325,-5.874105548272041,0.3914677001453575,-6.6590861137983834,-5.117101730217735,NA,NA,NA,NA,NA
PB-00-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5,0.14142135623730942,4,-8.174999999999999,0.02499999999999991,4,22.492229,0.02577300000000004,4,55.93186046511628,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29.846989959487683,1.937352144896052,26.04977975549142,33.644200163483944,NA,NA,0,NA,NA,FALSE,FALSE,22.492229,0.02577300000000004,Bowen,NA,29.846989959487683,1.937352144896052,modeled/interpolated T,0.02577300000000004,-4.838251627044921,-4.834197592076862,0.3779135959984058,-5.577810061643177,-4.108200750310266,NA,NA,NA,NA,NA
PK95-SC-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.56,NA,1,-7.58,NA,1,23.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.929402985074624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.43406258784727,1.644239001479715,27.211354144947027,33.65677103074751,NA,NA,0,NA,NA,FALSE,FALSE,23.1,NA,Koch,NA,30.43406258784727,1.644239001479715,modeled/interpolated T,0.15,-4.119630318953283,-4.11833404640447,0.35392160244032705,-4.815421900908695,-3.4252428483527555,NA,NA,NA,NA,NA
PK95-SC-67-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.29,0.0699999999999994,2,-8.184999999999999,0.08499999999999996,2,22.47,0.08999999999999986,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.929402985074624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.43406258784727,1.644239001479715,27.211354144947027,33.65677103074751,NA,NA,0,NA,NA,FALSE,FALSE,22.47,0.08999999999999986,Koch,NA,30.43406258784727,1.644239001479715,modeled/interpolated T,0.08999999999999986,-4.742338206788678,-4.739108241652104,0.33268988644082603,-5.396976803931187,-4.095953533626233,NA,NA,NA,NA,NA
PK95-SC-24-LW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.028,0.2534048144767578,5,-7.958,0.1001199280862706,5,22.708,0.10389417693018178,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.927014925373136,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.95723435666728,1.644239001479715,27.734525913767037,34.17994279956752,NA,NA,0,NA,NA,FALSE,FALSE,22.708,0.10389417693018178,Koch,NA,30.95723435666728,1.644239001479715,modeled/interpolated T,0.10389417693018178,-4.4071942681857035,-4.4044324460916755,0.33382683736751323,-5.058184370814135,-3.756994759673217,NA,NA,NA,NA,NA
PB-00-03-14,11.704975739999998,0.06839792982729223,0.04836463999999996,2,22.40176183,0.12867814652734264,0.09098919000000016,2,-93.071422265,0.4558668415809753,0.3223465350000012,2,2,1504.9,12,8.48528137423857,16.631151493507595,11.773747028696269,22.654565516540217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-14,-12.85556148,-8.368606213,0.104848633,22.29263648289404,0.574361129,0.005036208,31.8,3.8,-4.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.875,0.06291528696058978,4,-8.525,0.17969882210706525,4,22.131407,0.185255109686616,4,55.92432835820895,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.625089287555575,1.88242447231941,27.93553732180953,35.314641253301616,31.799999999999997,1.9,1,CU,31.03901110412738,TRUE,FALSE,22.131407,0.185255109686616,Bowen,NA,31.625089287555575,1.88242447231941,modeled/interpolated T,0.185255109686616,-4.843128488783458,-4.842963115155726,0.400051253706919,-5.644031724594413,-4.0612488670448474,-41.5855261724504,-42.57857523185415,66.08439618248904,-167.69130696429303,89.25439307302877
PB-00-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.15,0.04999999999999982,2,-8.55,0.04999999999999982,2,22.105634,0.05154600000000009,2,55.92432835820895,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.625089287555575,1.88242447231941,27.93553732180953,35.314641253301616,NA,NA,0,NA,NA,FALSE,FALSE,22.105634,0.05154600000000009,Bowen,NA,31.625089287555575,1.88242447231941,modeled/interpolated T,0.05154600000000009,-4.866082006898948,-4.861226266745689,0.36493789408282534,-5.595490225510593,-4.171419859389639,NA,NA,NA,NA,NA
PK95-SC-24-UP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.625,0.05499999999999971,2,-8.55,0.05999999999999961,2,22.095,0.0649999999999995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.92402985074627,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.705434386965138,1.88242447231941,28.01588242121909,35.39498635271118,NA,NA,0,NA,NA,FALSE,FALSE,22.095,0.0649999999999995,Koch,NA,31.705434386965138,1.88242447231941,modeled/interpolated T,0.0649999999999995,-4.858772197336848,-4.857021543066253,0.37145614444057135,-5.589886163449616,-4.131828882209715,NA,NA,NA,NA,NA
PB-00-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.875,0.1887458608817686,4,-8.95,0.02886751345948118,4,21.693266,0.0297600969756485,4,55.91959872611465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.00772369701608,1.88242447231941,29.31817173127004,36.69727566276213,NA,NA,0,NA,NA,FALSE,FALSE,21.693266,0.0297600969756485,Bowen,NA,33.00772369701608,1.88242447231941,modeled/interpolated T,0.0297600969756485,-4.998909293298943,-4.995023340897831,0.36109612372463945,-5.718617811101547,-4.307189250487039,NA,NA,NA,NA,NA
