correction_session,workbook_sheet,workbook_row,matlab_order,Type_1,Type_2,User,ben_status,Sample_Name,analysis_id,analysis_datetime_excel,acid_temperature_C,d13Ccarb_VPDB,d18Ocarb_VPDB,D47_CDES,D48_CDES,D47_iCDES_carb_corr,T47_Petersen_workbook_C,IPLnum,analysis_datetime,d18Ocarb_VSMOW,T47_Anderson2021_C,correction_source,MLA_sample_id,MLA_horizon_id,strat_height_m,normalized_sample_name,material_type,passes_analytical_screen,passes_fabric_screen,passes_primary_temperature_screen,primary_screen_reason
22B,S22B Results,170,4594,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-63,IPL-CI-4974 PK95-SC-63,46180.5994328704,90,-7.16668150229914,-9.08858974621994,0.60372627839718,0.26360218796093,0.612587498072926,20.925098975255,4974,2026-06-07T14:23:11Z,21.5404819447244,18.846249493979997,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-63,PK95-SC-63,1910,PK95-SC-63,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,171,4595,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-31,IPL-CI-4975 PK95-SC-31,46181.3740972222,90,-8.71251123848579,-8.55650105187048,0.580991989493044,0.238008476038383,0.589481918535867,28.9101301982398,4975,2026-06-08T08:58:41Z,22.0890175006162,26.492433120686087,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-31,PK95-SC-31,1760,PK95-SC-31,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,173,4597,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-31,IPL-CI-4977 PK95-SC-31,46181.5805092593,90,-9.47576329662611,-8.46134260361775,0.583265771022594,0.242767862878819,0.592100044896373,27.9725330031415,4977,2026-06-08T13:55:56Z,22.187117296504425,25.59574600424469,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-31,PK95-SC-31,1760,PK95-SC-31,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,174,4598,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-31,IPL-CI-4978 PK95-SC-31,46181.6836111111,90,-9.03649406490174,-8.49086724802514,0.602159700054062,0.287369226653942,0.611605182977947,21.2517770592615,4978,2026-06-08T16:24:23Z,22.156680045338405,19.15948737626951,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-31,PK95-SC-31,1760,PK95-SC-31,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,177,4601,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-148,IPL-CI-4981 PK95-SC-148,46183.4514699074,90,-8.3166942185714,-7.69355245521574,0.610874438377644,0.170338978802159,0.621018322267392,18.1653544609347,4981,2026-06-10T10:50:06Z,22.97863983839354,16.19862241362216,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-148lwr,PK95-SC-148lwr,2047,PK95-SC-148,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,178,4603,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-242,IPL-CI-4983 PK95-SC-242,46184.4600925926,90,-4.27403195504969,-13.8853088625545,0.525579071553331,0.269263768111759,0.533746911751961,51.2101512519101,4983,2026-06-11T11:02:32Z,16.59549624050394,47.728968839003244,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-242,PK95-SC-242,590,PK95-SC-242,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,184,4609,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-clky,IPL-CI-4990 PK95-SC-111-clky,46195.4640972222,90,-9.40256518637374,-8.06426669750901,0.570152403380167,0.235280447819662,0.580397138483278,32.2327917022549,4990,2026-06-22T11:08:17Z,22.596466818870987,29.66768704546871,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-clky,PK95-SC-111,2005,PK95-SC-111-clky,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,185,4610,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-clky,IPL-CI-4991 PK95-SC-111-clky,46195.5671759259,90,-9.35666828091537,-7.93701534232984,0.58359836299628,0.19861736986103,0.594399230877413,27.1563143574533,4991,2026-06-22T13:36:43Z,22.727651513438744,24.81489670156759,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-clky,PK95-SC-111,2005,PK95-SC-111-clky,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,186,4611,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-clky,IPL-CI-4992 PK95-SC-111-clky,46195.6700925926,90,-9.18839734129919,-7.97119532336312,0.597147045197945,0.184252219616174,0.608520840766709,22.2846237205894,4992,2026-06-22T16:04:56Z,22.69241502919173,20.149604947213163,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-clky,PK95-SC-111,2005,PK95-SC-111-clky,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,188,4613,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-35,IPL-CI-4994 PK95-SC-35,46196.54,90,-8.53555690231376,-8.16130711320856,0.563283971015271,0.244667900500371,0.573903712163464,34.6760341345376,4994,2026-06-23T12:57:36Z,22.49642688392216,32.00010355788453,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-35,PK95-SC-35,1870,PK95-SC-35,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,189,4614,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-35,IPL-CI-4995 PK95-SC-35,46196.6838541667,90,-7.44654427594354,-8.25727206873812,0.58764033160895,0.178541301399683,0.599193912754393,25.4753211526842,4995,2026-06-23T16:24:45Z,22.397495651617184,23.206031115545215,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-35,PK95-SC-35,1870,PK95-SC-35,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,191,4616,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-224,IPL-CI-4997 PK95-SC-224,46197.3491435185,90,-7.25997394878368,-8.25074846977502,0.597543399209005,0.269739606292791,0.60974492762902,21.8734170205284,4997,2026-06-24T08:22:45Z,22.404220895024235,19.755452898849683,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-224,PK95-SC-224,1815,PK95-SC-224,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,192,4617,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-224,IPL-CI-4998 PK95-SC-224,46197.4520486111,90,-8.91870435657594,-8.21989302463321,0.576781701184143,0.206814608464497,0.58844622720968,29.2834545673896,4998,2026-06-24T10:50:56Z,22.436030081975378,26.84938446914049,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-224,PK95-SC-224,1815,PK95-SC-224,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,194,4619,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-lte,IPL-CI-5000 PK95-SC-111-lte,46197.6588657407,90,-8.93056912582657,-7.86884512568456,0.560542637417649,0.202321542766385,0.571952926749309,35.4215764739687,5000,2026-06-24T15:48:45Z,22.79792887148053,32.711414967414555,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-lte,PK95-SC-111,2005,PK95-SC-111-lte,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,195,4620,Sample,matthew's BHB Carbs,wmn,include,PK95-SC-111-lte,IPL-CI-5001 PK95-SC-111-lte,46198.3549884259,90,-9.44519916562775,-7.60588835419689,0.57515650122922,0.280761458102449,0.587230158194743,29.7235695445189,5001,2026-06-25T08:31:10Z,23.069013636774883,27.270135768449904,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-lte,PK95-SC-111,2005,PK95-SC-111-lte,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,197,4622,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-drk,IPL-CI-5003 PK95-SC-111-drk,46198.5609490741,90,-9.30740050549997,-7.84050878063776,0.550925323958817,0.254228029267227,0.562432390328193,39.1394508586852,5003,2026-06-25T13:27:46Z,22.82714109295273,36.255686086012304,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-drk,PK95-SC-111,2005,PK95-SC-111-drk,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,198,4623,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-drk,IPL-CI-5004 PK95-SC-111-drk,46198.6638657407,90,-9.25519866431601,-7.91337873253899,0.546443677050413,0.202791508409442,0.557930730759207,40.9448333881733,5004,2026-06-25T15:55:57Z,22.75201873083823,37.975015375243856,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-drk,PK95-SC-111,2005,PK95-SC-111-drk,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,200,4625,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-SPAR,IPL-CI-5006 PK95-SC-111-SPAR,46199.4503125,90,-8.94711051380727,-13.7376962560987,0.516240294033076,0.223054649538963,0.526874125948151,54.3160679816986,5006,2026-06-26T10:48:26Z,16.74767155262529,50.67267387281362,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-SPAR,PK95-SC-111,2005,PK95-SC-111-SPAR,secondary_fill_spar,TRUE,FALSE,FALSE,Secondary fill spar; retained for paragenetic comparison
22B,S22B Results,201,4626,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-111-SPAR,IPL-CI-5007 PK95-SC-111-SPAR,46199.553599537,90,-9.09149456735168,-13.7835697123441,0.509220796150654,0.201847840324121,0.519715194368246,57.6480897138266,5007,2026-06-26T13:17:10Z,16.700380147847344,53.82675278513062,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-111-SPAR,PK95-SC-111,2005,PK95-SC-111-SPAR,secondary_fill_spar,TRUE,FALSE,FALSE,Secondary fill spar; retained for paragenetic comparison
22B,S22B Results,203,4628,Sample,Matthew's BHB Carbs,mla,include,PB-00-04-16,IPL-CI-5010 PB-00-04-16,46200.4468402778,90,-8.96639071455744,-8.36885671150917,0.590737991060251,0.227797155243443,0.604680141750826,23.5860754524572,5010,2026-06-27T10:43:27Z,22.28246192753808,21.396704180335576,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PB-00-04-16,PB-00-04-16,1594.2,PB-00-04-16,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,208,4636,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-54-SPAR,IPL-CI-5025 PK95-SC-54-SPAR,46217.7038888889,90,-4.9588322074154,-16.9597521255884,0.47892044647883403,0.193414876463655,0.489381030032473,72.9875204586853,5025,2026-07-14T16:53:36Z,13.426021936209665,68.29372174608528,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-54-SPAR,PK95-SC-54,1700,PK95-SC-54-SPAR,secondary_fill_spar,TRUE,FALSE,FALSE,Secondary fill spar; retained for paragenetic comparison
22B,S22B Results,210,4639,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-54,IPL-CI-5028 PK95-SC-54,46219.7206712963,90,-8.93822390754183,-9.17480337288832,0.572320230955092,0.204315697333787,0.587296240899486,29.6996037617254,5028,2026-07-16T17:17:46Z,21.4516034548557,27.24722611651714,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-54,PK95-SC-54,1700,PK95-SC-54,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,211,4640,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-54,IPL-CI-5029 PK95-SC-54,46219.8333217593,90,-8.91466261812351,-9.1847563175769409,0.574350426960131,0.242610758462044,0.589579876730898,28.8748917952512,5029,2026-07-16T19:59:59Z,21.441342864646757,26.458737713787457,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-54,PK95-SC-54,1700,PK95-SC-54,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,213,4642,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-50,IPL-CI-5031 PK95-SC-50,46220.3665625,90,-8.00960831403111,-9.73367778461674,0.578095465382083,0.168544357974216,0.59382427993476,27.3598013503239,5031,2026-07-17T08:47:51Z,20.875454235060758,25.009587235463925,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-50,PK95-SC-50,1425,PK95-SC-50,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,214,4643,Sample,Matthew's BHB Carbs,mla,include,PK95-SC-50,IPL-CI-5032 PK95-SC-50,46220.5468518519,90,-7.89964238094813,-9.72054489501583,0.57008514627238,0.201341325977541,0.585605728506311,30.3144856349352,5032,2026-07-17T13:07:28Z,20.88899306227923,27.83494878721075,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-50,PK95-SC-50,1425,PK95-SC-50,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
